,Si-Si,Si-Se,Se-Se,r
84,1.000108907592391,0.9908277871966961,1.0003997447880053,8.4
85,1.0026068236986898,0.9922970839121662,0.9944035638764395,8.5
86,1.0041937171078095,0.9954434753284356,0.9897691491351267,8.6
87,1.0043211102131815,0.9998176905639459,0.9885279657573932,8.700000000000001
88,1.0028821282329106,1.0048152255464893,0.9914109538638307,8.8
89,1.0002583330825126,1.0099347688055444,0.9975378117298592,8.9
90,0.9971222640999818,1.0145921216047484,1.0048780149489096,9.0
91,0.9940773578697122,1.0179328729801203,1.011114973172692,9.1
92,0.9913566801508212,1.0192741910950116,1.014226836337467,9.200000000000001
93,0.9889017686265023,1.018794371040448,1.0128025532195475,9.3
94,0.9867597696922938,1.0174553600388518,1.0066040620837224,9.4
95,0.9852869194000335,1.0161387107930229,0.9970118418333787,9.5
