,Si-Si,Si-Se,Se-Se,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.6000000000000001
7,0.0,0.0,0.0,0.7000000000000001
8,0.0,0.0,0.0,0.8
9,0.0,0.0,0.0,0.9
10,2.2669563691294247e-07,6.800869107388273e-07,0.0,1.0
11,5.2761781191606384e-06,1.1657585824585064e-05,0.0,1.1
12,6.067321726134763e-05,9.826562334377495e-05,1.1017407953969004e-06,1.2000000000000002
13,0.00041982339637125233,0.0005805908847338528,1.4679087787107874e-05,1.3
14,0.0021724347496923065,0.002695206539818298,9.537293540088783e-05,1.4000000000000001
15,0.009065070604755414,0.01025101728544209,0.0004723846140211691,1.5
16,0.031206172298049166,0.03248011722702156,0.0018677673865213449,1.6
17,0.08939842997286714,0.08652767943514078,0.006001850310963403,1.7000000000000002
18,0.2146578270618159,0.19539854060752723,0.01584269839636634,1.8
19,0.4355052500633378,0.3772679984879352,0.034813353287935354,1.9000000000000001
20,0.7538707460303166,0.6288535153195967,0.0647999952704815,2.0
21,1.1264277228321005,0.9151070190034601,0.10447831435574421,2.1
22,1.4725678713462367,1.1774999956660372,0.14994572749708268,2.2
23,1.7102099516740605,1.3588916756059803,0.1974955410784869,2.3000000000000003
24,1.7950257905506424,1.4284658201748999,0.24618628749294919,2.4000000000000004
25,1.7363656572762465,1.3915346467791716,0.2986103918518281,2.5
26,1.5838921827366519,1.2820732267683825,0.36022691920144717,2.6
27,1.3989068514456788,1.1455897711670877,0.4374865153924806,2.7
28,1.2290555948762023,1.0215452433898422,0.5341146596917051,2.8000000000000003
29,1.09756205261096,0.932426693689235,0.6468026187074092,2.9000000000000004
30,1.0069943307912521,0.8826828216806493,0.7640278983783805,3.0
31,0.9498477244747724,0.8651499140780845,0.8701420314403998,3.1
32,0.9173207476499943,0.8689740906338885,0.9519781554156622,3.2
33,0.9025961457117962,0.8845945679409709,1.0034477363437546,3.3000000000000003
34,0.9005114911697429,0.905352763158313,1.0266880283042028,3.4000000000000004
35,0.9067838879516175,0.9271296903422008,1.0312045603297775,3.5
36,0.9178929702416169,0.947324831571889,1.0311156357229636,3.6
37,0.9311432986671088,0.9641241643237699,1.0391027822372882,3.7
38,0.9445319916188033,0.9764562004216951,1.059155465157732,3.8000000000000003
39,0.9564324951813142,0.9843210324966766,1.0842372068660076,3.9000000000000004
40,0.9654799412601708,0.988959064565047,1.101747241780312,4.0
41,0.9709379943942767,0.9924484473411385,1.1022871589268628,4.1000000000000005
42,0.9729515561951932,0.9966827411008591,1.0849085560787035,4.2
43,0.9721378649965345,1.0023483136874676,1.0560364100711024,4.3
44,0.9691039813653881,1.0086908152901592,1.0246353232824972,4.4
45,0.9646123405293497,1.014267454610715,0.9978933579102742,4.5
46,0.9599365383029406,1.0181580032171806,0.9792754145549664,4.6000000000000005
47,0.9564317942209006,1.0206381764291859,0.9687564221667967,4.7
48,0.9545454006446009,1.0226170453472405,0.9644727170762646,4.800000000000001
49,0.9536818103941822,1.0244942764972,0.9642883909460761,4.9
50,0.9533158465752405,1.0257848082139673,0.9660854302830492,5.0
51,0.9538796881168664,1.025847240112221,0.9676084210718768,5.1000000000000005
52,0.9562311912907833,1.024836557581284,0.9671903649018879,5.2
53,0.9604695843752199,1.0238330690128514,0.9650293027612085,5.300000000000001
54,0.9656805133424726,1.023863897559112,0.9632025264199746,5.4
55,0.9708424956461605,1.0246672043584337,0.9634428943418837,5.5
56,0.9755708821251787,1.0246807151261863,0.964735093823945,5.6000000000000005
57,0.9798342285717521,1.022587886092194,0.9641297835446642,5.7
58,0.9834373472426446,1.018763518710426,0.9602662331051511,5.800000000000001
59,0.9861877655479752,1.014951614624837,0.9546728868129826,5.9
60,0.9882144857488281,1.0126826953797194,0.9490177691558448,6.0
61,0.9896913136162011,1.012166666259874,0.9429182852974496,6.1000000000000005
62,0.9904474501420164,1.012440653567058,0.935693005376137,6.2
63,0.9902859901940431,1.0123509284739907,0.928854944129297,6.300000000000001
64,0.9895868574990724,1.0115035099602463,0.9256645377017139,6.4
65,0.98919190306646,1.0103619644241626,0.9291368212819747,6.5
66,0.9896789651043986,1.0094633329235678,0.9408738886051001,6.6000000000000005
67,0.990955121533497,1.0088019899388028,0.9601984760295714,6.7
68,0.9925047915837949,1.008099426006777,0.983331044734758,6.800000000000001
69,0.9938294527096553,1.0073856747272691,1.0043905755099516,6.9
70,0.9946308676450537,1.0070289161108532,1.018435727375721,7.0
71,0.9947215993842905,1.0072311454690315,1.024044596612627,7.1000000000000005
72,0.9939166930972341,1.007652844220114,1.023492148225039,7.2
73,0.9921003320323442,1.007610714132766,1.0207934209143308,7.300000000000001
74,0.9894532203623515,1.0066652008976014,1.0191208563042893,7.4
75,0.9866478998650307,1.004974182308615,1.0193543264915208,7.5
76,0.9846711186291505,1.0030282540838764,1.020497111468733,7.6000000000000005
77,0.9842119000939125,1.0011322437214123,1.0210046638080346,7.7
78,0.9852166558889732,0.9992759819318251,1.0198517418554751,7.800000000000001
79,0.9871526734126918,0.9974017539647052,1.0170827539533283,7.9
80,0.9895307707125365,0.9955547104060347,1.0137610476753491,8.0
81,0.9920751850262318,0.9937827694649108,1.0110148732981947,8.1
82,0.9946706052051957,0.9921501109171597,1.008724565429305,8.200000000000001
83,0.9973495061097477,0.9909634673961268,1.0054932437705972,8.3
