,Li-Li,Li-Br,Br-Br,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.6000000000000001
7,0.0,0.0,0.0,0.7000000000000001
8,0.0,0.0,0.0,0.8
9,0.0,0.0,0.0,0.9
10,1.2500807895566988e-06,2.34390148041881e-06,0.0,1.0
11,1.039546304589132e-05,2.9028120619464944e-05,0.0,1.1
12,6.362337756249556e-05,0.0002133129812835282,2.5314135988523155e-07,1.2000000000000002
13,0.0002953637414291472,0.0011574958209991945,7.850069261773282e-06,1.3
14,0.0011135763004624724,0.005021662553527852,6.742741621320522e-05,1.4000000000000001
15,0.003473478648920496,0.01798585821118868,0.00039575417694714385,1.5
16,0.00910765567038574,0.05396445918119606,0.0018123452982074244,1.6
17,0.02042484544521821,0.13682847201741688,0.006731527333064729,1.7000000000000002
18,0.039939313552794446,0.2955681242628867,0.020605839333742108,1.8
19,0.0696265847120951,0.5486869250257523,0.052555754459009604,1.9000000000000001
20,0.11078627569535163,0.884520135114231,0.11290224492458005,2.0
21,0.16423030540102443,1.2544008684880705,0.2067428551524914,2.1
22,0.2299254002548308,1.5897427404249387,0.32720435845293994,2.2
23,0.3061131864287375,1.832770170030127,0.45516492406220194,2.3000000000000003
24,0.3889574807519963,1.9581357990055412,0.5680957794413035,2.4000000000000004
25,0.4729971344064427,1.9737726010870422,0.6514049411314419,2.5
26,0.5520971310083465,1.907711734706311,0.7026940461971031,2.6
27,0.6212323614015877,1.793124900924184,0.72785242933929,2.7
28,0.6784979833042554,1.6581481474080828,0.7363158175447724,2.8000000000000003
29,0.7252639850803609,1.5214041825359703,0.739497892590932,2.9000000000000004
30,0.7643150239110851,1.3925616351984198,0.7490011773783667,3.0
31,0.7982823016597721,1.2763712912749343,0.7725327527447429,3.1
32,0.8289432466874248,1.1766044663214055,0.8110383580320419,3.2
33,0.8563711933967205,1.0967915061241142,0.8596496886289544,3.3000000000000003
34,0.879252689339459,1.038367914720412,0.9105450637208232,3.4000000000000004
35,0.897462015710457,0.9991692152049303,0.9558974776745421,3.5
36,0.9139198648229493,0.9740348004016918,0.990983414726406,3.6
37,0.9326956179401115,0.9568830260353327,1.0159819742892646,3.7
38,0.9551544942961121,0.9428050939787535,1.0340881276954303,3.8000000000000003
39,0.9785043922263079,0.929123051939255,1.047482889115253,3.9000000000000004
40,0.9982245898207003,0.9152456419625672,1.055752248908476,4.0
41,1.011516420184375,0.9018432778139067,1.0582070543965019,4.1000000000000005
42,1.0184030237836317,0.8900433611535759,1.0565038223225336,4.2
43,1.0207327869944554,0.8809491541879191,1.0541184307544307,4.3
44,1.0211751344067734,0.8754849826844626,1.0535384260865344,4.4
45,1.022254394920383,0.8744303428779403,1.0544172951917745,4.5
46,1.0246931565199362,0.8784368397604979,1.0541936210600735,4.6000000000000005
47,1.026976598019913,0.8877979119330931,1.050175838066269,4.7
48,1.027516715332027,0.9019095573338113,1.041346526833175,4.800000000000001
49,1.0264970583737343,0.9188247098305139,1.0287935538253556,4.9
50,1.0245513035383826,0.9356327944562336,1.0147597964493753,5.0
51,1.0204932244909295,0.9498222200567759,1.0012271030175453,5.1000000000000005
52,1.0120757233553659,0.9605226054267406,0.9892318846657653,5.2
53,0.9993390847566276,0.9685297023627699,0.9792103900273609,5.300000000000001
54,0.98613685843012,0.9754073018333181,0.9714692830540532,5.4
55,0.9774112141050566,0.9826163036697328,0.9662510936293646,5.5
56,0.9750313099972622,0.9909721743677146,0.963914453968934,5.6000000000000005
57,0.9765848781614785,1.0003088833846747,0.9651492588302555,5.7
58,0.9777224030348955,1.0095048749120794,0.9704758668640636,5.800000000000001
59,0.975110169963129,1.017044797476483,0.9793829274662386,5.9
60,0.9679701155616456,1.0219044447110237,0.9899859501555239,6.0
61,0.9584223115510416,1.024061252474693,0.9993835445312124,6.1000000000000005
62,0.950507429088679,1.0241614029984742,1.0046843453301688,6.2
63,0.9476715999673774,1.022832740276005,1.004607746519258,6.300000000000001
64,0.9504340186014808,1.0205153885123412,1.0004995577328508,6.4
65,0.9564491687238463,1.0177177478668988,0.9955191982113518,6.5
66,0.9626302751061769,1.015010120820807,0.9925474243831375,6.6000000000000005
67,0.9671989046849099,1.0127723940330264,0.9925210620147884,6.7
68,0.9702948707653248,1.0111747166047653,0.9942517022619236,6.800000000000001
69,0.9731814944191033,1.0102358679248573,0.9956119134791758,6.9
70,0.9769261182894932,1.0096349318102955,0.9951474007113336,7.0
71,0.9816744788335666,1.0086664671412706,0.9929231043489628,7.1000000000000005
72,0.9869090008655458,1.0067143447166713,0.9901467992001125,7.2
73,0.9920750853818645,1.0037447648350615,0.9881330339113115,7.300000000000001
74,0.9968964194664045,1.0002569935825505,0.9874765914163807,7.4
75,1.001391652256775,0.9969504131370648,0.9879322412028931,7.5
76,1.0058036188289943,0.9945245439775166,0.9889357488252717,7.6000000000000005
77,1.0103831155187397,0.9934247680693911,0.9901231855798596,7.7
78,1.0148553367822815,0.9934570732427476,0.9913606495554351,7.800000000000001
79,1.0178979190479782,0.9938546757082329,0.9925797787002402,7.9
80,1.0176470207571637,0.9940399338419122,0.9937829627587023,8.0
81,1.0134278910543135,0.9941976638014024,0.9950301257557733,8.1
82,1.0068401310609032,0.99482634166176,0.9962866018106545,8.200000000000001
83,1.0005716570164707,0.9957960329272699,0.9974507518192359,8.3
84,0.9961965956583838,0.9961890943494751,0.9985119896333443,8.4
85,0.993491850026797,0.9951773696854451,0.999439184398062,8.5
86,0.991650814264118,0.9928665101365353,1.0000261408143674,8.6
87,0.9905268772513818,0.9901678246307619,1.0001132196030968,8.700000000000001
88,0.990389484072802,0.9879952916239817,0.9997407303614931,8.8
89,0.9909664897013193,0.9867546069655279,0.998911240546893,8.9
90,0.9915369374885249,0.9865376817381293,0.9976647744267702,9.0
91,0.9918766937725557,0.9875542107453688,0.9966211603229232,9.1
92,0.992170067266773,0.9901300556046726,0.9967873123078662,9.200000000000001
93,0.9919853117530233,0.9942675879049068,0.9983408422588259,9.3
94,0.9903434967678546,0.9993680775825892,1.0001142972277537,9.4
95,0.9871379303806788,1.00444868608864,1.0007246548905813,9.5
96,0.9838367285917824,1.0085832751776964,0.9998857365183088,9.600000000000001
97,0.9823896412033835,1.011242594873426,0.9984138616619039,9.700000000000001
98,0.9835695020910016,1.012469761689191,0.9972813374914373,9.8
99,0.9863264694999273,1.0127764655798226,0.9968579368847807,9.9
100,0.9885391464398446,1.012758931371164,0.9968561508099871,10.0
