,Co-Co,Co-Si,Si-Si,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.6000000000000001
7,0.0,0.0,0.0,0.7000000000000001
8,1.963191982014967e-07,0.0,0.0,0.8
9,2.6365985729075617e-06,8.869008483455845e-07,0.0,0.9
10,2.198525870908647e-05,1.2577418483783618e-05,0.0,1.0
11,0.00013728414093317357,0.00010579081296810111,1.002369933864262e-06,1.1
12,0.0006801051554600798,0.0006262342360079176,1.3773383952886082e-05,1.2000000000000002
13,0.0027921612388797905,0.0029231115013042676,9.741190762170073e-05,1.3
14,0.00971286560572081,0.011232995392638584,0.0005167338069305609,1.4000000000000001
15,0.028896497737308163,0.03608646193510209,0.0021934011192960633,1.5
16,0.07392770827851253,0.09775572242065143,0.007664647938362012,1.6
17,0.1634724843376941,0.22490823066240115,0.022385409742001868,1.7000000000000002
18,0.31443626964580546,0.4428709820750033,0.0553936826450777,1.8
19,0.5304647468852511,0.7529882463666625,0.11757223049361339,1.9000000000000001
20,0.7928649282703761,1.1167289839032906,0.21660283213599407,2.0
21,1.0621148532939004,1.4617441158762263,0.35040587142364,2.1
22,1.2912730980318103,1.7123856939470625,0.5040053052951352,2.2
23,1.443808340753746,1.8252127051174034,0.6543490548265094,2.3000000000000003
24,1.5056036681197824,1.8040128855487978,0.7813761620741401,2.4000000000000004
25,1.485658141347917,1.6870858227418422,0.8763660493513924,2.5
26,1.4076407227547452,1.5222560806824386,0.9406353820231523,2.6
27,1.2990054633597579,1.3485461519973494,0.9785487408075699,2.7
28,1.1831398706977152,1.190193703279906,0.9939547860059217,2.8000000000000003
29,1.075994984378306,1.0584422510818516,0.9920570029561698,2.9000000000000004
30,0.9862140582381802,0.9560442109782389,0.9810452602567763,3.0
31,0.917105422963174,0.8815797312478373,0.9696247116264545,3.1
32,0.86875247142311,0.8320822335033002,0.9629748488132007,3.2
33,0.8395398546027908,0.8041469174294673,0.9618350649795202,3.3000000000000003
34,0.8273896923651648,0.7945247015753926,0.9651983056472004,3.4000000000000004
35,0.8305292540792303,0.8004058262087672,0.9726231283710741,3.5
36,0.8472313379158243,0.8192091684012943,0.9839387586580838,3.6
37,0.8749479655561464,0.8482516146140773,0.9982424850867072,3.7
38,0.9099942449601787,0.8847289458703435,1.014166939829243,3.8000000000000003
39,0.9481339776186303,0.9257052383120963,1.0305205489770972,3.9000000000000004
40,0.9853814617132092,0.967776049691372,1.0462354898030068,4.0
41,1.0184665988187793,1.0069331082561321,1.0599785844455831,4.1000000000000005
42,1.0449972152055051,1.039355291492923,1.0700175640087375,4.2
43,1.06352998884779,1.0627954306642813,1.0742525810085908,4.3
44,1.0735947857873154,1.0772011453225494,1.070827724978129,4.4
45,1.075567208287162,1.0838012232702032,1.0594794379256063,4.5
46,1.070460711668091,1.0836069278005234,1.0420465608145066,4.6000000000000005
47,1.0598481208434172,1.07688133846665,1.0212884996781466,4.7
48,1.0457655622709074,1.0639367931086616,0.9997752670043858,4.800000000000001
49,1.030208796412278,1.0461967710215059,0.9799868250327015,4.9
50,1.0144847993008288,1.0263318154519563,0.9640320587954052,5.0
51,0.9991870306777122,1.007337537798707,0.9524604129585515,5.1000000000000005
52,0.9848623829878543,0.9914254336498126,0.9443038387900119,5.2
53,0.9725175397789608,0.9796009324088085,0.9390398596653122,5.300000000000001
54,0.96336491312699,0.972031695737285,0.9378782023803018,5.4
55,0.9582507886285423,0.9685385562506572,0.9424485763457959,5.5
56,0.9574364484883711,0.968680063674009,0.9525096934084276,5.6000000000000005
57,0.960666284397542,0.9717408841608632,0.9653349265509449,5.7
58,0.9671237104615584,0.9770029029917011,0.977354900513053,5.800000000000001
59,0.9754339488462186,0.9839164100570859,0.9863163611081625,5.9
60,0.9840635997702272,0.9918221685226912,0.9921472882464275,6.0
61,0.99192409407343,0.9997191691458005,0.9961902520338897,6.1000000000000005
62,0.9986935756029153,1.0065731114368903,0.9998556131446688,6.2
63,1.0046515076270868,1.0118074090165396,1.0038465981656328,6.300000000000001
64,1.0101626707763876,1.0153578606152744,1.0081464974001235,6.4
65,1.01511716865721,1.0173496514665201,1.012245848972292,6.5
66,1.018802515202791,1.0178668972383973,1.0152494989166212,6.6000000000000005
67,1.0204130707577488,1.0169895926011705,1.0160202572289778,6.7
68,1.0197017708323741,1.0149451998237553,1.0136540304296497,6.800000000000001
69,1.0170777397976198,1.0121571359228072,1.0082486546207945,6.9
70,1.0131762525806092,1.0090876983651913,1.0013223448658084,7.0
71,1.0085429019930918,1.005989436267106,0.9952230552497333,7.1000000000000005
72,1.003697872211704,1.0027793602201764,0.9917132903098398,7.2
73,0.9992152365704859,0.9992087008818074,0.9909584372619811,7.300000000000001
74,0.9954842865359167,0.9952792829755919,0.9918447186772191,7.4
75,0.9923828264119138,0.991536843258028,0.9931031123829844,7.5
76,0.9894004249150321,0.9888683125611307,0.9940090986067774,7.6000000000000005
77,0.9862817620618957,0.9879866717125088,0.9942420685004761,7.7
78,0.9834648127542922,0.9890912939004805,0.9935307470911675,7.800000000000001
79,0.9817314052448722,0.9918388614862745,0.9917207240728815,7.9
80,0.9815373342881055,0.9954665082050169,0.9890807157126676,8.0
81,0.9828271546947018,0.9990845698813018,0.9863197382052831,8.1
82,0.985342153556892,1.002134609086173,0.9842310165008361,8.200000000000001
83,0.988843797315782,1.0046999515871518,0.9832589586583829,8.3
84,0.9930957858212079,1.0073395542134447,0.9832403140682668,8.4
85,0.9978677938354444,1.0105552548975274,0.983530081739867,8.5
86,1.0029460273596595,1.0143751737013311,0.9835093930916516,8.6
87,1.0079542286299223,1.018363592710306,0.9829110382423303,8.700000000000001
88,1.0122043493491275,1.0218689035521349,0.9815323616189346,8.8
89,1.0149377002197029,1.0242291308190234,0.9789958166196295,8.9
90,1.0157542468341518,1.024944269479711,0.9751946316709421,9.0
91,1.0146832937884067,1.0239083613073223,0.9707749453026888,9.1
92,1.011899907742221,1.0214959833793695,0.9667574926648104,9.200000000000001
93,1.007608920645329,1.0182748284966023,0.9636842513883138,9.3
94,1.0022272406606503,1.0146130637622135,0.961312729390019,9.4
95,0.9964774131243326,1.0106301816089032,0.959049652524553,9.5
96,0.9911844543139743,1.0064630230775056,0.9564481842462814,9.600000000000001
97,0.9869496826299228,1.0024790999961937,0.9533367523990167,9.700000000000001
98,0.9839692612462949,0.9991945453717167,0.9498286352581429,9.8
99,0.9821258829175062,0.9969868988159829,0.9464962635505456,9.9
100,0.9812444949789882,0.9959273891484803,0.9443795343337922,10.0
