,Li-Li,Li-Ga,Ga-Ga,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,1.544992389945149e-07,0.0,0.0,0.4
5,1.2707502356788687e-06,0.0,0.0,0.5
6,8.19528549002982e-06,0.0,0.0,0.6000000000000001
7,4.0209548110118484e-05,0.0,0.0,0.7000000000000001
8,0.0001621749573722279,7.604259419261284e-08,0.0,0.8
9,0.0005515938622950251,1.2368148300129e-06,0.0,0.9
10,0.0016166959521215858,1.1074965601473033e-05,2.1029063085364533e-07,1.0
11,0.004149794013214561,7.011192461509043e-05,3.2586401414712784e-06,1.1
12,0.009475568690937486,0.0003482385977064545,2.6254838916454906e-05,1.2000000000000002
13,0.019554268794334796,0.0014313528314207746,0.0001565955254877396,1.3
14,0.037096427417031654,0.004956639049648572,0.0007449443102712388,1.4000000000000001
15,0.06568348513463704,0.014673745381724694,0.0029334110693813816,1.5
16,0.10963555289810915,0.03752741827084061,0.009782177228110584,1.6
17,0.17311634206931184,0.08374211423889523,0.02796884337885382,1.7000000000000002
18,0.25844035189629133,0.1646792781692235,0.06916690626715814,1.8
19,0.3645821341069077,0.2883219059163038,0.14909215597200798,1.9000000000000001
20,0.48715402586083784,0.4543413865592288,0.2822098051405894,2.0
21,0.6195793411922422,0.651918193319854,0.47294608920225084,2.1
22,0.7539486237256967,0.8618347511188499,0.7080932906621398,2.2
23,0.8812105907425356,1.0613436751604504,0.9563041374399742,2.3000000000000003
24,0.992050940202097,1.2294681773637266,1.1770690744647219,2.4000000000000004
25,1.079145842124875,1.3515122242437163,1.3355993923067826,2.5
26,1.1395027157830904,1.4218760710251523,1.4154719342123145,2.6
27,1.174801374036655,1.4441636722421054,1.4218088593995433,2.7
28,1.1890300949161647,1.4284921697621356,1.3745018803861386,2.8000000000000003
29,1.1857146349900198,1.3871357020184731,1.2971362058170954,2.9000000000000004
30,1.1678605118015397,1.330560569538323,1.2082018656343503,3.0
31,1.139858852558297,1.266053131558818,1.118578315364553,3.1
32,1.1076207318412365,1.1989530813694877,1.0345366221226515,3.2
33,1.076014934877535,1.1340106637676877,0.9612930774958711,3.3000000000000003
34,1.0469086990353567,1.0752371861252974,0.9030838535030653,3.4000000000000004
35,1.0202407789617807,1.0252186546081221,0.8609932977751596,3.5
36,0.9963201394586787,0.9850825911977152,0.8326095633803934,3.6
37,0.9762222507647085,0.9549723518947877,0.8144653509823393,3.7
38,0.9604556235607469,0.9344166056098278,0.8042368597574732,3.8000000000000003
39,0.9485266524247259,0.9224269056298967,0.800999691809358,3.9000000000000004
40,0.9401243943761152,0.9176511111331932,0.8047056614412914,4.0
41,0.9359217332698181,0.9188645703665512,0.8157147498401109,4.1000000000000005
42,0.9367303466440504,0.925377367689887,0.8338406685625768,4.2
43,0.9421743716070625,0.9367505684081077,0.8575837818956964,4.3
44,0.9505417579101094,0.9520639539288668,0.8849212453332738,4.4
45,0.9598476477191007,0.969622446568884,0.9146841107052669,4.5
46,0.9688513524006989,0.9874371496466428,0.9463371538506327,4.6000000000000005
47,0.9771942082949271,1.0038656255056735,0.9783068819140184,4.7
48,0.9848949271015889,1.0177694398498642,1.007060549781262,4.800000000000001
49,0.9918107441148699,1.0284467914774447,1.028258407339337,4.9
50,0.9976011313352479,1.0357311461011227,1.039135748935334,5.0
51,1.0022441746210817,1.0399086033481981,1.0400690441396887,5.1000000000000005
52,1.006364647017874,1.04116482972419,1.0340562115420193,5.2
53,1.0106028881999984,1.0392798627596065,1.0249011374375425,5.300000000000001
54,1.014511977555709,1.0341832046838053,1.0156583903579366,5.4
55,1.0164289699270992,1.0266715725074134,1.0078848835868983,5.5
56,1.0148349592877146,1.018317188299807,1.001749388780117,5.6000000000000005
57,1.0098728866977067,1.0106886445156344,0.9969502662280898,5.7
58,1.0034172504362173,1.0046441849405654,0.9935232923140196,5.800000000000001
59,0.9977794790032928,1.0001411080747888,0.9915759155819691,5.9
60,0.9944943769021833,0.9966231842334591,0.9905296411221457,6.0
61,0.9939491962217119,0.9937512841930558,0.989280414773417,6.1000000000000005
62,0.9954883332650962,0.9918072171486472,0.9872820626430623,6.2
63,0.9977043065678056,0.9912577400946982,0.9850514262960552,6.300000000000001
64,0.9990574152014327,0.9920038512987278,0.9834065874721993,6.4
65,0.9986720129748278,0.9933162687046644,0.9825140702574334,6.5
66,0.9967331965099698,0.9945286475501031,0.981987940061314,6.6000000000000005
67,0.9941039760304092,0.995559619394279,0.9817316766998289,6.7
68,0.9915946887455702,0.9966696537093764,0.9822613254832157,6.800000000000001
69,0.9896465940624937,0.9979409602435606,0.9840671139546019,6.9
70,0.9884744078998645,0.9991584648334619,0.9868340445729955,7.0
71,0.9881400934085007,1.0001024031790486,0.989429878593728,7.1000000000000005
72,0.9885276088047296,1.0008325971342225,0.9907097906039516,7.2
73,0.9895528037931938,1.00170945274332,0.9904405196076126,7.300000000000001
74,0.9913677863985143,1.0031218166234048,0.989497293015167,7.4
75,0.99401773185598,1.00507713207818,0.9890543833407748,7.5
76,0.996871819728685,1.0070848565622248,0.9896068498007822,7.6000000000000005
77,0.9987881526894961,1.0085966517068274,0.9908306802523951,7.7
78,0.9990949162791418,1.0095199871586094,0.9921327073866761,7.800000000000001
79,0.9982005971906333,1.010106392127104,0.9930638924611557,7.9
80,0.9970536846422834,1.0104137714094938,0.9933891070766533,8.0
81,0.9962545946716412,1.0101592609714625,0.9930575526835764,8.1
