,Al-Al,Al-Si,Si-Si,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.6000000000000001
7,0.0,0.0,0.0,0.7000000000000001
8,0.0,0.0,0.0,0.8
9,0.0,0.0,0.0,0.9
10,0.0,8.266888173486416e-08,0.0,1.0
11,4.451753631373295e-07,1.9487908079412223e-06,2.2258768156866473e-06,1.1
12,5.715303376465882e-06,1.9362918601196396e-05,3.018359994325515e-05,1.2000000000000002
13,4.437826052361803e-05,0.00013003032864522987,0.00022253151652324918,1.3
14,0.000252775777535214,0.0006723191751145575,0.0011896286453299766,1.4000000000000001
15,0.0011543990155239757,0.0028329798907592205,0.0050844960307044156,1.5
16,0.004373105287284298,0.00998837173155122,0.017837729969757216,1.6
17,0.01399647894631427,0.029838030233235648,0.05200701337952249,1.7000000000000002
18,0.038281883838617914,0.07623981509241468,0.1273223445732993,1.8
19,0.09031258621032076,0.16807919494044435,0.2645716995293266,1.9000000000000001
20,0.1854840303228528,0.32260104786927885,0.47237969581407047,2.0
21,0.33492639402044183,0.5441867699826424,0.734645120293481,2.1
22,0.5374694746014893,0.814851401437412,1.0099485813460904,2.2
23,0.7753769114243233,1.0943965774039641,1.246288924719664,2.3000000000000003
24,1.0173424443819836,1.3332563228959464,1.4021915420438837,2.4000000000000004
25,1.2276243053479712,1.4922302744440104,1.4611400908787948,2.5
26,1.37737480209514,1.5572367232511672,1.4332126152814668,2.6
27,1.4536691453689519,1.540150888366323,1.3467827332186113,2.7
28,1.4618162148047489,1.4675834358437643,1.236051993617262,2.8000000000000003
29,1.419555888822835,1.3675229921808545,1.1291838972170747,2.9000000000000004
30,1.3477694994979332,1.2614784403567985,1.0416535453798121,3.0
31,1.264111660181283,1.1627530434218754,0.9770597723213295,3.1
32,1.181100337886958,1.0781661412145787,0.9321911995920317,3.2
33,1.1061173806444526,1.0106357072616976,0.901701503410578,3.3000000000000003
34,1.0419767097248895,0.9608284850232892,0.8811286105212219,3.4000000000000004
35,0.9886877118636374,0.9276019392171535,0.8685937561713479,3.5
36,0.9458808810734893,0.9084334964700336,0.8647171719805647,3.6
37,0.9138411997327001,0.9004030299223481,0.8707288219761171,3.7
38,0.8926889876330834,0.9008511708963634,0.8860322090384378,3.8000000000000003
39,0.8816050611454933,0.9073066133140546,0.9070320118672683,3.9000000000000004
40,0.8793074732172583,0.9176133941938922,0.9286386453839907,4.0
41,0.8847610897003365,0.9304814321108029,0.9473629561770078,4.1000000000000005
42,0.897051033324916,0.945381936770249,0.9626033762820889,4.2
43,0.9148984465743423,0.9615946221280078,0.9750542171856431,4.3
44,0.9366044116915533,0.9778291874691775,0.9848982627605424,4.4
45,0.9601666641588209,0.9929793847029521,0.9915213360270598,4.5
46,0.9831354765778288,1.0066323293299217,0.9939295276160144,4.6000000000000005
47,1.0028005653871328,1.0185396648739196,0.9913500052532122,4.7
48,1.0172544171932543,1.0280901360488581,0.9845129308920609,4.800000000000001
49,1.0262888292443662,1.034638008178309,0.976779374551561,4.9
50,1.030958911694906,1.0380602407358541,0.9728955952877915,5.0
51,1.032445610500288,1.0387047979508295,0.9753727956878064,5.1000000000000005
52,1.0315176175154248,1.0369933783311776,0.9821542928192986,5.2
53,1.0286708715674953,1.0333694851878077,0.9883425320067144,5.300000000000001
54,1.0243204378457746,1.0285432771657386,0.9901089762151646,5.4
55,1.0188939400183734,1.0234869881429716,0.9870805932147292,5.5
56,1.012950335501119,1.0189859401804733,0.9818270421380287,5.6000000000000005
57,1.0071533084352482,1.0151589035849486,0.9776328842255845,5.7
58,1.0019694478225538,1.0115033491501355,0.976373903396679,5.800000000000001
59,0.9974523671435825,1.0076069272823778,0.9778626537152627,5.9
60,0.9934567514542534,1.0038159240908064,0.9806842397428052,6.0
61,0.9899664652106583,1.000961608032537,0.9833983911484137,6.1000000000000005
62,0.9870440167219604,0.9993959656753528,0.9850957333979532,6.2
63,0.9846458289577773,0.9986135570963306,0.9853330190561111,6.300000000000001
64,0.9827954016646394,0.9980030071127715,0.9841762572574068,6.4
65,0.9818376331146431,0.9977015396949925,0.9824444641752896,6.5
66,0.9822319439739096,0.9983688622013447,0.9813654285131319,6.6000000000000005
67,0.984065721297267,1.0002345573652123,0.9814776533664799,6.7
68,0.9869041007486837,1.0026074998104924,0.9819511509686982,6.800000000000001
69,0.990151606012491,1.0042859949975518,0.9810808854581484,6.9
70,0.9934528955032876,1.0044019335611531,0.9773669795302795,7.0
71,0.9966583363348938,1.0030702619399143,0.970375756447877,7.1000000000000005
72,0.9995093552486792,1.0013598015170722,0.9612105604255375,7.2
73,1.0015664725028377,1.0005782142483945,0.9525112289745515,7.300000000000001
74,1.0025025715020053,1.0015028766992933,0.9475754198204345,7.4
75,1.0024033259227643,1.0041131452384386,0.9484624130826501,7.5
76,1.0017574143644536,1.0076644989802261,0.9542264377721126,7.6000000000000005
77,1.001141578765049,1.0109464408978077,0.9611672372416095,7.7
78,1.0008613303320344,1.0129391097928755,0.9653308533716215,7.800000000000001
79,1.0008213048256744,1.0135540143738675,0.965118705851842,7.9
80,1.0006841407417704,1.0135842988452892,0.9618774220685713,8.0
81,1.0001813999750329,1.0138204174780592,0.9584265601822224,8.1
82,0.9993365340233052,1.0143980733503684,0.957023288744564,8.200000000000001
83,0.9984439978568699,1.015007782009017,0.9581596832776164,8.3
84,0.9978473493790149,1.0153535922935084,0.9607370620701545,8.4
85,0.9976653477610667,1.015216403120139,0.9632914125316511,8.5
86,0.9976289494064489,1.0143399542632288,0.9652255925779611,8.6
87,0.9972130175504961,1.0125627102304506,0.9669019204711606,8.700000000000001
88,0.9960221252682535,1.010094436134882,0.9685984598045111,8.8
89,0.994123139381301,1.0076279904497545,0.9695564225034529,8.9
90,0.9920449769978589,1.0060805970043905,0.9682925463595231,9.0
91,0.9904475939290859,1.0059692185363354,0.9641412209287292,9.1
92,0.9896987241114348,1.0068827110698868,0.9585005525782877,9.200000000000001
93,0.9897021974580238,1.0076666504603748,0.9540428503372499,9.3
94,0.9901119082601353,1.007266395063421,0.9524987584338304,9.4
95,0.9906661170573698,1.005440855369758,0.9535808330202213,9.5
96,0.9913124336796754,1.0027396046933081,0.9560362557594583,9.600000000000001
97,0.9921082543002026,0.9999325315823537,0.9590383646637024,9.700000000000001
98,0.9930503466980185,0.9975363573648898,0.9622486206964769,9.8
99,0.9939632211578344,0.9957922055468252,0.9651424765339163,9.9
100,0.994540895061801,0.9948583969149986,0.9668988592245825,10.0
