,Si-Si,Si-As,As-As,r
84,0.997213854486274,1.0187303517665223,0.9508267826067458,8.4
85,0.9959563152761337,1.0178021840556195,0.9560341962073894,8.5
86,0.9948520332852275,1.016952910632442,0.9667551215608268,8.6
87,0.9943725126800859,1.0162011622506881,0.9802109385544413,8.700000000000001
88,0.9948524589149971,1.015272559458569,0.992684671663354,8.8
89,0.9959792660101692,1.0137922723450776,1.002295700528984,8.9
90,0.996818815010801,1.0115940256548592,1.0094030596182924,9.0
91,0.996507823759755,1.0090795630210805,1.0149523515940795,9.1
92,0.9949352845255411,1.0071591371464048,1.0187868195054344,9.200000000000001
93,0.9927407075648648,1.0066072503513548,1.0195833962145233,9.3
94,0.9907794201970016,1.0074426116603656,1.0164622593167987,9.4
95,0.9896242366120124,1.0089481746131683,1.0103166461835043,9.5
