,Li-Li,Li-Si,Li-Bi,Si-Si,Si-Bi,Bi-Bi,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
7,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000001
8,1.584596281588079e-06,2.640993802646798e-07,0.0,0.0,0.0,0.0,0.8
9,1.2204407359987226e-05,1.9560869921227177e-06,0.0,0.0,0.0,0.0,0.9
10,6.718265985900378e-05,1.1314623970692329e-05,0.0,1.2520266916251488e-06,0.0,0.0,1.0
11,0.0002914650953771931,5.4384789637557876e-05,0.0,1.3408185179212714e-05,0.0,0.0,1.1
12,0.00101612521292434,0.00022029876026522297,3.0424248606491125e-06,0.00014157545573625381,0.0,0.0,1.2000000000000002
13,0.0029021861486272535,0.0007904486226109551,3.256378164082155e-05,0.0009548300539496543,7.665469540562137e-07,0.0,1.3
14,0.006987195704486763,0.002578289159453418,0.00021431848260636705,0.004880912715695876,7.931981531134203e-06,0.0,1.4000000000000001
15,0.014742329136618134,0.0077449850783193,0.0010835052918553457,0.02033390251024117,5.5504486719917966e-05,0.0,1.5
16,0.028485959969490226,0.021205268094728807,0.004412530909860093,0.07022514181639557,0.0002958580881129492,1.4085300280782921e-06,1.6
17,0.05213990532641556,0.05197644989280472,0.014897922754793517,0.20189889451708615,0.0012807277160823793,1.6757026969600932e-05,1.7000000000000002
18,0.09140051464885683,0.11258547996618627,0.04236943161377338,0.48501660033771415,0.004629098273324508,0.00012182503287161322,1.8
19,0.15231482999746776,0.21454360061407698,0.10293559318356423,0.9791127372168252,0.014244809969654455,0.0006602589283548836,1.9000000000000001
20,0.23871009041768979,0.36077212598383696,0.2164496586117678,1.6744792472164687,0.03768727740460627,0.002860337432119383,2.0
21,0.3498994024984736,0.5401716364406305,0.3987919521495391,2.451157977523512,0.08629525903042538,0.010253407391458774,2.1
22,0.47933468481984703,0.729725932131631,0.6513135946982395,3.10932642241411,0.17198047955909151,0.03085560174309112,2.2
23,0.6145679756363773,0.9034781828004378,0.9533692314665038,3.4678414313325114,0.30027981517358926,0.07860097504531427,2.3000000000000003
24,0.7399013882245724,1.0419842492274685,1.2636646775527374,3.459516323357851,0.46348142181706253,0.17074418624116378,2.4000000000000004
25,0.8420411809181908,1.1368640918099007,1.5318130647415555,3.1516560090221173,0.6400476979371315,0.3188732382562535,2.5
26,0.9155869316560908,1.1899971078862648,1.7161260997912493,2.6880548144705343,0.8024165899380651,0.5172659807244963,2.6
27,0.9642657432451469,1.2097508341535677,1.7987994098380653,2.2086594917264737,0.9281751326076653,0.7387015763360584,2.7
28,0.9969328060635825,1.2067494259091918,1.7892961273588408,1.8014284443601858,1.0074270239221739,0.9444043698148847,2.8000000000000003
29,1.020799425064308,1.190479843433713,1.7149089381213845,1.4975415230378486,1.043003102882166,1.102033522027005,2.9000000000000004
30,1.0367764786839575,1.1672382694998116,1.6071234202463882,1.289737946158915,1.0451659584941444,1.1985812558206417,3.0
31,1.0413698498709951,1.139986947402452,1.4921471483625826,1.1541340623771421,1.0255179661546643,1.2410988647940862,3.1
32,1.0328513946568834,1.1101989350843848,1.386751297704985,1.067194506949915,0.9939289901858033,1.2472313377571134,3.2
33,1.0141802155989958,1.0798334687614684,1.297559447824988,1.0139264796179943,0.9582889418557821,1.232347678644343,3.3000000000000003
34,0.9905236201217287,1.0510819911790754,1.2235570061904486,0.9863270394713378,0.9250874893986696,1.202324205604534,3.4000000000000004
35,0.9665546296585956,1.0248085416221755,1.1609291615049395,0.9777815469314836,0.8997857593805098,1.157260584154405,3.5
36,0.9463830278126921,1.0009534645980809,1.1069180324121377,0.9807722787932066,0.8861483059632529,1.100728642056194,3.6
37,0.9332689288993649,0.980990206727939,1.0606186146908685,0.9885518378748914,0.8847262070586005,1.0434904168526857,3.7
38,0.9277775597307644,0.9684324275699673,1.0217104638856631,0.9966752335939766,0.8928072153991592,0.99792292865814,3.8000000000000003
39,0.9272346107256896,0.9655210112919692,0.9893536362293264,1.0025317934226838,0.9067868871870366,0.9700220087749787,3.9000000000000004
40,0.9279809657389118,0.9701239118945663,0.9626057726413684,1.0044756558425127,0.9240244726478704,0.9574453088295869,4.0
41,0.9281368520047868,0.9772355832594903,0.9414857012636981,1.0019966592614968,0.9421875927789803,0.9544255366305049,4.1000000000000005
42,0.9284611522946035,0.9830792774224995,0.9267151394659119,0.9964112309476292,0.9584575525278852,0.9571392930739803,4.2
43,0.9311046752730257,0.986786867336055,0.9181097395187529,0.9903267561072565,0.9707241476277078,0.9643251392868663,4.3
44,0.9374367337949069,0.9890263047547299,0.9138258398186025,0.9855522088819151,0.9787904370931161,0.9742365054884103,4.4
45,0.9464521646484761,0.9906988006803666,0.9114667695087403,0.9815179836249527,0.9836350046176234,0.9822728759509427,4.5
46,0.9551382453494148,0.9930404951838906,0.9097841239963089,0.975892544563306,0.9862138683350882,0.9823578226842739,4.6000000000000005
47,0.9608539131009394,0.9975958430038697,0.9095124111207202,0.966477045103499,0.9874933049857731,0.9713292653580166,4.7
48,0.9635443817864442,1.005198779404053,0.912761621239435,0.9524776182767772,0.9887630340057608,0.9520426861984546,4.800000000000001
49,0.9654596766051282,1.0151703027594188,0.921296885684779,0.9347701100558585,0.991120694645946,0.9317521926694656,4.9
50,0.9687588982984499,1.0257837572296296,0.934994204120655,0.9157425485184251,0.994901230626575,0.9171853576985203,5.0
51,0.9737461740321993,1.0351995701929375,0.951564773980303,0.8986632236476907,0.9998222553879272,0.9109166792039756,5.1000000000000005
52,0.9793703253622094,1.0416856032950401,0.967486758009353,0.8863222454274563,1.005296073350714,0.9115471831302338,5.2
53,0.9845791240474733,1.04375168501568,0.9796712373350865,0.879724028213956,1.0105257546179314,0.9161668145961722,5.300000000000001
54,0.9885642601804134,1.04119348003508,0.9871318771119633,0.8779913740401541,1.0148203146426604,0.9225826169036101,5.4
55,0.9902264194129479,1.035992014587758,0.9911719465166007,0.879484041596788,1.018123550887196,0.9302618661599584,5.5
56,0.9885513135833568,1.031414898182685,0.9937178384096935,0.8829157951241855,1.0210021757392398,0.9398459469681422,5.6000000000000005
57,0.9839307587963482,1.029864257763053,0.9956999762081454,0.8876142949445074,1.0240985969615648,0.9515616582610924,5.7
58,0.9784914401199974,1.031475771576478,0.997024540164421,0.8932517269799326,1.027875831638293,0.963906002628976,5.800000000000001
59,0.9744174490077869,1.034509731809227,0.9974016805363088,0.8993440892934312,1.0328860198075374,0.9743033983590131,5.9
