,Si-Si,Si-O,O-O,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,2.644405178337504e-07,0.2
3,0.0,0.0,9.810566437647874e-06,0.30000000000000004
4,0.0,0.0,9.63771567433659e-05,0.4
5,0.0,1.0953157543409779e-06,0.000570356211259484,0.5
6,0.0,3.729667006464586e-05,0.0026165050073197076,0.6000000000000001
7,0.0,0.0003861606757429086,0.009654041424445252,0.7000000000000001
8,0.0,0.0024140519396174467,0.028873856287719307,0.8
9,0.0,0.011512269265319446,0.07033775618536316,0.9
10,0.0,0.04425323514391203,0.14035467837739973,1.0
11,0.0,0.13885498601411805,0.23118138966142762,1.1
12,3.9666077675062563e-07,0.35754162202640105,0.31771987567156645,1.2000000000000002
13,4.385468264624898e-06,0.7593164954231889,0.37014823400658153,1.3
14,3.109455844498402e-05,1.3377463515750927,0.37467969227748366,1.4000000000000001
15,0.0001657864236393768,1.9690084845906388,0.3432279700706956,1.5
16,0.0007136117816629914,2.442888122678068,0.3042427572230243,1.6
17,0.002562695857747236,2.584541061489496,0.28620243008614343,1.7000000000000002
18,0.007812053178929498,2.3689343895700783,0.30789287876216714,1.8
19,0.02049907432066467,1.923742217099454,0.37770848917961874,1.9000000000000001
20,0.046973790949444406,1.4300555020081516,0.495931742546666,2.0
21,0.09548460706508567,1.0199781374942514,0.6555675349114738,2.1
22,0.17496575386674526,0.7418593234250487,0.8419499003742391,2.2
23,0.2932818897313957,0.5841466084410408,1.03330583367396,2.3000000000000003
24,0.45468900842105126,0.5133329091059078,1.2041222763019617,2.4000000000000004
25,0.6565280863599995,0.49797097433408016,1.3315170828727048,2.5
26,0.8866923871075995,0.516229785386391,1.402131762067151,2.6
27,1.12383162562837,0.5548274764285667,1.4153084648059047,2.7
28,1.3398876486338702,0.6057761313150708,1.380748826906356,2.8000000000000003
29,1.504007119690481,0.6639219290299955,1.31339491385507,2.9000000000000004
30,1.5892734714237322,0.7259739513594511,1.2292071589360862,3.0
31,1.5826216623405973,0.7901041565783027,1.1424910948210598,3.1
32,1.4924183939297742,0.8550621613503685,1.063728442774719,3.2
33,1.3468636030640446,0.9192774857429515,0.9983098206144839,3.3000000000000003
34,1.1832591203060312,0.9808720502643962,0.9473174880963938,3.4000000000000004
35,1.034771929443675,1.0381860348212277,0.9097415888045524,3.5
36,0.9215088200600389,1.0898008527298981,0.8842212616434567,3.6
37,0.8488747468117378,1.1340267339838295,0.8695064321660757,3.7
38,0.8119576266682818,1.1685123771430534,0.8644056938417642,3.8000000000000003
39,0.8019082122748825,1.1903702432725745,0.867915536727446,3.9000000000000004
40,0.8103475766538302,1.1968695639735616,0.8792480896453713,4.0
41,0.8306160077865181,1.1865794203379219,0.8973488927764288,4.1000000000000005
42,0.8575101875727704,1.160571691289931,0.9203868130409646,4.2
43,0.8873912888667392,1.1229380008577312,0.9459593283841794,4.3
44,0.9183852535052902,1.0799363473689243,0.9718685630760798,4.4
45,0.9496863093852345,1.037977387334882,0.9965761728612212,4.5
46,0.9803426965230139,1.0016781531731744,1.0189728852153817,4.6000000000000005
47,1.0086933652030783,0.9731119911927383,1.0379444192772396,4.7
48,1.0327002486331127,0.952268872833295,1.0523294273875259,4.800000000000001
49,1.0508126681465817,0.9380618776835897,1.061300662119604,4.9
50,1.062844785882171,0.9293912125800831,1.0647119217440066,5.0
51,1.0698603993510092,0.9258089910357153,1.0630144002928208,5.1000000000000005
52,1.0727339516877579,0.9273367345423523,1.0568923345771004,5.2
53,1.0709151045418104,0.9337469871618687,1.04708043046956,5.300000000000001
54,1.063034964663349,0.9441541237216722,1.034537602047255,5.4
55,1.0486680745753916,0.9571796140528149,1.0206378926822195,5.5
56,1.0292893901346303,0.9713054553993093,1.006974632995781,5.6000000000000005
57,1.007748024112996,0.9852126423044778,0.9948363781535061,5.7
58,0.9870100295877541,0.9980201357276091,0.9848880663375326,5.800000000000001
59,0.9691043304380653,1.009216707743198,0.9773475362642471,5.9
60,0.9548687200716559,1.0184065012380616,0.9722976745801593,6.0
61,0.9444730037196679,1.0253079343754254,0.9697348883663706,6.1000000000000005
62,0.937934479343701,1.0299360865843634,0.9694876626076676,6.2
63,0.9350246747512455,1.0325259553128892,0.9711952681873072,6.300000000000001
64,0.9350550640353055,1.0332455969618093,0.9743363090679282,6.4
65,0.9372205947128598,1.0321502846909185,0.9783167542567758,6.5
66,0.9411501599741224,1.02939025479101,0.9826222163883821,6.6000000000000005
67,0.9470119307824815,1.025290149169596,0.9869263909300551,6.7
68,0.9552000747072944,1.0202321832245584,0.9910914630558609,6.800000000000001
69,0.965926513081246,1.014586902132723,0.9951073299998949,6.9
70,0.9788340735657806,1.0087805682173299,0.9989779029095722,7.0
71,0.9928073319623857,1.003349011618469,1.0025283591299243,7.1000000000000005
72,1.006263923843214,0.99883858775011,1.0053155529562126,7.2
73,1.0179141135208727,0.9955615333799919,1.0068808709511752,7.300000000000001
74,1.027297838207864,0.9933934368673548,1.0071766546230358,7.4
75,1.0344230013352667,0.9918859098361442,1.006704714041572,7.5
76,1.0389253919487775,0.990645150181998,1.0062270051044224,7.6000000000000005
77,1.0399816965300692,0.9895718836253836,1.0063395116775882,7.7
78,1.037189815853316,0.9887294908453835,1.0072110741110132,7.800000000000001
79,1.0311778128732516,0.9881196497325322,1.008573287525809,7.9
80,1.023108647384441,0.9876710595226779,1.0099128207397154,8.0
81,1.0138570598646817,0.9873510612194311,1.0107091223059594,8.1
82,1.0038728009519424,0.9871975538356847,1.010570042868781,8.200000000000001
83,0.9935965958012813,0.9872976572606492,1.0092705703976916,8.3
84,0.9836621651193234,0.987840064234357,1.006784409175383,8.4
85,0.9746155089373761,0.989211925851769,1.0033311400605311,8.5
86,0.9665350667024012,0.9919679791906947,0.9993694244582685,8.6
87,0.9590545842928632,0.9965168793094986,0.9954618558330868,8.700000000000001
88,0.9517766214027833,1.002634055462988,0.9920275443958123,8.8
89,0.944676101633933,1.0091828133082839,0.98918088139829,8.9
90,0.938212144348696,1.0144423327836627,0.9868249392367885,9.0
91,0.9331449205573409,1.017028576006018,0.9848249931758951,9.1
92,0.9300725382528215,1.0167432095421247,0.9830144857197393,9.200000000000001
93,0.9288719269923813,1.014530378792783,0.9811855188433877,9.3
94,0.9286019870900242,1.0115560177195213,0.9792624363822251,9.4
95,0.9281773581184544,1.0083894217077205,0.9774348274793792,9.5
96,0.9272209098071094,1.005013292903265,0.9759777073973256,9.600000000000001
97,0.926211087004802,1.00135803296404,0.9749455705886304,9.700000000000001
98,0.9257926225704375,0.9976889376479697,0.9741581923700324,9.8
99,0.9260405719281318,0.9946119477448582,0.973490998576007,9.9
100,0.9264323061149496,0.9928334488795992,0.9730604660163524,10.0
