,Ga-Ga,Ga-Si,Si-Si,r
84,0.9986798598016089,1.005017958365678,0.9583210723543666,8.4
85,0.9981351087963413,1.0071288473981082,0.9573634725287248,8.5
86,0.9972155553860075,1.0087144709842506,0.9599367497865776,8.6
87,0.9958498459836705,1.0093461468654856,0.9642044240573459,8.700000000000001
88,0.9945234023639,1.0088879094398973,0.967606314278452,8.8
89,0.9939462942065267,1.0076654485390248,0.9691387188669672,8.9
90,0.9944413229996738,1.0061707187609525,0.9696123036216558,9.0
91,0.9956325460172585,1.004568859303675,0.9700881711352581,9.1
92,0.9967319074223497,1.0026894355532137,0.9706932203345413,9.200000000000001
93,0.9971273509836961,1.000480159211006,0.971043116131011,9.3
94,0.9967566845132498,0.9983000589539249,0.971250922465221,9.4
95,0.9960546279300955,0.9967821442676058,0.9721404632027117,9.5
