,Li-Li,Li-C,C-C,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,5.805042053623435e-06,0.30000000000000004
4,0.0,0.0,0.0001750306561361061,0.4
5,0.0,8.482189210100664e-08,0.0014486781848402639,0.5
6,5.850979495946988e-07,9.187944343315086e-07,0.0080095535924539,0.6000000000000001
7,4.325003221963327e-06,7.168519612829226e-06,0.03474919930324694,0.7000000000000001
8,2.5611125368195503e-05,4.505746976879217e-05,0.12120960538334637,0.8
9,0.0001166648816191269,0.00023084119188919395,0.34180438128467566,0.9
10,0.0004345358542869357,0.0009931031678583296,0.7825052895500689,1.0
11,0.0013609720650032352,0.003669033013348036,1.4612117890038614,1.1
12,0.00367081491380192,0.011720113532821999,2.238187741735446,1.2000000000000002
13,0.008742936021016163,0.03242233192530703,2.8317070624602954,1.3
14,0.018766032775275422,0.07781483728487823,2.9855967953946756,1.4000000000000001
15,0.03682814582392509,0.16269045907427898,2.654881773233529,1.5
16,0.06663986518016489,0.2983494706135184,2.0257015522849113,1.6
17,0.11160708558602928,0.484382397517207,1.363326805609679,1.7000000000000002
18,0.17344054347423923,0.7040721180661313,0.8516019085009471,1.8
19,0.2512605047582935,0.9280258926764344,0.546133173981056,1.9000000000000001
20,0.34191599509254256,1.1249843718218488,0.4202577559786264,2.0
21,0.44090517600210954,1.273157321545736,0.4233481662885819,2.1
22,0.5430248014923161,1.3654061609119434,0.508477021767491,2.2
23,0.6428592089400418,1.4070300137324572,0.6341444438305691,2.3000000000000003
24,0.7353354914222333,1.4099882710764178,0.7600387739571779,2.4000000000000004
25,0.8161048309250554,1.38767573657824,0.8499985678347157,2.5
26,0.8820536528661695,1.3517947490383975,0.8822856547761745,2.6
27,0.932383003535415,1.3110129238754273,0.858025550083013,2.7
28,0.9692313957818197,1.2706975308716955,0.7989170447899482,2.8000000000000003
29,0.9960970137303856,1.2332599763143801,0.7347294973116086,2.9000000000000004
30,1.0147563154053758,1.1988815099829293,0.68960712690366,3.0
31,1.024328734960903,1.1664841746317745,0.6750658061660297,3.1
32,1.0242740366090934,1.1348396970976422,0.6906082660426608,3.2
33,1.017692524393904,1.1033630809710935,0.7284571404173448,3.3000000000000003
34,1.0104575605812607,1.072255472947677,0.7786430815902066,3.4000000000000004
35,1.007163226866967,1.0424192019021006,0.8322270086162187,3.5
36,1.0084211930014257,1.0153700444591451,0.8822731852069614,3.6
37,1.0116556588593344,0.9926995955704259,0.9237228087625097,3.7
38,1.0138072169536756,0.9751876866661716,0.9535815853812326,3.8000000000000003
39,1.0135847390607484,0.9624890976731842,0.971642856292774,3.9000000000000004
40,1.0120789565194952,0.9536870905742855,0.9806782055453981,4.0
41,1.0115218220452256,0.9478689216135978,0.9851961150988219,4.1000000000000005
42,1.013036941905265,0.9442528621857507,0.9893875414158235,4.2
43,1.0153672800665723,0.94229722487585,0.9957273031838126,4.3
44,1.0161823586347902,0.9419068759613454,1.0048352281064064,4.4
45,1.0148133550209588,0.943216108755175,1.0159856665820302,4.5
46,1.0131234351682765,0.9459918530237817,1.0276707434653993,4.6000000000000005
47,1.0132361018779166,0.949521959348057,1.038197595639354,4.7
48,1.0149859000671952,0.9532786563905097,1.0462641726355988,4.800000000000001
49,1.0163688108125133,0.9574329935913038,1.0512224971430786,4.9
50,1.0160881898997605,0.962550540205395,1.0529463076914483,5.0
51,1.0145794673792532,0.9688746735533164,1.0516238643795277,5.1000000000000005
52,1.0125009933299278,0.9758908363664206,1.0477193639749178,5.2
53,1.0093844761970632,0.9824894656824766,1.0420106091013177,5.300000000000001
54,1.0043114063429888,0.9877017965962052,1.0355347177623102,5.4
55,0.9973597821242519,0.9915419374167654,1.029326504359939,5.5
56,0.989924849112498,0.9951144624248377,1.0239983912754564,5.6000000000000005
57,0.9838647970244142,0.9996217231902456,1.019488183929468,5.7
58,0.9805647219236441,1.0051194395283185,1.0152805386745942,5.800000000000001
59,0.9805189441907405,1.0103513454258302,1.0109118743012122,5.9
60,0.9833375032856065,1.0138899061601543,1.0063270440171357,6.0
61,0.9879513057346859,1.015308173321532,1.0018847970271292,6.1000000000000005
62,0.9929037457538716,1.0151551368711236,0.998140954934367,6.2
63,0.9966538317814904,1.0140807100772202,0.9955672647724603,6.300000000000001
64,0.9979438876603887,1.0124004844569339,0.9943060117398499,6.4
65,0.9963239413708944,1.0104296958967123,0.9941135503288043,6.5
66,0.9924703362248516,1.0086786956217768,0.9945557992607558,6.6000000000000005
67,0.9877284011822242,1.0074285933830078,0.9952588943403687,6.7
68,0.9832621682344268,1.0064103817485417,0.9960091059547121,6.800000000000001
69,0.9798723332526479,1.0051552072403607,0.9966994132101176,6.9
70,0.978307434929002,1.0034943320596381,0.9972148470336839,7.0
71,0.9789693007983971,1.0015470666321116,0.9974047928828905,7.1000000000000005
72,0.9812878604502862,0.9994071378437326,0.9972777767605853,7.2
73,0.9840929914644407,0.9970712839640702,0.9971649650301139,7.300000000000001
74,0.986767661303841,0.9946597465118444,0.9974355825519106,7.4
75,0.9896589231567507,0.9925386733433712,0.9980309194822863,7.5
76,0.9933647777031264,0.9910927142129712,0.9985520330427259,7.6000000000000005
77,0.9979371008434776,0.99039581129407,0.9988470896768167,7.7
78,1.0026720922110712,0.990205761180394,0.9992437377840794,7.800000000000001
79,1.0064136731319493,0.9902782254190112,1.000071603962261,7.9
80,1.0082466087960291,0.9906100713541023,1.0011146335546892,8.0
81,1.008254847589275,0.9913737518414678,1.001701210823771,8.1
82,1.0075733424065942,0.9926232218442804,1.0012703170395378,8.200000000000001
83,1.0074402617055185,0.9940848835972762,0.999704102219741,8.3
84,1.0081298900245383,0.9953350188376677,0.997158635874025,8.4
85,1.008854803130205,0.9962021643598815,0.9937889416464515,8.5
86,1.0086512825375165,0.9969100399518419,0.9897248003035861,8.6
87,1.0072518918876165,0.9978214455756674,0.9852459619053042,8.700000000000001
88,1.0050892597519863,0.9991325842360963,0.9809198460825961,8.8
89,1.0025832393574194,1.0008404585253385,0.9774616414457896,8.9
90,0.9996978439063232,1.0029297078814665,0.9752423545460245,9.0
91,0.9962835409255961,1.0055097773082708,0.9738693524724258,9.1
92,0.9925377283463518,1.0087156851997625,0.9724142521250626,9.200000000000001
93,0.9889024551946608,1.0124527415675,0.9701434835998278,9.3
94,0.9857190403800821,1.016263353229182,0.9669886909612461,9.4
95,0.983153392382887,1.0195061528796843,0.9633855979272897,9.5
96,0.9812486112554191,1.0216988689603308,0.9598383327910041,9.600000000000001
97,0.9798611390411384,1.0227195395495159,0.9566576441216852,9.700000000000001
98,0.9786731335748139,1.0227823321595022,0.9539849912286996,9.8
99,0.9775278758428367,1.0223332887185592,0.9519671531889757,9.9
100,0.9767277448915074,1.021912870179271,0.9508489120826745,10.0
