,Sr-Sr,Sr-Li,Sr-Si,Li-Li,Li-Si,Si-Si,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,4.88522478436297e-07,0.0,0.0,0.6000000000000001
7,0.0,0.0,0.0,4.887796154072046e-06,0.0,0.0,0.7000000000000001
8,0.0,0.0,0.0,2.9895748076553327e-05,1.1688281954774686e-07,0.0,0.8
9,0.0,0.0,0.0,0.0001407397245066419,1.27985341665963e-06,0.0,0.9
10,0.0,0.0,0.0,0.0005383865642916085,9.924539936908384e-06,8.08078752428867e-07,1.0
11,0.0,0.0,0.0,0.0016980821849178732,6.069121059934959e-05,1.0656953432962659e-05,1.1
12,0.0,5.984400360844639e-07,0.0,0.004517866157944942,0.00030173757487012145,9.611486548407274e-05,1.2000000000000002
13,0.0,5.259326114215885e-06,0.0,0.010470227812898377,0.0012581801443064275,0.0005979949276360961,1.3
14,0.0,3.2870326313133356e-05,0.0,0.021954199247277578,0.004507086623869323,0.0028944089156411595,1.4000000000000001
15,0.0,0.00016159121903553148,2.5453498699244682e-06,0.04304100536355312,0.013962638355882085,0.011494292724114783,1.5
16,2.0779167919599438e-06,0.0006524652043831165,2.4260084270085554e-05,0.07994504358985992,0.03753654236926235,0.03807779549012644,1.6
17,1.4507223605202552e-05,0.0022278693375475597,0.00015520040342978958,0.1397153914693378,0.08785671171532686,0.10581732219364363,1.7000000000000002
18,8.12517287447637e-05,0.006589031108263961,0.0007635343307902046,0.2267928909502877,0.18002783762343197,0.24778140609884122,1.8
19,0.00035412106776166,0.01720118853168526,0.0030526727018848065,0.3398846649064459,0.3255504297444299,0.49172459954984044,1.9000000000000001
20,0.0012529936420123773,0.04005383160341991,0.0101620204854682,0.47198232854679517,0.5246109790468099,0.8336693310088635,2.0
21,0.003697232677653477,0.08349100037347937,0.028695548051238834,0.6127675814513969,0.7613727512965499,1.2203218619393599,2.1
22,0.009381710022870212,0.15588399984808882,0.0698874438038085,0.7504455252329153,1.0060734719271858,1.5628257957519536,2.2
23,0.021140422418145635,0.26118651074177524,0.14887099687220504,0.8729507573056393,1.224087321735255,1.778920759920081,2.3000000000000003
24,0.0433142265387957,0.3950832495744268,0.2805555790369801,0.9711506063077937,1.3877651581352382,1.8326135280853828,2.4000000000000004
25,0.08154682107243721,0.54544790566761,0.47207166788336896,1.0428352267823944,1.484839778395976,1.7435934206177361,2.5
26,0.14097012865913636,0.6973644644106228,0.7150567817850247,1.0923204655153447,1.5193080102707932,1.5668490532958093,2.6
27,0.22283285291482244,0.8385111528539893,0.9839226789825043,1.1248704695502358,1.505702073875265,1.3627607077680455,2.7
28,0.32187793049786556,0.9612028750332117,1.2438187958049403,1.142108983276875,1.4612492127335794,1.1757180370345177,2.8000000000000003
29,0.42782346251991316,1.0614913207615053,1.4635181626716265,1.1432834545868338,1.4002031144192824,1.027200459814491,2.9000000000000004
30,0.5313855466807895,1.1373565223439748,1.6234103225820484,1.1298105455724803,1.332024029842783,0.9201028376028781,3.0
31,0.6297255592843954,1.1871457922690858,1.715177401653143,1.1070284999046078,1.262454021295642,0.8476062404081063,3.1
32,0.7251099805311451,1.2096121117876901,1.7389101997436494,1.0811210927396409,1.195348485770571,0.8008664357280614,3.2
33,0.8182279904679793,1.2060171429494262,1.702521913999845,1.0554037466880783,1.1338096341961852,0.773096084015413,3.3000000000000003
34,0.9052638724775653,1.1818978975938221,1.6214114964251467,1.0304813419905932,1.080319530023943,0.7603503030523502,3.4000000000000004
35,0.9822464166969673,1.1458145008516019,1.5151174312126399,1.0069623579029325,1.0361049689707003,0.7603277379349327,3.5
36,1.0482821986751942,1.1061110662343656,1.4018970916438658,0.9863340824225696,1.000772710144397,0.7706879612857943,3.6
37,1.1013709181915718,1.068875640450316,1.2943261894191838,0.9692986785855062,0.9732217104361438,0.7881474317188548,3.7
38,1.1342316941148924,1.0379845333306312,1.1979232948864713,0.9546452130730527,0.9530431595714768,0.8088129397949753,3.8000000000000003
39,1.138806092072539,1.0153278830856889,1.113196595745705,0.9406583823064276,0.9406605170569913,0.8293479141124106,3.9000000000000004
40,1.1153035430126739,1.0003701144483097,1.039692456144324,0.927470099738024,0.9361326151490771,0.8481807519895876,4.0
41,1.0753524986701732,0.9907345529327685,0.9789656841308684,0.917324100944095,0.9382512459802462,0.8657277026144776,4.1000000000000005
42,1.035642966973529,0.9842395716626601,0.9344567577449544,0.9125193188782439,0.9448595905307301,0.8832157636893557,4.2
43,1.0074533350870654,0.9800596794422106,0.90902740995706,0.9136372116818958,0.9538144912488725,0.9011268977103994,4.3
44,0.9910607605694763,0.9782078022331749,0.9025491461576756,0.9195451610072762,0.9636211128176972,0.9187750140610391,4.4
45,0.9794135794224387,0.9792623842786728,0.9112845225730244,0.9281869358610058,0.97342553147062,0.935072670706404,4.5
46,0.9658259880139518,0.9845925480066504,0.9290067877965205,0.9373651726676892,0.9826201582290931,0.9493551752428367,4.6000000000000005
47,0.9482481779727387,0.9953151748205015,0.9488621954123606,0.9457413064993603,0.9906342890204991,0.9614959713212384,4.7
48,0.9294016762035282,1.0104987937769563,0.9654140796690914,0.9535120495882331,0.9971796248446758,0.9714984224632965,4.800000000000001
