,Li-Li,Li-Nb,Li-Si,Nb-Nb,Nb-Si,Si-Si,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
6,2.1146250562005265e-06,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
7,1.962231987605395e-05,0.0,0.0,0.0,0.0,0.0,0.7000000000000001
8,0.00011966712130685546,0.0,4.0475245216338225e-07,0.0,0.0,0.0,0.8
9,0.0005658697509516329,5.975584068848086e-07,3.3563876173292523e-06,0.0,0.0,2.390233627539235e-07,0.9
10,0.0021751172559731574,6.241802600544271e-06,2.468873579765084e-05,0.0,0.0,1.9850339895815317e-06,1.0
11,0.0069198549087127045,4.110881250292803e-05,0.0001397567170910642,3.827022262375838e-07,1.913511131187919e-07,1.3183446743005017e-05,1.1
12,0.018643560119923942,0.00021172507656901253,0.0006457361673615998,3.8770870309606144e-06,2.3702794644545814e-06,7.131834903992298e-05,1.2000000000000002
13,0.04351758151432622,0.0008867919490689407,0.00252437112964588,2.387517218939878e-05,2.3133038903980847e-05,0.0003407916661263194,1.3
14,0.09002521763647799,0.003106795468771011,0.008478024202667248,0.00011873807156888344,0.00015785539385868448,0.0014000879007843667,1.4000000000000001
15,0.16810768311730803,0.009305548811037996,0.024537793317068988,0.0004832582356386452,0.0008398307236191387,0.00509439435480987,1.5
16,0.2866897334369264,0.024186827398213002,0.06127621959472593,0.001666775579317943,0.0036644648009814115,0.016401359092114435,1.6
17,0.44921000835215535,0.05507592372231798,0.13249577502110674,0.005019327945153149,0.013426136186666039,0.04620905742126486,1.7000000000000002
18,0.649236173973301,0.11051992365086885,0.24992649462706845,0.013563222305808231,0.041745755234274526,0.11266830210872068,1.8
19,0.8695644368021255,0.19638975288278485,0.4157889743865891,0.03343593280834978,0.11078948954393275,0.23645067895851957,1.9000000000000001
20,1.0858313729391258,0.31116303948757457,0.618242479058397,0.07555493287415699,0.2523456339101386,0.42761792783759545,2.0
21,1.2728486488570425,0.4444015093005405,0.8333652498476483,0.15599487531457462,0.49639855959710694,0.6709280933319866,2.1
22,1.4117230548873376,0.5807259302891583,1.0325664446990235,0.29279988494433806,0.849748174390031,0.9234326551506241,2.2
23,1.4954028959709043,0.706472832185331,1.191336500703532,0.4979481954075051,1.2774986892636877,1.131198820147191,2.3000000000000003
24,1.5291449835949296,0.8138121494156452,1.2957020514686257,0.7665431935109772,1.7055551511630676,1.255176859166816,2.4000000000000004
25,1.5252968352670768,0.9002499917664516,1.3440503320885582,1.0698339880244074,2.048859991898363,1.2874597855009857,2.5
26,1.496988086678377,0.9657397485476211,1.3439547424652722,1.3600917183765089,2.247771108822971,1.2479859205987467,2.6
27,1.4547749396406155,1.0106798609441054,1.3069517884268063,1.5887297152609994,2.2880183453532297,1.1680052872388966,2.7
28,1.4056515924777446,1.0358964011928113,1.2451541990136603,1.7271537194173665,2.195379373442361,1.0743619401961444,2.8000000000000003
29,1.3531981025015487,1.043316990936798,1.1702329989944777,1.775326218118616,2.0154639688032203,0.9834368627765374,2.9000000000000004
30,1.2991332396558304,1.0360671826241685,1.092819415040815,1.7531807722056794,1.7937205499873183,0.9037793980620314,3.0
31,1.2450385020593984,1.0182004355718632,1.0216303441001051,1.684464940795617,1.5640394741042258,0.84087468991769,3.1
32,1.1924959095510483,0.9943377032186023,0.9628460013278335,1.5862149106973331,1.3469190782167042,0.7986702047438328,3.2
33,1.1425173289845012,0.9687805916557344,0.9196412189611175,1.468241002574549,1.1536210968876521,0.7781231304347598,3.3000000000000003
34,1.0959306363953436,0.944322887521442,0.891711479133641,1.337433553999265,0.9910625520183212,0.7765518147641233,3.4000000000000004
35,1.054040920974827,0.922062487871539,0.8755540420281798,1.2007370884374629,0.864051685871051,0.7892919082170473,3.5
36,1.0185637554878288,0.9028111568442524,0.8662535002538813,1.0657334286569675,0.7749708487053457,0.8115324907468033,3.6
37,0.9911485350954556,0.8886812161057185,0.8601592605665366,0.9407275132649917,0.7227187269729822,0.8391120282030999,3.7
38,0.9727073193497452,0.8827260633082946,0.856776711419584,0.8346235177099759,0.702538312602541,0.8690008853982991,3.8000000000000003
39,0.9624826751758633,0.8866624860560266,0.8584337228708993,0.7553001481998363,0.7072917265589513,0.8994848217643836,3.9000000000000004
40,0.9578886134886188,0.8993411826545537,0.8677860617931434,0.7068486511987637,0.7294741303362658,0.9296771179947726,4.0
41,0.9559289106524802,0.9179257346709927,0.885051849282025,0.6880516559835564,0.7625927513377522,0.9589663817962927,4.1000000000000005
42,0.9549120107587061,0.9402584365566222,0.9074587003143757,0.6935480103677812,0.8016455201507535,0.9870599252526813,4.2
43,0.9546963436364982,0.9655271912630297,0.9314309253557174,0.7168342833563714,0.8433723499636192,1.0140020511813626,4.3
44,0.9555185441759585,0.9928947644812792,0.95509274467209,0.7530557355311717,0.8862306796828586,1.039529942271915,4.4
45,0.956794551030596,1.020491992507025,0.978525586617611,0.7995504087096674,0.9294806191522879,1.0623670286273341,4.5
46,0.9571102250954233,1.046242107695858,1.0020217958538429,0.853675508365247,0.9717983658989799,1.0805997345980634,4.6000000000000005
47,0.9554040495463202,1.0690896154123777,1.0245007707671754,0.9105861796743574,1.0106475035765645,1.0930618051473984,4.7
48,0.9518628081924857,1.0888585289700718,1.0435152904970417,0.9641076003101244,1.0428919742159113,1.1001571828689543,4.800000000000001
49,0.9474354700096486,1.1052484931718998,1.0566027067840236,1.0095416718208188,1.06616819913589,1.1030875723682818,4.9
50,0.942840016661553,1.1174230112095396,1.0627415338237625,1.0446593700653675,1.0800009179779197,1.1025762610957583,5.0
51,0.9383070713477488,1.124499141263823,1.0627936352647305,1.0681811367490437,1.0856514848337973,1.098640550982496,5.1000000000000005
52,0.9338832182792662,1.1261702083434226,1.0587994184120118,1.0783816518444087,1.084827254419407,1.0911298877743512,5.2
53,0.9295338185646582,1.122848501269922,1.0528552907492115,1.0738390420467525,1.078684857644745,1.0799185080642686,5.300000000000001
54,0.9250420521782637,1.115396730297844,1.0463391184276447,1.0555524171776183,1.0680536514373984,1.0647125635467667,5.4
55,0.9201641861711194,1.1049208493827318,1.039727834427412,1.0279476424627831,1.0541001063140587,1.0452258101291219,5.5
56,0.9149758749150565,1.0927698976875104,1.0329279745572513,0.9972679911069408,1.0383074759708117,1.0218982333731983,5.6000000000000005
57,0.9099279360580967,1.0804283457010617,1.025892875971235,0.9687534602637572,1.021913403972557,0.9965351298381085,5.7
58,0.9055507167433752,1.0691943743554735,1.0189474579058129,0.9451728321747329,1.0057207715641947,0.9721940904509001,5.800000000000001
