,Li-Li,Li-Cu,Li-Si,Cu-Cu,Cu-Si,Si-Si,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.0,0.0,0.0,0.4
5,5.556695865963828e-07,0.0,0.0,0.0,0.0,0.0,0.5
6,4.7413751521825344e-06,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
7,2.9308430397435e-05,1.3912320019968696e-07,0.0,0.0,0.0,0.0,0.7000000000000001
8,0.0001406013416460798,2.4967884762252134e-06,1.222762501755061e-07,0.0,0.0,0.0,0.8
9,0.0005494475273049366,1.9413435001732255e-05,2.3137360527676557e-06,0.0,0.0,0.0,0.9
10,0.0018001307686991979,0.00011247603485102374,1.8671422460415813e-05,0.0,4.444213339712221e-06,3.864533338880193e-07,1.0
11,0.0050481820684715965,0.0005207065891222304,0.00010681267832865948,9.71164721615543e-06,5.013742846990303e-05,6.335282266507661e-06,1.1
12,0.01235525852764147,0.0019953842171477718,0.0004958176522862607,8.837007089295056e-05,0.0003411683445928946,6.42837046875167e-05,1.2000000000000002
13,0.026823469533925445,0.006479508174670362,0.0019049936230173972,0.0005374271933340578,0.0017497366171444746,0.00039929700172727453,1.3
14,0.05238543423787379,0.01811801234348004,0.0062031783489327735,0.00252422673700938,0.0072136319148499535,0.001938470133051139,1.4000000000000001
15,0.09320715142420485,0.044228843103119274,0.017494036480998766,0.00957077809557465,0.024541450799662322,0.007666863190401876,1.5
16,0.15294262405489872,0.09525170941846958,0.04345905720554141,0.029864858610944064,0.06985951831762043,0.025091158286576223,1.6
17,0.2340907026401698,0.18250135980693655,0.09612573297576088,0.07794961521601664,0.16820912983250005,0.06866045138501434,1.7000000000000002
18,0.33737688556071926,0.31342423546772663,0.19016254820135065,0.17280759116270847,0.3461310211930541,0.1586516890246703,1.8
19,0.4606567541349121,0.4862286020973844,0.33694684364255545,0.33023612314177325,0.6150522090618291,0.3131512702982011,1.9000000000000001
20,0.5974677447748861,0.6874333008990914,0.5360344699610656,0.5514696365270859,0.9543048382333312,0.5347080108722899,2.0
21,0.7368422557223231,0.8946698112541229,0.7700974579170933,0.8145581142528007,1.3088677482639726,0.8001950167882166,2.1
22,0.8660179159595712,1.0832892858318754,1.0084333378594805,1.076298303441477,1.6087102557191366,1.0633660908440357,2.2
23,0.974859286763714,1.232917793779099,1.2173882333736947,1.2872601863782007,1.7985480081756058,1.2715166163922407,2.3000000000000003
24,1.0586083805180275,1.3315614829607403,1.3713463276447113,1.41259439947603,1.8581790385698245,1.3866397723269248,2.4000000000000004
25,1.1172500343812457,1.3772950490781415,1.4592746162373622,1.445402098135709,1.8030147763659155,1.398397987758968,2.5
26,1.1529084859642322,1.377580554124591,1.4848859554233318,1.4048355814761562,1.6699635652639784,1.3239144691605633,2.6
27,1.1679128755574588,1.3456608680419335,1.4612530538087047,1.3224466038893752,1.5003906309533375,1.1978091675396394,2.7
28,1.1648799506083274,1.2949799685666283,1.4040738973025013,1.2266552149737466,1.3282944381447468,1.0581546859698485,2.8000000000000003
29,1.1476976216656052,1.2349876445081358,1.3280294834638195,1.1343112693988584,1.175579621030272,0.9340384949728643,2.9000000000000004
30,1.1212677274066682,1.1711300391466224,1.245894490092987,1.0518693568288227,1.0525294856364018,0.8397072035619061,3.0
31,1.0899011885710457,1.1075191154825648,1.1671793120816893,0.9812030882350149,0.9607339320505746,0.7764391116445044,3.1
32,1.0564643738071493,1.0483258853567332,1.0966003172309922,0.9236074827229018,0.8966369713445046,0.7388299642794409,3.2
33,1.0232501329243058,0.997080884116228,1.0352849038665668,0.8806320082603201,0.8549659047456929,0.7207155949655314,3.3000000000000003
34,0.9930929063439753,0.9560950012092757,0.9841361705312118,0.8538602015501777,0.8311871758300216,0.7175962483658423,3.4000000000000004
35,0.9689446300155451,0.926804268729855,0.9454207766453241,0.84432500346058,0.822013144282526,0.7258286524487573,3.5
36,0.952250559747629,0.9097627175606978,0.9211580622061094,0.850953680675608,0.8246102939791399,0.7417874516545391,3.6
37,0.9421687526169559,0.904036769383974,0.9110307667879317,0.8694175412926153,0.8363417669432015,0.7631552261379387,3.7
38,0.936780114061581,0.9071340739982806,0.9122792585030204,0.8935916032398132,0.8554109464719626,0.7900621607581002,3.8000000000000003
39,0.9348770019927782,0.9160025262654478,0.9210740346445353,0.9185342243799464,0.8809213081789828,0.8234691607757569,3.9000000000000004
40,0.9363503922052889,0.9283255296222177,0.9338966762312595,0.9417868506995132,0.9118336579600743,0.8624531355513334,4.0
41,0.9412427761618679,0.9429681281282247,0.9483754644134075,0.9621479847298859,0.9461724882889168,0.9038140843441962,4.1000000000000005
42,0.9489712447322453,0.9592979002165472,0.9635023279327807,0.9783733945955058,0.9813816713631192,0.9440030799488013,4.2
43,0.9584548395862753,0.9763437449059801,0.9792703705490259,0.9895572834711622,1.014924599929546,0.9807339253746362,4.3
44,0.9686444436407391,0.9927364989416269,0.9958107820751638,0.9961570048254658,1.044265788245671,1.012903562368808,4.4
45,0.9788571237329207,1.0072507877242287,1.0122139760871,1.0000241821134583,1.066572420969189,1.0392733900928897,4.5
46,0.9887322750060249,1.0192078790514247,1.0260465531339527,1.0029886058877053,1.079026857609563,1.0575274667555783,4.6000000000000005
47,0.9979105760735376,1.0284526713968754,1.0345618774756906,1.005245451261454,1.0801262872408277,1.0654679755696987,4.7
48,1.0057752590786957,1.0350960381092953,1.036783428974198,1.0053541804820945,1.0710741245242739,1.0634629090017176,4.800000000000001
49,1.0115506345543273,1.0392315775884533,1.0343091843064938,1.0018305190041557,1.055546117533197,1.0548704697278946,4.9
50,1.0146716754223546,1.0407323761862608,1.0300287342083803,0.9944557463115565,1.037499853100201,1.0436616987600362,5.0
51,1.01508892755404,1.0393170228508817,1.026141397434255,0.9843534859322277,1.0193575922155493,1.0322264186245176,5.1000000000000005
52,1.01334071480699,1.0349804719518452,1.023217484370661,0.9735801502439603,1.0024530556707592,1.021359968142994,5.2
53,1.01029193318356,1.0284948791722734,1.0205831584402676,0.9645756836996178,0.9883629411870603,1.0110651708920204,5.300000000000001
54,1.00660314607497,1.0213720657458596,1.0172447243694507,0.9590905849365425,0.9788864518863458,1.000715291848125,5.4
55,1.0024635957831378,1.015124721070934,1.0127168604494434,0.9569008708812119,0.9748012722122705,0.9893195232749167,5.5
56,0.9979523271651201,1.0104628158228421,1.0074161544204332,0.9555143893477234,0.9750939757184347,0.9766826701125743,5.6000000000000005
57,0.9934956432507468,1.007144742714034,1.0024070843326023,0.9516463621951652,0.9775572266236913,0.9643415402604213,5.7
58,0.98970443275105,1.004451868091449,0.9987681964117774,0.9438336834492175,0.9800965305447773,0.954728828743605,5.800000000000001
