,Si-Si,Si-B,B-B,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,9.661746004012527e-06,0.5
6,0.0,0.0,0.00013605712857846515,0.6000000000000001
7,0.0,8.373513203477526e-07,0.0010106910550332635,0.7000000000000001
8,0.0,1.1102525201719286e-05,0.0053795713511532745,0.8
9,0.0,8.853402239544623e-05,0.02280274222240632,0.9
10,7.753252966182891e-07,0.0005240409853779273,0.07894850823665207,1.0
11,9.404879912437106e-06,0.0024500131827336967,0.22534754264135007,1.1
12,7.318950930867585e-05,0.00946287373791904,0.5339069956001999,1.2000000000000002
13,0.00042216685742487537,0.030750282409585668,1.0576797651329866,1.3
14,0.0019356784670546334,0.08463170312615632,1.76724791015174,1.4000000000000001
15,0.00735792248455782,0.19809239180115967,2.5171788814002873,1.5
16,0.023566540052505813,0.3959652661467865,3.096215382572959,1.6
17,0.06406153274449086,0.6798938842323844,3.34039025980377,1.7000000000000002
18,0.14855036710510136,1.0113380097317404,3.219176354872246,1.8
19,0.2955362546941955,1.3184189490849891,2.8302162692942185,1.9000000000000001
20,0.508347146009877,1.5287379336369156,2.325029332390784,2.0
21,0.763966492750574,1.605006962119803,1.8338091476526874,2.1
22,1.0166240919078133,1.5575551911108092,1.4317496869604143,2.2
23,1.2169967461542197,1.4295455434317446,1.1436098262174468,2.3000000000000003
24,1.3335936062281584,1.2711362137538489,0.9633566134096531,2.4000000000000004
25,1.3622857811041396,1.120610195825022,0.8716627598805555,2.5
26,1.32167839506067,0.9990893315752725,0.8461862218800361,2.6
27,1.2412375107141798,0.9140218472462407,0.8664734228398746,2.7
28,1.1493789366858604,0.86406405513376,0.9156145216832319,2.8000000000000003
29,1.0656779738734956,0.8428627546424249,0.9793320766474308,2.9000000000000004
30,0.9988904266743768,0.8426817345729841,1.0437951541965977,3.0
31,0.949928462831851,0.8570634656232274,1.0951303145106486,3.1
32,0.9166200190678286,0.8807012396641772,1.1222371160194538,3.2
33,0.8969805918397766,0.9079062138605934,1.1209223872850471,3.3000000000000003
34,0.889793957804094,0.9328231702114863,1.0955894556176133,3.4000000000000004
35,0.8934889762855867,0.9514862242633654,1.0566654470135264,3.5
36,0.9051933674416112,0.9628468662820067,1.015453004809676,3.6
37,0.9209347152477779,0.9678906787674448,0.9798798012585814,3.7
38,0.9364310208777719,0.9685184880815223,0.9533693794232642,3.8000000000000003
39,0.9480797744767923,0.9669673642687013,0.9360994308383437,3.9000000000000004
40,0.9543394364397016,0.9652162079345372,0.9266400848415366,4.0
41,0.9566682816895387,0.9644893590933774,0.9229000372593804,4.1000000000000005
42,0.9584021463358426,0.965448607803761,0.9227353493042724,4.2
43,0.9619657744267004,0.96866007556595,0.9246805025319256,4.3
44,0.967175971513232,0.9744667117944428,0.9283243294407032,4.4
45,0.9723628921222444,0.9823468115774733,0.9337353078218723,4.5
46,0.976617546561089,0.9908207212999487,0.9403822744377092,4.6000000000000005
47,0.9803986010359854,0.9984612876599801,0.9466251443172665,4.7
48,0.9843066110900345,1.0049940509472013,0.950322276881437,4.800000000000001
49,0.9882674055606853,1.0111282133473032,0.9501671036472953,4.9
50,0.9920908231877757,1.0174110018971958,0.9465637960116232,5.0
51,0.9958898407118637,1.0234907360517924,0.9412225913237118,5.1000000000000005
52,0.9996750584702189,1.0282431701922023,0.935882487540849,5.2
53,1.0031488240142452,1.030408050171298,0.931254126731581,5.300000000000001
54,1.0059484068142954,1.0294320654276155,0.9269530274536587,5.4
55,1.0075846341743382,1.0260025365609282,0.9224696027404471,5.5
56,1.0072034249738813,1.021715177951947,0.9182530943215573,5.6000000000000005
57,1.0040540122096309,1.0181176757501487,0.9155746717179957,5.7
58,0.9984554608684091,1.016010532701621,0.915158203159325,5.800000000000001
59,0.9920459580791539,1.0155030759852266,0.9163171545271325,5.9
60,0.9869840539585198,1.016423706153375,0.9177702296162973,6.0
61,0.9849307381140663,1.0184290468776511,0.9190010294978972,6.1000000000000005
62,0.9863745181001294,1.0208321918590737,0.9204899017313924,6.2
63,0.9902227643641928,1.0227865065104216,0.9228084842862337,6.300000000000001
64,0.9940265833561062,1.023872512251402,0.9257909738530744,6.4
65,0.9953529950148294,1.024357455601501,0.9286243491775574,6.5
66,0.993486144039618,1.0247612389896978,0.930533320658464,6.6000000000000005
67,0.9897508987215499,1.0251725821173294,0.9312715891684684,6.7
68,0.9862035658610349,1.0249837491867801,0.9310784143972747,6.800000000000001
69,0.9840875249923712,1.0233569442661445,0.9303375173247294,6.9
70,0.9834115663609647,1.0200659882964196,0.9293939370771536,7.0
71,0.9837288896173065,1.0159429519311527,0.9286881541841588,7.1000000000000005
72,0.984902961585326,1.0124450598222636,0.9287728505796852,7.2
73,0.9867377876482444,1.0107217114662155,0.9298536753828409,7.300000000000001
74,0.9881725512241659,1.010960865617324,0.931382453988908,7.4
75,0.9877295483278932,1.012401914516953,0.9324709676726367,7.5
76,0.9850748307956774,1.0138560573991142,0.9327616781120268,7.6000000000000005
77,0.981608497125988,1.0143549705404973,0.932630963306436,7.7
78,0.9792103769732162,1.0135512878054442,0.9325648109867153,7.800000000000001
79,0.9786813901072423,1.0117225471742297,0.9326899492662616,7.9
80,0.9795327689640656,1.0095141239601064,0.9329617748635054,8.0
81,0.9808859118427223,1.0076618706116764,0.9334289158594002,8.1
82,0.9821138075128186,1.0067277537799815,0.9341133466196092,8.200000000000001
83,0.9826926026684335,1.0067056921317994,0.9348671119678978,8.3
84,0.9820622945715868,1.0067612699255033,0.9355351277704217,8.4
85,0.9800882911553023,1.005708319876555,0.9362210629025871,8.5
86,0.9775364812739151,1.0030975846713466,0.9372082952821101,8.6
87,0.9757290950244154,0.9998150591955938,0.9385573220795412,8.700000000000001
88,0.9754816629686895,0.9973568391755611,0.9399369846386363,8.8
89,0.9763856681176714,0.9964020657975416,0.9409804520954632,8.9
90,0.9773150922396131,0.9961892572481832,0.9417423959034015,9.0
91,0.9776518710065272,0.9954270162057233,0.9426995853636932,9.1
92,0.9778620944912392,0.9937289109021491,0.9442717513749701,9.200000000000001
93,0.9788963659406975,0.9919433932403102,0.9463270848760756,9.3
94,0.9811659813490112,0.9911728119470445,0.9481318094702685,9.4
95,0.9840606201717849,0.9918827538901418,0.9488489979825235,9.5
96,0.9864100779133175,0.9939846041254049,0.9481391949179503,9.600000000000001
97,0.9874956028690836,0.9971988933414235,0.9463242036612155,9.700000000000001
98,0.9875695661655699,1.0009866986582856,0.9441146918847559,9.8
99,0.9873425553871126,1.0044179765409855,0.9422356111552483,9.9
100,0.9872172285208581,1.0064611335813118,0.9411835771938966,10.0
