,Li-Li,Li-Nb,Nb-Nb,r
83,0.9699377829652712,1.0859307297029217,0.8217252690052367,8.3
84,0.9699155872590839,1.084406948404435,0.8114177449098285,8.4
85,0.9688680624121755,1.082280429667873,0.8046616160793227,8.5
86,0.9676049798195276,1.0795922681123624,0.802757782888374,8.6
87,0.9668151350709724,1.0765274172160868,0.8046977780579584,8.700000000000001
88,0.9664174421848466,1.0733682323428093,0.8081433579697621,8.8
89,0.965847546598284,1.0703643902928253,0.8112519485288705,8.9
90,0.9648509930003809,1.0676644092684213,0.8135539796486583,9.0
91,0.963813135099396,1.0653600558336644,0.8155686190429908,9.1
92,0.9633099739918192,1.0635227805002947,0.8181121368279308,9.200000000000001
93,0.9634900253727934,1.0621400063091515,0.8219061787156209,9.3
94,0.9640445050099256,1.0610476655970773,0.8273498036726612,9.4
