,Li-Li,Li-F,F-F,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,1.948804194209893e-07,0.0,0.4
5,1.6605195500960038e-07,5.754182750397551e-06,0.0,0.5
6,1.3691496652011492e-06,6.790393824899952e-05,0.0,0.6000000000000001
7,7.865047932688363e-06,0.00047473587752881817,0.0,0.7000000000000001
8,3.6676887626151e-05,0.002480886785867222,0.0,0.8
9,0.00013939092933698777,0.010430970938671087,0.0,0.9
10,0.00044691307863084425,0.03618636690246236,0.0,1.0
11,0.001252977659914263,0.10463437974431358,6.218898702852623e-07,1.1
12,0.0031593571394268,0.25421537727490356,7.142137200524224e-06,1.2000000000000002
13,0.007287350563170165,0.5233696701061052,4.7341298728300424e-05,1.3
14,0.015491333193411054,0.9219858079747254,0.00024260125029667307,1.4000000000000001
15,0.030472066353338337,1.4056250475375565,0.0010071086987571169,1.5
16,0.05579095215659915,1.8790533991603084,0.0034638830947995034,1.6
17,0.09561852030926872,2.235931091270517,0.010090895556957306,1.7000000000000002
18,0.15372388346108912,2.408973136435135,0.025298945684362924,1.8
19,0.23166511256153077,2.395295961812512,0.055291748310499954,1.9000000000000001
20,0.3274811861463665,2.244155779772409,0.10641314947979116,2.0
21,0.4362974689980061,2.0230961602498128,0.182036806853666,2.1
22,0.5522419381210697,1.788219983276529,0.28006684874002735,2.2
23,0.6696796202165947,1.5726701816183388,0.3939235353092326,2.3000000000000003
24,0.7830601041864017,1.3900776385590998,0.5163548266629112,2.4000000000000004
25,0.8866483760488664,1.2424168239011446,0.6414946485315778,2.5
26,0.9752697822068456,1.126077327209791,0.7632185204621416,2.6
27,1.0456273674133574,1.035807325502626,0.873864233993623,2.7
28,1.097222044798457,0.9671926898565194,0.9668373078107722,2.8000000000000003
29,1.132193182864699,0.9173291399133272,1.0404831950676048,2.9000000000000004
30,1.1538278787296872,0.8838340645329862,1.098360190168375,3.0
31,1.1647207597030227,0.8634504170096221,1.1452290775896312,3.1
32,1.1664812317772173,0.8519436242637691,1.1828039922096771,3.2
33,1.1608764715819049,0.8457645439051061,1.2090620804603314,3.3000000000000003
34,1.1500671818546366,0.8436584146275121,1.2205715473316645,3.4000000000000004
35,1.1352831553454188,0.8463319383517415,1.2152524865544192,3.5
36,1.1163629088293168,0.8547831444976595,1.1942075305221402,3.6
37,1.0933381112484433,0.8691971781723055,1.1620771974161426,3.7
38,1.067754704711288,0.8888694177749618,1.1256195347450977,3.8000000000000003
39,1.0419143489297582,0.912220728747046,1.0912662887650588,3.9000000000000004
40,1.0175779168040227,0.9366499571694381,1.0627193547943987,4.0
41,0.9959378707437103,0.9590975707255789,1.0396434838660464,4.1000000000000005
42,0.9781063114360413,0.9774131209775306,1.0186912834737347,4.2
43,0.9648335412136428,0.991123926609776,0.9969319657722417,4.3
44,0.9559831184676612,1.0008698803388323,0.974945118897837,4.4
45,0.9507833571577833,1.0074961266163613,0.9561235798610002,4.5
46,0.9486803995019979,1.0117020025838628,0.9426676134751534,4.6000000000000005
47,0.9497216646406362,1.0139438518183517,0.9332361833170877,4.7
48,0.9539630324800248,1.0143740413718267,0.9252951829066646,4.800000000000001
49,0.9605822402691455,1.013245080589952,0.9188303660847927,4.9
50,0.967865748347421,1.0114338345619964,0.9165405970300566,5.0
51,0.9742202917319231,1.0100540796906683,0.9209063556942296,5.1000000000000005
52,0.9790817125925222,1.0094045968906622,0.9319189981186214,5.2
53,0.9827691308798581,1.008724977140426,0.9469996307264457,5.300000000000001
54,0.9857531145214251,1.0070237586810946,0.9621083996500397,5.4
55,0.9883633596837389,1.0037777852258056,0.9734617051328768,5.5
56,0.9909008978137055,0.9990256855503382,0.9793460835896197,5.6000000000000005
57,0.9934937279551888,0.9934509574056942,0.9806716520096764,5.7
58,0.9958946857954224,0.9883841518128372,0.9797890249721145,5.800000000000001
59,0.9977895662462593,0.9851033175901824,0.9788944450418564,5.9
60,0.9992280871283993,0.9839145599524529,0.9792403680435635,6.0
61,1.0004279426880183,0.9841303621117375,0.9810727014018785,6.1000000000000005
62,1.0013175822428755,0.9848396264209377,0.9838914540882997,6.2
63,1.0015789573135405,0.9853949599490491,0.9868979036964548,6.300000000000001
64,1.0010653073220606,0.9853855750981497,0.9893528784699573,6.4
65,0.9999883895702906,0.9846493496238276,0.9905757442996023,6.5
66,0.9987066311850851,0.9833812254192857,0.9899393459526642,6.6000000000000005
67,0.9973547443438268,0.9820228820459193,0.987372525491347,6.7
68,0.9957522187690752,0.9809915852082881,0.9837716455419552,6.800000000000001
69,0.9938214996156929,0.9804629545859896,0.9803183391596242,6.9
70,0.9920328245095863,0.9803702009251671,0.9772987577340202,7.0
71,0.9911482044686344,0.9806927014731796,0.9740733049542383,7.1000000000000005
72,0.9914374321567115,0.981719047927028,0.9701129546167725,7.2
73,0.9923407555378512,0.9838373340126609,0.9656347425950543,7.300000000000001
74,0.99296395725354,0.9870711414196001,0.9615022630354303,7.4
75,0.9927827972674731,0.9909497985389317,0.9589099095977864,7.5
76,0.9918843131902659,0.9948051960232488,0.9588838192681052,7.6000000000000005
77,0.9906873498201675,0.9980723162531489,0.9615590138074994,7.7
78,0.9895302578722226,1.0003940825827071,0.9657823186916126,7.800000000000001
79,0.9885181223461698,1.0016335336401971,0.9695964887252095,7.9
80,0.987724958355643,1.001884056907412,0.9714571553555198,8.0
81,0.9874322403569802,1.0013986742854901,0.9713279133298859,8.1
82,0.9880444707115132,1.0003793993152803,0.9706407469296898,8.200000000000001
83,0.9897420579930343,0.9988099676862147,0.9709766302077384,8.3
84,0.9922501110186264,0.996570033947476,0.9728136633537162,8.4
85,0.9948716318115804,0.993697155777506,0.9755565532219249,8.5
86,0.9967315306174225,0.9904806309072512,0.978381648142214,8.6
87,0.9971890684569773,0.9873903011996771,0.9808975816811958,8.700000000000001
88,0.9962590926539319,0.9849984115788468,0.9833091971190642,8.8
89,0.994703065211862,0.9838314632369078,0.9861757207816148,8.9
90,0.9935917673764723,0.9840734872617612,0.9898261502605235,9.0
91,0.9935915166775268,0.9853742735947748,0.9938295323293473,9.1
92,0.9945671560626826,0.9870687338784934,0.9971636111760341,9.200000000000001
93,0.9958150041254311,0.9886401808892535,0.9990584769608524,9.3
94,0.9966012867466452,0.9899979795010949,0.999534969578342,9.4
95,0.9965538642091474,0.9913935516123487,0.9989241059557413,9.5
96,0.9958188746863509,0.9931350825283884,0.9970358648468769,9.600000000000001
97,0.9950020202061889,0.9952887678085769,0.9932779513851996,9.700000000000001
98,0.9947824180778785,0.9975427462887155,0.9878062758505199,9.8
99,0.9953008324049686,0.9993727216518884,0.9821897239518224,9.9
100,0.995936174717955,1.0003686811847585,0.9786366006895824,10.0
