,Li-Li,Li-Pd,Pd-Pd,r
83,0.9786824170182165,0.9989154872389018,0.9977572131030048,8.3
84,0.9816078493045893,0.9977261285998247,0.9958699299105787,8.4
85,0.9847593641685014,0.9980041236069478,0.9944065701355986,8.5
86,0.9873545118077508,0.9993242362770591,0.9929637908253757,8.6
87,0.9886860292182484,1.001156594433002,0.9910750553329453,8.700000000000001
88,0.9887518406194769,1.0028768681954188,0.9883642092807794,8.8
89,0.9883464297640044,1.0038336825948102,0.9849101750652539,8.9
90,0.9883221686172886,1.0036018143077152,0.9815673622284296,9.0
91,0.9889232575221643,1.0023313607243431,0.9796233353352991,9.1
92,0.9898111584021191,1.0007861110695389,0.9798686249859768,9.200000000000001
93,0.9903638171403053,0.9998580510847371,0.9820171757248563,9.3
94,0.9899208190242224,1.0000055926692013,0.9850853557350704,9.4
