,Si-Si,Si-Hg,Hg-Hg,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.6000000000000001
7,0.0,0.0,0.0,0.7000000000000001
8,0.0,0.0,0.0,0.8
9,0.0,0.0,0.0,0.9
10,4.301154094515994e-07,0.0,0.0,1.0
11,7.6025255859091785e-06,8.272104827600999e-08,0.0,1.1
12,6.887155105793951e-05,1.5845894382193418e-06,0.0,1.2000000000000002
13,0.00042629420847371986,1.605541392230671e-05,0.0,1.3
14,0.0020520123047191112,0.00010597491147197392,3.7019378216082156e-07,1.4000000000000001
15,0.008084779860680541,0.0005400043075673138,6.4784005053991695e-06,1.5
16,0.0265388890751732,0.002246081302986193,5.400478694858378e-05,1.6
17,0.07326000641779336,0.007796114515666932,0.00031716115150204647,1.7000000000000002
18,0.1714867952744506,0.02286851029810874,0.0014685554601643225,1.8
19,0.343508908655046,0.057267331055514605,0.005581926554702173,1.9000000000000001
20,0.5950828903538095,0.12370603684045442,0.017718712478338425,2.0
21,0.9023823652915375,0.23305688394030363,0.047512710830909126,2.1
22,1.2137981812064726,0.3873612899639066,0.10879576139132824,2.2
23,1.4689802890246826,0.5748261025488521,0.21515272062097945,2.3000000000000003
24,1.623905810998843,0.7710078439165148,0.37198386187251936,2.4000000000000004
25,1.6667223689106179,0.9467304604119787,0.5696441420497407,2.5
26,1.616681043768917,1.0788334534615367,0.7832208154951377,2.6
27,1.5099259201661654,1.1580509404472936,0.9802881296457788,2.7
28,1.3826729901644603,1.1898841668928042,1.1325017510223527,2.8000000000000003
29,1.2606289410269336,1.1885876169683933,1.225062952895609,2.9000000000000004
30,1.1569277216864364,1.1690016557013383,1.2599851588518822,3.0
31,1.0754760545527682,1.1417425381028432,1.252178202852934,3.1
32,1.0153748619401883,1.1130229225000507,1.2207215771794098,3.2
33,0.9739555725020593,1.08623913940991,1.1809009377738664,3.3000000000000003
34,0.9480103624525623,1.0628984568363762,1.1416904039050306,3.4000000000000004
35,0.9338683794133632,1.0431905798663532,1.1075302341214806,3.5
36,0.9275785729378776,1.026856325422973,1.0795504564247975,3.6
37,0.9259285381197371,1.013705824762703,1.0555007779365662,3.7
38,0.9274400592546821,1.0034388222619415,1.0318631946678773,3.8000000000000003
39,0.9320691876801992,0.9955156266850586,1.0078819850951566,3.9000000000000004
40,0.9398528901918305,0.989506701237098,0.9865706453817407,4.0
41,0.9501028195985453,0.9854068210542265,0.971632398346721,4.1000000000000005
42,0.9616795284570219,0.9834295102557418,0.9644901050572492,4.2
43,0.9733475596642926,0.9836342682739474,0.963478406893572,4.3
44,0.9837026953592314,0.9858696252606315,0.9642990895508623,4.4
45,0.9913649584420418,0.9899175135659994,0.9619219308925098,4.5
46,0.9956274085229745,0.9954558405746153,0.9537471328984124,4.6000000000000005
47,0.9966789021689543,1.0019761933442999,0.9412951278698161,4.7
48,0.9951520254219571,1.0089267703184612,0.928429830471988,4.800000000000001
49,0.9917156080869487,1.0159092854540739,0.918126020459772,4.9
50,0.9870560684302393,1.0226548844474743,0.9110496305704441,5.0
51,0.9819331699851415,1.0289203844012789,0.9065477276235582,5.1000000000000005
52,0.9771250464533483,1.0345084657052483,0.9039274493666698,5.2
53,0.9733468010917272,1.03931343024627,0.9029074200698571,5.300000000000001
54,0.9711559079760074,1.0432995589889271,0.9039826556296542,5.4
55,0.9707198773902469,1.0464597059615155,0.9087222936455441,5.5
56,0.9715295358897141,1.0487228999171156,0.9186266103394162,5.6000000000000005
57,0.9725853981949351,1.0498509488588454,0.93294646792489,5.7
58,0.9731880116594365,1.0495460240301855,0.9481095022165291,5.800000000000001
59,0.9734178276034231,1.0477679156776207,0.9597851223714605,5.9
60,0.9736084884215042,1.0449543229719547,0.9655296641669923,6.0
61,0.9737269710190369,1.0419063802100483,0.9659066455798532,6.1000000000000005
62,0.9736321568075174,1.0393330321952339,0.9638002234515508,6.2
63,0.9734908497215111,1.037298738872797,0.9626076472003866,6.300000000000001
64,0.9734963962307926,1.03513194041638,0.964360688570904,6.4
65,0.973546709053466,1.0321190197497232,0.9690205505570841,6.5
66,0.9736104058715633,1.0283550553619143,0.9751415240198167,6.6000000000000005
67,0.9740629988313791,1.0247386594337535,0.9808775954411408,6.7
68,0.9752028624562723,1.0220858202561889,0.9845174537400263,6.800000000000001
69,0.9766506036852606,1.0204351196861736,0.9847275304543458,6.9
70,0.977689018248108,1.019299388569844,0.9807228270819434,7.0
71,0.9780916020387287,1.0184001933560902,0.972602021951731,7.1000000000000005
72,0.9782586144251275,1.017970721711754,0.961989998489996,7.2
73,0.9786814421791231,1.018395276680974,0.9520903298297981,7.300000000000001
74,0.9796280145485685,1.0196762088927318,0.946103218977012,7.4
75,0.9812006989607619,1.0212999197637966,0.9450474030965853,7.5
76,0.983266642383542,1.022589853957379,0.9472204696934821,7.6000000000000005
77,0.9853318713853829,1.0230799803205168,0.949773287366513,7.7
78,0.98683907665571,1.022586357548974,0.9509675945511274,7.800000000000001
79,0.9876593737419983,1.0212356598941417,0.9515212659782948,7.9
80,0.9881409441250223,1.0196612891728702,0.9540382575352836,8.0
81,0.9887332330546167,1.0189466045646776,0.9606270976114367,8.1
82,0.9896495258856951,1.0198977665460134,0.9706647276520326,8.200000000000001
83,0.9906987802171615,1.0221416743406904,0.9809183946557173,8.3
84,0.9913174125595599,1.0241480228611,0.9878902553692291,8.4
85,0.9909552731493898,1.0243971763181785,0.9900756788328708,8.5
86,0.9895595045614716,1.0225124618690982,0.9883282964079443,8.6
87,0.9875943828530556,1.01927820433476,0.9846051299049856,8.700000000000001
88,0.9856357019076784,1.0157905162695078,0.9806214779004891,8.8
89,0.9840826678769644,1.0127867205205665,0.977357975183277,8.9
90,0.9831685244462672,1.0106410829871546,0.975229045875875,9.0
91,0.9830174709760251,1.0095571273845854,0.9743583726015107,9.1
92,0.9835983332957877,1.009460720252941,0.9745845341773497,9.200000000000001
93,0.9847252643649652,1.0098844768009034,0.9753861148292888,9.3
94,0.9862236155266523,1.01025826153982,0.9761728670132302,9.4
95,0.9880518763659113,1.0103598494200001,0.9766134935478445,9.5
96,0.990156382758284,1.0104312910099529,0.9764371488550437,9.600000000000001
97,0.9922435290293209,1.0108744754270145,0.9752767748622544,9.700000000000001
98,0.993849210001717,1.0118295947247067,0.9732245405906617,9.8
99,0.9947135033657909,1.0129883571990237,0.9711277510163905,9.9
100,0.9949962601312974,1.0137821796155042,0.9698925289169597,10.0
