,Li-Li,Li-Si,Li-Ag,Si-Si,Si-Ag,Ag-Ag,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
7,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000001
8,0.0,0.0,0.0,0.0,0.0,0.0,0.8
9,1.831608816552198e-06,1.526340680460165e-07,0.0,0.0,0.0,0.0,0.9
10,1.4666506191031294e-05,2.6290489887837414e-06,1.63374983945551e-06,5.445832798185032e-07,0.0,0.0,1.0
11,9.453951883456668e-05,2.120656506972681e-05,1.9939965225757482e-05,7.82784263231035e-06,6.109590812368249e-07,0.0,1.1
12,0.00045244378336138977,0.000132445800351778,0.00014377188207186713,8.19827403823974e-05,8.615634453524771e-06,0.0,1.2000000000000002
13,0.0017690722210004575,0.0006461534554056771,0.0007667657175035755,0.0005410222152716019,6.913930735988284e-05,0.0,1.3
14,0.005768271412754113,0.0026073287436498517,0.0032739464811016956,0.002719577375664922,0.0004014867659811752,1.8227787464999484e-06,1.4000000000000001
15,0.015892208773677113,0.008891624852054664,0.011545266633466094,0.011122964735341755,0.0018527922229290231,1.822335392492203e-05,1.5
16,0.037407331452530654,0.02589446177316169,0.034071104951055274,0.03765360534636056,0.007068213477032574,0.0001359955588018886,1.6
17,0.07603229726914164,0.06477447197079216,0.08503977333465952,0.10620661142802544,0.022661994082691476,0.0007318898516273437,1.7000000000000002
18,0.1352820756583465,0.13997154586229255,0.18141759456504986,0.25100259548658904,0.06173855659841413,0.0031672302225572153,1.8
19,0.21447686381118578,0.26336274139985555,0.33481398255040207,0.5006103240795142,0.14415812816678725,0.011366679373188384,1.9000000000000001
20,0.3092220060543913,0.4362711946942828,0.5422544341341824,0.8503689499601128,0.29089179962505507,0.034214292925694625,2.0
21,0.4135106685382474,0.6452485962035707,0.7835085423518385,1.244195930895755,0.5115377514349426,0.08677912367909449,2.1
22,0.5211314281215741,0.8653369655308311,1.0280591772010739,1.5890379412991125,0.7909446752032261,0.18642784740366966,2.2
23,0.6254951306376155,1.0681253628667644,1.246005155199933,1.799308901225161,1.0861215776844668,0.3418567470974409,2.3000000000000003
24,0.7191713587165073,1.2296486206935335,1.4151060373367377,1.839414570123296,1.3402988855455478,0.541376910513305,2.4000000000000004
25,0.7951408685330791,1.336294640737981,1.522789415584048,1.733983763467579,1.507473287146938,0.7525935173188119,2.5
26,0.8497838375466378,1.3878822076789734,1.5668103750537106,1.544614255414864,1.570512252795241,0.9373356789725983,2.6
27,0.8844309061302981,1.3955263407207694,1.5552474937804015,1.3356716077736368,1.5414635264616665,1.0701715899148696,2.7
28,0.9035789167033513,1.3745754218653086,1.5031541674204114,1.1511088882240774,1.4487962942022847,1.1459057998234647,2.8000000000000003
29,0.9121147167975729,1.3377919061080563,1.4267638100187043,1.0094315973398011,1.3243162711027843,1.1737890241436537,2.9000000000000004
30,0.9139714890074107,1.2928704229979908,1.3399264701406721,0.911053565466088,1.195984197883251,1.1671845227302409,3.0
31,0.9116099212748718,1.2435999135590674,1.2538952216081298,0.8482992551171551,1.0842468416310718,1.1375643875825294,3.1
32,0.9059533748518802,1.1921444049224998,1.1770226390301974,0.8121457501671424,0.9997217992892945,1.0944826386877737,3.2
33,0.8978940590314393,1.1406804077614061,1.1131401832398633,0.7953178465632044,0.9437923392854913,1.046635624472846,3.3000000000000003
34,0.8899360942713219,1.0918348096523736,1.0613304595920396,0.7930273024664769,0.9125799235797021,1.0006270160845083,3.4000000000000004
35,0.8849888745169744,1.048299164510433,1.018587728556356,0.8020798191147944,0.9011825355164637,0.9600978273767581,3.5
36,0.883548625891939,1.0121721716530556,0.9829449471547794,0.8192830011183437,0.9051694555263864,0.9270964464763028,3.6
37,0.8835850182472986,0.984445647325274,0.9543754008920775,0.8407056858780382,0.9197523953625396,0.9032937648367623,3.7
38,0.8836171842493306,0.9650930429281005,0.933675511495115,0.8626316157332026,0.9393461311467927,0.8897561704102377,3.8000000000000003
39,0.8847506176138825,0.9537045297829645,0.9211984751466273,0.8830784057753992,0.95872324772438,0.8863542644128853,3.9000000000000004
40,0.8891882898600173,0.9499299810186584,0.9164904364242941,0.9018038758004798,0.9745576538797609,0.8913463551151248,4.0
41,0.8977741503551564,0.9532722148003461,0.9184827797684124,0.9186910300404785,0.9861083292896666,0.9016277807808845,4.1000000000000005
42,0.9098277242999441,0.9625245654042757,0.925661120643294,0.9327030579368946,0.9947131980506063,0.9141764997050824,4.2
43,0.9244165371129064,0.9756500101373039,0.9363392376421494,0.9427619020587025,1.0023152300818834,0.9272000577724203,4.3
44,0.9405610291922881,0.9904229615691855,0.9491660569458429,0.9492594709311231,1.0100429134879678,0.9393423916519585,4.4
45,0.9566181279544554,1.0050330603316189,0.9634595196608431,0.9541649252865861,1.0178552870422288,0.9487651577705918,4.5
46,0.9709192869220448,1.0178882647481138,0.9789778640020729,0.9595600245688943,1.0249946135553527,0.9545439586024169,4.6000000000000005
47,0.9830365026441179,1.0275286956889553,0.9951749123316131,0.9662127039823039,1.0305928399415396,0.9585029891775961,4.7
48,0.9933540153624283,1.033498448854021,1.0105959750365463,0.9733890091380399,1.0342243237921327,0.9638468308314471,4.800000000000001
49,1.00144370224046,1.0368896363875135,1.023333016524518,0.9796983216769617,1.0359442220068371,0.9715913937288092,4.9
50,1.0057265441920837,1.039199963611844,1.0323683468364764,0.9841611156132777,1.0356830709702938,0.9794484473515496,5.0
51,1.004835764583248,1.040706985701913,1.0382639751985627,0.9868236889320289,1.0330228378027073,0.9846363413754686,5.1000000000000005
52,0.9987704823589058,1.0402624962890774,1.0421226882254848,0.9885171557684785,1.02799238591828,0.9867475229792754,5.2
53,0.9886303235003555,1.0363944008936934,1.0440628637887988,0.9900615790703005,1.02181321237094,0.9873582385119549,5.300000000000001
54,0.9759458395899722,1.0284993323013882,1.0432102555154694,0.991703091628328,1.0164792865344092,0.9877639962134059,5.4
55,0.9629520999301331,1.0174101373347766,1.0391075473056026,0.993046701466035,1.0135747362790828,0.9879306140914195,5.5
56,0.9528403206798652,1.0051920738340188,1.0326945288880969,0.9932589089844505,1.0132902793770153,0.986811682277719,5.6000000000000005
57,0.9483181947982562,0.9942779963521327,1.0257884697901996,0.991512858102493,1.0142699254617953,0.9827287270909516,5.7
58,0.9495062024450664,0.9864209032689797,1.0198670824374951,0.9876513777894834,1.0145027372435842,0.9741002575957292,5.800000000000001
59,0.9538202797286007,0.982112930380492,1.0154816924531522,0.9826036758242029,1.012762038281635,0.9610647562190447,5.9
