,Si-Si,Si-Ni,Ni-Ni,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.6000000000000001
7,0.0,0.0,0.0,0.7000000000000001
8,0.0,8.853123175564395e-08,0.0,0.8
9,0.0,8.125625362814671e-07,0.0,0.9
10,0.0,8.592966879298464e-06,0.0,1.0
11,1.5067476119298507e-06,7.718656040052403e-05,0.0,1.1
12,2.1874919487538824e-05,0.0004926103167266395,1.359839719766691e-06,1.2000000000000002
13,0.0001729761968308459,0.002466323871319363,1.873458653969117e-05,1.3
14,0.0009633850191325808,0.010159610531073778,0.00014224685931483208,1.4000000000000001
15,0.0042528572255423145,0.03488888995586662,0.0007657455378589082,1.5
16,0.015390360125357798,0.10034270688906942,0.0032938459960679986,1.6
17,0.04618388315575266,0.24272577324538291,0.01160976853453651,1.7000000000000002
18,0.11582362986851057,0.4968765772629278,0.03391016820063661,1.8
19,0.24479095476447216,0.8677399775071379,0.08284949503758193,1.9000000000000001
20,0.44052165791720005,1.3058150288332546,0.17121104182726152,2.0
21,0.6838884392026799,1.7138714628783562,0.3034483900913163,2.1
22,0.9307972294308079,1.9904419299572673,0.46911608177735875,2.2
23,1.1319456740300362,2.0801910761102405,0.6447078928533966,2.3000000000000003
24,1.2561040940859483,1.993761069711468,0.8030827432101353,2.4000000000000004
25,1.2999589616469596,1.7893059476571254,0.9233082133514705,2.5
26,1.2818427596582094,1.5380292815041716,0.995688232865234,2.6
27,1.2285722960754066,1.2975375423528923,1.0220318908212565,2.7
28,1.1642710175571056,1.1010677192733924,1.0131158509378875,2.8000000000000003
29,1.1045612088084957,0.959257429562503,0.9846657581919719,2.9000000000000004
30,1.0560067761722913,0.8679701897028312,0.9525941892330967,3.0
31,1.0190596264415417,0.8164617452932649,0.9284535277171594,3.1
32,0.9918510751415726,0.7929881060879285,0.9168780666672299,3.2
33,0.9726359538401035,0.7878598951908872,0.9165605709658171,3.3000000000000003
34,0.9603097648930738,0.7946961546780549,0.9241199518293978,3.4000000000000004
35,0.9539173513479152,0.8100834063133483,0.9375755663372005,3.5
36,0.952301562173969,0.8321843627622104,0.9566455630332448,3.6
37,0.9542031578105273,0.8595165942039917,0.980705446987185,3.7
38,0.9585390245341008,0.89066148405277,1.007562609704341,3.8000000000000003
39,0.9645723655771714,0.924338062953073,1.0342727049076663,3.9000000000000004
40,0.9718330219399047,0.9590275534858617,1.0583233408897101,4.0
41,0.9798380217038507,0.9924332168682056,1.077865917059451,4.1000000000000005
42,0.9877809992491716,1.0216089516082716,1.0919260153658938,4.2
43,0.9944325788440529,1.0438418680630497,1.1008200630195752,4.3
44,0.9985046234880882,1.0576260619862987,1.1049461809678565,4.4
45,0.9994490139574809,1.0631065723138122,1.1021775073458298,4.5
46,0.998000327966682,1.0617479219177817,1.0876402577860476,4.6000000000000005
47,0.9957601511492223,1.0555006169941556,1.0577961187787341,4.7
48,0.9941405627475879,1.046178456348587,1.0149883469887044,4.800000000000001
49,0.9937276456656202,1.0354052690565383,0.9676140441648697,4.9
50,0.9944460137735925,1.0246204341308878,0.9262823203552765,5.0
51,0.995950740283462,1.014762018345184,0.8997367447870064,5.1000000000000005
52,0.9978380888276673,1.0060820778236552,0.892233847269052,5.2
53,0.9998146129403285,0.9985517989994844,0.9021490482414748,5.300000000000001
54,1.0017935813450067,0.992531783046904,0.9226352168919113,5.4
55,1.0037024522551392,0.9888857490737389,0.9449932417831932,5.5
56,1.0052649538755283,0.988174035540724,0.9628437736404288,5.6000000000000005
57,1.0061831897803686,0.9898325107748995,0.9741699372269835,5.7
58,1.0065225164020395,0.9924528976388953,0.9801885254935178,5.800000000000001
59,1.006700336814622,0.9948325072922037,0.9828765950913443,5.9
60,1.0070040645025489,0.9965182052727632,0.9837600668264224,6.0
61,1.0071817044574365,0.9975272271413846,0.9841872925791331,6.1000000000000005
62,1.0065670656388026,0.9980126921261152,0.9853233332459551,6.2
63,1.004670405635292,0.9982565218953893,0.9874165557416097,6.300000000000001
64,1.0017430805962197,0.9985410425866077,0.9894852854838748,6.4
65,0.9988270392304653,0.9987955662850492,0.9899825119646809,6.5
66,0.9971252712718685,0.9986755568775837,0.9879114399730387,6.6000000000000005
67,0.997114365722154,0.9981901991046226,0.9835738530321726,6.7
68,0.9982045964138544,0.9979422574353112,0.9783577919066504,6.800000000000001
69,0.999310754607989,0.9984307144332359,0.9740207716283799,6.9
70,0.9997645405110666,0.9992792005695111,0.9721699966425564,7.0
71,0.9997012609673989,0.9994503630721804,0.9737147326471338,7.1000000000000005
72,0.99971192323505,0.9982435277683611,0.9780735462548257,7.2
73,1.0002661693390213,0.9959584701771155,0.9831479694066594,7.300000000000001
74,1.0014149076477687,0.9936038724130266,0.9865452566711105,7.4
75,1.0028128227083457,0.9920851539490834,0.9869591853167023,7.5
76,1.0038846979697655,0.99165643417356,0.9847506153219536,7.6000000000000005
77,1.0041197091962606,0.9919458849419737,0.9818282936918655,7.7
78,1.003437513586228,0.9924387754448446,0.9807451112190421,7.800000000000001
79,1.0022760008672666,0.9930452822574043,0.9829664924282621,7.9
80,1.0012604922537682,0.9941912825330202,0.9875519308940828,8.0
81,1.000793714734363,0.996301815465527,0.9918546914144142,8.1
82,1.0008687610041005,0.9993194021807468,0.9936902232766524,8.200000000000001
83,1.0010624313555847,1.0027631765997316,0.9926101025994983,8.3
84,1.0007114212355388,1.0060265202959235,0.9894196196931994,8.4
85,0.9993941628688988,1.0085153012955907,0.9853634259320116,8.5
86,0.9974290243228922,1.009727978172196,0.9817434628119696,8.6
87,0.9957343888203822,1.0094732477169197,0.9795523641028369,8.700000000000001
88,0.995002351666271,1.0080453734604375,0.979190573502564,8.8
89,0.9950437879774722,1.0060756916210813,0.9805828715212033,8.9
90,0.9950009527719854,1.004114930325526,0.9832347830361654,9.0
91,0.9941625186551931,1.0022686745475693,0.9860214645985443,9.1
92,0.9926039365106856,1.0001319137924114,0.987422014334064,9.200000000000001
93,0.9911568562403438,0.9971266723120029,0.9865337319090837,9.3
94,0.9907839793949432,0.9931248743394059,0.9839410478581937,9.4
95,0.9918577913489449,0.9888294967539648,0.9813077365107196,9.5
96,0.9939382526493222,0.9854376115061508,0.9799108694560975,9.600000000000001
97,0.9962221982522499,0.9838105448706277,0.9797164608298143,9.700000000000001
98,0.9981414745589186,0.9838870950858771,0.9799174163172751,9.8
99,0.9994958819288492,0.9848175202132857,0.9799830920074889,9.9
100,1.0002113101488215,0.9855914618653359,0.9799305003860037,10.0
