,Li-Li,Li-Ti,Ti-Ti,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,1.3300777569491794e-06,0.0,0.0,0.5
6,1.2878323255040895e-05,0.0,0.0,0.6000000000000001
7,8.012531078749041e-05,8.325301515718938e-08,0.0,0.7000000000000001
8,0.0003845540977720481,6.892210437681302e-07,7.317159535299848e-08,0.8
9,0.001499581091202179,4.683484119163199e-06,1.1253023508583786e-06,0.9
10,0.004836130483801627,2.486515108833038e-05,9.829470792456342e-06,1.0
11,0.013179270895396826,0.00010890957066356821,6.216053639424208e-05,1.1
12,0.030999091108759237,0.0004098192546321992,0.00031225120056335216,1.2000000000000002
13,0.06428169024181796,0.0013462774246710562,0.001294304934381347,1.3
14,0.11985208406680041,0.003902331719263177,0.004540803968878639,1.4000000000000001
15,0.20415809363317813,0.010053546002693599,0.013642187325176967,1.5
16,0.321755752892189,0.023161523667973073,0.03538377307357923,1.6
17,0.47401524433472414,0.048043469609036125,0.07982889639546636,1.7000000000000002
18,0.6580546503449999,0.09035898077456408,0.15803545265272007,1.8
19,0.8654273355975113,0.15519323136056062,0.27763020175013375,1.9000000000000001
20,1.0816704216637432,0.24519084014715667,0.4389082058239721,2.0
21,1.288762248137077,0.3589423087776819,0.6344638216453004,2.1
22,1.469658329231237,0.4901207059341119,0.8520664313470444,2.2
23,1.6118600111078771,0.6277929458496221,1.0771591218994945,2.3000000000000003
24,1.7090671801959896,0.7584667400337094,1.2928282592832336,2.4000000000000004
25,1.761729514528272,0.8697837341185857,1.4798328021432268,2.5
26,1.7758253198012888,0.9541944587289368,1.6200665188232524,2.6
27,1.7589729103502862,1.0104687272554473,1.7018076914516582,2.7
28,1.716669491490465,1.0422215462871263,1.7222165403180605,2.8000000000000003
29,1.65304611919984,1.0545952192352899,1.6864053522584637,2.9000000000000004
30,1.5747658883983358,1.0513993303981002,1.6057495424660797,3.0
31,1.4915268763366505,1.0346315936421278,1.4960050675244818,3.1
32,1.4114712118500918,1.0062871143584378,1.3739637660251782,3.2
33,1.3374178891492507,0.9702433043202177,1.25354945647771,3.3000000000000003
34,1.2685673012900804,0.9320866293194845,1.143810385716751,3.4000000000000004
35,1.2048456081035137,0.8970778107938613,1.0493629220495804,3.5
36,1.148618502542873,0.8682798004620432,0.9719358464359646,3.6
37,1.1030784652596735,0.8464430567093386,0.9118049605655747,3.7
38,1.0702457123397797,0.8313841992981875,0.8685783756729696,3.8000000000000003
39,1.0498227926650041,0.823348747486656,0.8414312969045648,3.9000000000000004
40,1.0384998887730095,0.8231459168448947,0.8292596020093805,4.0
41,1.0307787980138012,0.8312272684804445,0.8307758896546514,4.1000000000000005
42,1.0221933017073173,0.8468828899346084,0.8442916588599234,4.2
43,1.0124738577165457,0.8683596080435486,0.8675409194167943,4.3
44,1.0052341571945491,0.8934550146221365,0.8978992653772649,4.4
45,1.004396974054143,0.9199598947293992,0.9325824489400971,4.5
46,1.0107966057881175,0.9460442658641582,0.968551603936291,4.6000000000000005
47,1.0214326503220226,0.9706721974008158,1.002670760930592,4.7
48,1.0313557653263439,0.9934706810375077,1.0322983168841504,4.800000000000001
49,1.036641540418732,1.0139608579747397,1.055627278298099,4.9
50,1.036278630893992,1.0311406403773082,1.071531934250538,5.0
51,1.0316616267309597,1.0439575079034502,1.0795341034812038,5.1000000000000005
52,1.024657963689195,1.0519403062762298,1.080119911832322,5.2
53,1.016291242706246,1.0553623707748576,1.0747690318431924,5.300000000000001
54,1.006795605216013,1.0551711696184265,1.065341764938652,5.4
55,0.9962510326029187,1.0527777706246348,1.0533528904995417,5.5
56,0.9850294315304824,1.0493742887056956,1.039770328021948,5.6000000000000005
57,0.9739279922084358,1.0451357498677054,1.0252548784413722,5.7
58,0.9639383795288677,1.0394330194021713,1.0103667739559574,5.800000000000001
59,0.955601844461841,1.0321747428962578,0.9956003080734792,5.9
60,0.9484590429272578,1.0246898617858198,0.9814423485234588,6.0
61,0.9413707746892914,1.0189023951840916,0.9685496787626049,6.1000000000000005
62,0.9336912178378292,1.0157417930372514,0.9578667910738135,6.2
63,0.9260148197792488,1.01467475308267,0.9503748337495335,6.300000000000001
64,0.9194612546157348,1.0146792328918979,0.9464678740388729,6.4
65,0.914395953541324,1.0153831658861006,0.9455122262176171,6.5
66,0.9103201342361403,1.0172395465960993,0.9462028984112362,6.6000000000000005
67,0.9069683622754772,1.0207249260594895,0.9474557710320833,6.7
68,0.9049511400564284,1.025517644682021,0.9490152180230291,6.800000000000001
69,0.9049920071610511,1.0306325080680636,0.951401679478694,6.9
70,0.9067635662055774,1.0353345527184608,0.955365586286987,7.0
71,0.908912083895987,1.0396520757234284,0.9611193644481877,7.1000000000000005
72,0.9103484786677307,1.0439337886532472,0.9678746327642752,7.2
73,0.9112094293937164,1.04819936386928,0.974271494161194,7.300000000000001
74,0.9123555373274381,1.0521226702996818,0.9794389381788654,7.4
75,0.9142422695129158,1.0554548827329138,0.9835315823008968,7.5
76,0.9164967561599168,1.058179692191807,0.9871139581461601,7.6000000000000005
77,0.9182677616487991,1.0602701297777004,0.9901927717200214,7.7
78,0.9187002722246401,1.0615338064087048,0.9921429903632348,7.800000000000001
79,0.9173272843695108,1.061766243197012,0.9925461926732667,7.9
80,0.9144691513387969,1.0609293976276242,0.9917083529007267,8.0
81,0.9111992266248942,1.0591629069289143,0.9901808186273574,8.1
82,0.9085475822484653,1.0566843004086066,0.9880857593860949,8.200000000000001
83,0.9067828351821001,1.0536945522249952,0.9851353455559044,8.3
84,0.9057378748101306,1.0504150008813893,0.981119020698986,8.4
85,0.905546843655082,1.0472096721613635,0.9761980128790819,8.5
86,0.9065316090278038,1.04448708828769,0.9708588606945056,8.6
87,0.9084601959335019,1.042330510796065,0.9657444172546434,8.700000000000001
88,0.9104304802874091,1.0403380672758356,0.9614549210313603,8.8
89,0.9116424340780839,1.038038131830047,0.9583368561258828,8.9
90,0.9121049648363209,1.0354673158871939,0.9564223594431638,9.0
91,0.9125210815038493,1.0331980900790567,0.9556139271718733,9.1
92,0.9136074432372987,1.0317440514123672,0.9558772514344074,9.200000000000001
93,0.9156804240599934,1.031038565497281,0.9572531782157938,9.3
94,0.918839453271461,1.0306228730667535,0.9598147901596681,9.4
95,0.9231803993505577,1.0302872096293352,0.9636616128272283,9.5
96,0.9285151442687682,1.0303150244490076,0.9687985436441089,9.600000000000001
97,0.9340254654921775,1.0310286851123063,0.9748824812781419,9.700000000000001
98,0.93858902263576,1.032288383676448,0.9810844711827034,9.8
99,0.9415303524230446,1.033559831158451,0.9862326700950947,9.9
100,0.9428710090041301,1.0343264661835656,0.9891691964099741,10.0
