,Li-Li,Li-Zr,Zr-Zr,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,1.5960343141884567e-07,0.0,0.0,0.4
5,1.58471893269385e-06,0.0,0.0,0.5
6,9.88783166249632e-06,0.0,0.0,0.6000000000000001
7,4.8557472182871487e-05,0.0,0.0,0.7000000000000001
8,0.0001935946753711078,0.0,0.0,0.8
9,0.0006477026662369687,6.362046816419039e-07,0.0,0.9
10,0.0018636501138539177,4.9997939533945695e-06,0.0,1.0
11,0.004741716235282367,2.8910769102659922e-05,2.5465810664059587e-07,1.1
12,0.01095443320929998,0.0001315162999623478,2.8097241571447514e-06,1.2000000000000002
13,0.023444974744895784,0.0004860878336274479,2.7808795677154337e-05,1.3
14,0.04696441280350812,0.001498303890428111,0.00018383968180982384,1.4000000000000001
15,0.0881600108803195,0.003963993358224992,0.0009391039469036643,1.5
16,0.15450541980394622,0.009239924239497068,0.003929653218831513,1.6
17,0.25177443974859,0.019401287632776553,0.013747330756176977,1.7000000000000002
18,0.38082668213317056,0.0372469598461273,0.04047980792346419,1.8
19,0.5355363394932869,0.06601724430044821,0.10098245255850616,1.9000000000000001
20,0.7037657582015535,0.10886520868663867,0.21544429255318925,2.0
21,0.8714120114955005,0.1682047582782694,0.3981662074608037,2.1
22,1.0266604052708468,0.24481313633728777,0.6477221606932011,2.2
23,1.161380520492176,0.33686903583383937,0.9446138956016502,2.3000000000000003
24,1.2702930957032494,0.43978287128583526,1.2588646225640816,2.4000000000000004
25,1.3507199847855569,0.5473022987217353,1.5620165033018052,2.5
26,1.4031684015805779,0.6529612356570901,1.8363602074206962,2.6
27,1.4308311569053334,0.7506317626361247,2.0767597327212104,2.7
28,1.437863831927075,0.834184819839411,2.283824349691486,2.8000000000000003
29,1.4279842990138942,0.8974870972081457,2.453908926846555,2.9000000000000004
30,1.4041093260680837,0.9357731747763908,2.5761423219885096,3.0
31,1.3688325347173351,0.9478661608454511,2.63896139585611,3.1
32,1.3252683781203458,0.9372759143194721,2.6367680787786143,3.2
33,1.2774890628558013,0.9109191329913656,2.5692084344069093,3.3000000000000003
34,1.2299869105387253,0.8763977158006186,2.4380423889614535,3.4000000000000004
35,1.1864399941239154,0.8398198668875395,2.2497731021650913,3.5
36,1.1487166319789026,0.8051514434085694,2.021888578653466,3.6
37,1.1167943380884435,0.7746875288404614,1.7829344561456268,3.7
38,1.0895261195701262,0.7497095375176445,1.5628039116323953,3.8000000000000003
39,1.0658104981282774,0.7309102131926835,1.380772466768028,3.9000000000000004
40,1.045658574522847,0.718723050499808,1.241087994610051,4.0
41,1.0304045908847117,0.7135655701167938,1.137952395996045,4.1000000000000005
42,1.021622561508307,0.7156718149702925,1.0634690024028077,4.2
43,1.0196086331994845,0.7246574387544574,1.0118323244426817,4.3
44,1.0228662845127268,0.7394874981460294,0.9789406039584101,4.4
45,1.0288545000833424,0.7590176258902414,0.9610532909146685,4.5
46,1.035085858996954,0.7823117168919289,0.9550963975001655,4.6000000000000005
47,1.0398703375639053,0.8082621026190921,0.9593806647970753,4.7
48,1.0426110165198907,0.8353025480680399,0.9728987578587052,4.800000000000001
49,1.043654216205245,0.8620586973740748,0.994300965524696,4.9
50,1.0437325568854001,0.8882344554260762,1.0220798030590657,5.0
51,1.043396689479416,0.914380687172497,1.054654183018707,5.1000000000000005
52,1.0428434976848395,0.94066936906289,1.0892848046422086,5.2
53,1.0420922192037718,0.9661657478441562,1.121667518254689,5.300000000000001
54,1.0411232730501983,0.9892503519252566,1.1475679830813013,5.4
55,1.0397283751757427,1.00844587912194,1.1647544143760782,5.5
56,1.0373472967875506,1.0229032794293327,1.1731459236009143,5.6000000000000005
57,1.0333517796099436,1.032483437906443,1.173562726706419,5.7
58,1.027573534413316,1.0376384474324873,1.1666025804255957,5.800000000000001
59,1.0203588656403149,1.0391757049245953,1.1522555321927817,5.9
60,1.0121831395784842,1.037912501326912,1.1302220304156323,6.0
61,1.003613922704948,1.0344120535533627,1.10084691961739,6.1000000000000005
62,0.9955534167744067,1.029124966443916,1.065916134796727,6.2
63,0.9888958515974127,1.02279043220161,1.0282656394381418,6.300000000000001
64,0.9837795267075768,1.0165375376844357,0.9904931789789054,6.4
65,0.9795362414913458,1.0116208814981382,0.9541550316769032,6.5
66,0.9754738741930209,1.009160693317391,0.9199901217297666,6.6000000000000005
67,0.9715504574235984,1.0098411247562342,0.8886051238763465,6.7
68,0.9683332105659286,1.0134781167494828,0.8610211461487817,6.800000000000001
69,0.9664537591259393,1.0189751239850682,0.8386796463574269,6.9
70,0.9660385735460463,1.0249831969806755,0.8228508028303282,7.0
71,0.9665001274330359,1.0306677489769125,0.81402805099695,7.1000000000000005
72,0.9668297717169709,1.0359362689332048,0.8118107333077117,7.2
73,0.9662474861468721,1.0412162900467952,0.8151153283023689,7.300000000000001
74,0.9648138807723702,1.0470775312809606,0.8223410844365305,7.4
75,0.9634431636477593,1.053763651563227,0.831546744544262,7.5
76,0.9631199638087334,1.0609000665425738,0.8408359585349765,7.6000000000000005
77,0.9640065405293,1.0677233601567389,0.848825688087214,7.7
78,0.9653925654200873,1.073647890602185,0.8551501971101592,7.800000000000001
79,0.9664286339524779,1.0786112018844276,0.860801720574939,7.9
80,0.9667287820035309,1.0829261288542322,0.8674276722361728,8.0
81,0.9663363089749649,1.0868264114868842,0.8754558239412368,8.1
82,0.965353891831563,1.09015486977778,0.8828727694878893,8.200000000000001
