,Li-Li,Li-Si,Li-Os,Si-Si,Si-Os,Os-Os,r
83,0.9608171563613365,1.0037420414436522,1.0132957845333892,0.9813179099508601,0.9969812027304475,0.9674514749244972,8.3
84,0.9638280225012167,1.0029787427305488,1.0136315211133435,0.9831301224324913,0.9955371870662211,0.963070978277368,8.4
85,0.9666164480685615,1.0022104584031002,1.0156556826967573,0.9849645668774843,0.9940674489561186,0.959482960756571,8.5
86,0.9686228824255362,1.0017350371885931,1.0186848565927569,0.9857731108098886,0.9927999386620244,0.9565121457858453,8.6
87,0.9695008928167478,1.0017623456204918,1.0217512893366587,0.985039950596825,0.9917939416312277,0.9543409153537648,8.700000000000001
88,0.9693916791915727,1.0023587195143913,1.0239692531336255,0.9832939765867524,0.9907706311441028,0.9532795630763925,8.8
89,0.969142056449151,1.0035964356293778,1.0250537668658473,0.9818095446643244,0.9894784948486022,0.9534259424921693,8.9
90,0.9697742322923687,1.0054867639950784,1.025491319786859,0.9816749306272728,0.9881704913716554,0.9546961952869844,9.0
91,0.9716038586367963,1.0078053197967842,1.0260392025939147,0.9830758392584127,0.98754952518628,0.9571361576919482,9.1
92,0.9739783101495171,1.010249005389976,1.0270113437101718,0.9854290990357687,0.9882516183537572,0.9608799126620419,9.200000000000001
93,0.9759286654593142,1.0128019269261512,1.0281246640997899,0.9879894846236423,0.9905857091098929,0.9657094419196751,9.3
94,0.9769713943815638,1.0157314431742182,1.0289625003496998,0.9901746485286304,0.9946820840825383,0.9708842622769267,9.4
95,0.9772852797727997,1.019125578055959,1.0293743842264829,0.9915298479923582,1.0004798160973287,0.9753975214202308,9.5
96,0.9774015448090209,1.0225463106712538,1.029382451900441,0.9917576859969861,1.0074764513267165,0.9782937622687444,9.600000000000001
97,0.9779015366012748,1.025245271105634,1.028936169545616,0.9909232722172653,1.0147746380904776,0.9790353532708074,9.700000000000001
98,0.9791154786562847,1.0267270465361997,1.027988491654471,0.989511336685008,1.0214153202693546,0.9779049670972488,9.8
99,0.9807682977415777,1.0271182653396922,1.02679321506135,0.9881753323739557,1.0265347587255358,0.9759944658795835,9.9
100,0.9819942420872568,1.0270336059185265,1.0259367390837475,0.9874032926579355,1.029355358688348,0.9746181577077715,10.0
