,Li-Li,Li-O,O-O,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,8.282846359082041e-06,0.30000000000000004
4,0.0,0.0,0.00011537773022597337,0.4
5,2.55067610726965e-07,1.0840373455896012e-06,0.0008020494930409431,0.5
6,1.6632497530053113e-06,1.4436491440735376e-05,0.004064477033204648,0.6000000000000001
7,9.596183908256763e-06,0.00011263141663969697,0.01642813758507458,0.7000000000000001
8,4.4270666094561006e-05,0.0006332007648704441,0.05381481353441384,0.8
9,0.00017053509687664734,0.002838350805629907,0.143627841728941,0.9
10,0.000571435413105972,0.010492170099224415,0.31376749060315245,1.0
11,0.0017235531847585423,0.03248201247252925,0.5640739616986111,1.1
12,0.0047311486460452305,0.08500787662189867,0.8402122314565527,1.2000000000000002
13,0.011767141390385835,0.18968299445301215,1.0466740630274003,1.3
14,0.026266274591483764,0.36418683587577105,1.1053261502994038,1.4000000000000001
15,0.05241639750450989,0.6079476257002433,1.0106166726490382,1.5
16,0.09386783845990386,0.8930261417183045,0.8283328493702043,1.6
17,0.15228763774638066,1.1702714702476944,0.6447332001811071,1.7000000000000002
18,0.22673953113967396,1.389368878823418,0.5178925412439026,1.8
19,0.31434959840309307,1.5195060581521207,0.4644026316768786,1.9000000000000001
20,0.4114209864056714,1.557832427993846,0.47319667669575155,2.0
21,0.5137604622637538,1.523789858630013,0.5237928634202357,2.1
22,0.6164915854993628,1.4464777699352938,0.5969262287410394,2.2
23,0.7146600530138223,1.3531708481780516,0.6777885034642508,2.3000000000000003
24,0.8044506142033014,1.263084311305668,0.7560098264721149,2.4000000000000004
25,0.8835169694196024,1.186241246540944,0.8252351861401818,2.5
26,0.9503103677450624,1.1253194605554697,0.882876798712018,2.6
27,1.0038019776788387,1.0785170417574077,0.9295592846529258,2.7
28,1.044108964207038,1.0421531879903854,0.9678258010854988,2.8000000000000003
29,1.072993006802522,1.012275331598537,1.000423040208854,2.9000000000000004
30,1.0932905648368187,0.9854346667562635,1.0291091245820112,3.0
31,1.1077101566844854,0.9595019660661996,1.0544158342052512,3.1
32,1.1178212038290802,0.9345964063620698,1.075902119875104,3.2
33,1.1234896271553692,0.9130098325250285,1.092491794061304,3.3000000000000003
34,1.1232478891700328,0.8976228285359426,1.1030366399410279,3.4000000000000004
35,1.1161444413472759,0.89005697494189,1.1070806556445811,3.5
36,1.103536273073349,0.8899923536757369,1.105218666257645,3.6
37,1.0884992170568308,0.8957232808714611,1.0986844952242962,3.7
38,1.0735545621780074,0.9051442649920297,1.0886259899368766,3.8000000000000003
39,1.0595913390757619,0.9165580894841169,1.0758067725481282,3.9000000000000004
40,1.0465827068468094,0.9290294971212145,1.0609915259839444,4.0
41,1.034298052640586,0.9422462880380076,1.0454776180777112,4.1000000000000005
42,1.0223551155957449,0.9561476164789531,1.030901481796639,4.2
43,1.010371143439849,0.9705807277657373,1.0183699953715177,4.3
44,0.9983276509641048,0.9850620395435796,1.0079533050486116,4.4
45,0.9866877768717687,0.9987578917783122,0.9991320144532208,4.5
46,0.9761947234632726,1.0108274855590875,0.9915523472368317,4.6000000000000005
47,0.9674788295684964,1.020849473658161,0.9851712080164515,4.7
48,0.9607516978255007,1.028830513378482,0.9798808580217939,4.800000000000001
49,0.9558704679300681,1.0348024426047722,0.9754334557270663,4.9
50,0.9525463321344374,1.0385600054725046,0.9718191360597158,5.0
51,0.9504868904168884,1.0398467081683138,0.9693301858935731,5.1000000000000005
52,0.9497043450976085,1.0388097879940532,0.9680757345579537,5.2
53,0.9507457551756172,1.0362038902294142,0.9677870031364485,5.300000000000001
54,0.954212200818518,1.0329466362790016,0.9683137928990426,5.4
55,0.9599866380767298,1.0294481940953788,0.9699585235325766,5.5
56,0.9671550986511296,1.0255572735155793,0.9730086110422754,5.6000000000000005
57,0.9745789105607919,1.0211323175465554,0.9771185285889701,5.7
58,0.9813708395366277,1.0164307971917579,0.9814084477995133,5.800000000000001
59,0.987020757246816,1.011951176747004,0.9851045561925833,5.9
60,0.9914110975710307,1.0080799198561377,0.9879841161833219,6.0
61,0.9947693779730433,1.004862581548402,0.9903334265728334,6.1000000000000005
62,0.9973791272783837,1.001965369812584,0.9926235164310238,6.2
63,0.999256025123734,0.9989419604956484,0.9952044375175503,6.300000000000001
64,1.0003144483330142,0.9957002409505817,0.9982236805338293,6.4
65,1.0008250802600622,0.9925938749514207,1.0017101214806128,6.5
66,1.0013620965306895,0.9899114921605054,1.0055139461265519,6.6000000000000005
67,1.0022407451110171,0.9874927607213096,1.0090856186738002,6.7
68,1.003302254591506,0.9851243713596384,1.0116010750107236,6.800000000000001
69,1.0042961835079625,0.9831572641325544,1.012612586869576,6.9
70,1.0052376487165746,0.9824093002132335,1.0124919348908203,7.0
71,1.0062676374807396,0.9834106825214959,1.0120236716903086,7.1000000000000005
72,1.0072608630178526,0.9858822960024841,1.0116686739388991,7.2
73,1.007783420335259,0.9889936179519759,1.0114024645376207,7.300000000000001
74,1.0075705919013638,0.9920280979916589,1.0110914032288632,7.4
75,1.006817708533074,0.994693833999594,1.0106944963941602,7.5
76,1.0057571507615548,0.996870079844461,1.0101096543410486,7.6000000000000005
77,1.0042456223773892,0.9983512924569946,1.0091031075265255,7.7
78,1.0021822942689411,0.999026356617455,1.0075122982194689,7.800000000000001
79,1.0000470633492577,0.9991376505967032,1.005459118912179,7.9
80,0.9985269268532894,0.9991664992990965,1.0033057283663696,8.0
81,0.9977195062195506,0.9995467020752795,1.0013659484670563,8.1
82,0.9970121568108258,1.0005647641617519,0.9996174908114623,8.200000000000001
83,0.9956840986671551,1.0023722301722398,0.9977154848914928,8.3
84,0.9935052036901219,1.0049236149412166,0.9953256923272804,8.4
85,0.9908491409045415,1.007941865934321,0.9923967205460544,8.5
86,0.9882795687988655,1.0110460510409314,0.9891133167275408,8.6
87,0.9859661523079252,1.0139198685497621,0.985793510362595,8.700000000000001
88,0.9835175201809069,1.0162998889098853,0.9829482712863558,8.8
89,0.9803878574926315,1.0178144431993743,0.9812393275633742,8.9
90,0.976355629860893,1.0179473697939168,0.9811113567662173,9.0
91,0.9716484901107334,1.0162997325929566,0.982370795551342,9.1
92,0.9667885394222935,1.0129657847713014,0.9841347676578852,9.200000000000001
93,0.9623828416407924,1.0086330768705432,0.9852397952205604,9.3
94,0.9589495146064064,1.0042483975996797,0.9848447055956662,9.4
95,0.9566973899435699,1.000557508325829,0.982826145438703,9.5
96,0.9552770688095761,0.9978974842608732,0.9796790812232468,9.600000000000001
97,0.9538254378362544,0.9962570050559215,0.9760605330168554,9.700000000000001
98,0.9516095987120772,0.9954144249121206,0.9724909812187095,9.8
99,0.948871373820752,0.9950716845683742,0.9694817443111411,9.9
100,0.9468866168651904,0.9949716284324871,0.967699194994281,10.0
