,Li-Li,Li-Pt,Pt-Pt,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,2.787900214177546e-07,0.0,0.0,0.4
5,2.0554881962072283e-06,0.0,0.0,0.5
6,1.1327471789047642e-05,0.0,0.0,0.6000000000000001
7,4.978623430745952e-05,0.0,0.0,0.7000000000000001
8,0.00017960187766131856,0.0,0.0,0.8
9,0.0005485595365060992,1.5743436503590846e-06,0.0,0.9
10,0.0014858668303999556,1.753520184679109e-05,0.0,1.0
11,0.0037401503697973484,0.00012088794873971821,0.0,1.1
12,0.008943662225731962,0.0006303122190453711,0.0,1.2000000000000002
13,0.020136488487450754,0.0026586540877063,0.0,1.3
14,0.041786646008500405,0.009318766418451007,6.193285765048958e-06,1.4000000000000001
15,0.07885839085839291,0.02761553466728231,6.14320983049845e-05,1.5
16,0.13536936460743185,0.07016481289209255,0.0003891725701807888,1.6
17,0.2134147691226397,0.1546933625575094,0.0018813788056021047,1.7000000000000002
18,0.31286972495127835,0.2991002806404664,0.007331132163550377,1.8
19,0.4309630026398113,0.512040624498278,0.023473596961288205,1.9000000000000001
20,0.5616698175624751,0.783278117715482,0.0625954933212995,2.0
21,0.6962207080236967,1.0811746144442718,0.14061473839989042,2.1
22,0.8252709677116561,1.3615804956019377,0.2690324496075181,2.2
23,0.9410112307896846,1.5835506095546674,0.44317016377536916,2.3000000000000003
24,1.0375102639641196,1.7217995250759857,0.6356596258065139,2.4000000000000004
25,1.1102243636403413,1.7704276596726543,0.8044357906440616,2.5
26,1.1566878590030107,1.7401224966070326,0.9137636801880443,2.6
27,1.1781165700868137,1.6525152883012775,0.9531728470245893,2.7
28,1.179603015532215,1.5331018948629338,0.9383700718003146,2.8000000000000003
29,1.1678282513055964,1.4042110483000103,0.8950454443344317,2.9000000000000004
30,1.1480974365665413,1.2806607019045855,0.8426601667198593,3.0
31,1.1232831595603219,1.1697009038674622,0.7913852036869217,3.1
32,1.0949868234239086,1.0740450086279332,0.7484704587107353,3.2
33,1.0650423341463975,0.9950132731385368,0.7221771549750464,3.3000000000000003
34,1.0358789162157094,0.9336860561009495,0.7184613318538292,3.4000000000000004
35,1.0098721818615763,0.8902437707321181,0.7356951417437678,3.5
36,0.9886506279537961,0.8630779016953016,0.7646005556430918,3.6
37,0.9729427702509731,0.8490952628563081,0.7945583885856925,3.7
38,0.9629324005177314,0.8451551418355344,0.8207664806756413,3.8000000000000003
39,0.9585578088034659,0.8491998736987476,0.8459451602857134,3.9000000000000004
40,0.959253509442534,0.8600109515790108,0.8761671941370136,4.0
41,0.963522394698947,0.8761737765935957,0.9157165214140248,4.1000000000000005
42,0.9693591494393361,0.8955319515536133,0.9644785985603458,4.2
43,0.9754724045162539,0.9157791230202255,1.0174690286071155,4.3
44,0.9818715085630827,0.9355710523094011,1.0661152561726617,4.4
45,0.9890413331337684,0.9548151407667302,1.1021285579382007,4.5
46,0.9967073307925903,0.9736274431687816,1.1218398936828315,4.6000000000000005
47,1.0035221339836584,0.991235906472253,1.1269114519035743,4.7
48,1.00790148933944,1.0062503637676834,1.1215904798742122,4.800000000000001
49,1.0092441527193212,1.0178233487215476,1.1100950958031737,4.9
50,1.0084427926032913,1.0260823916756456,1.0951997790407109,5.0
51,1.0071379347777312,1.0313176834130193,1.0771697110423448,5.1000000000000005
52,1.0063882802662407,1.0332019693096477,1.0544593153267436,5.2
53,1.0060368698616138,1.0313931877221045,1.0269491004974725,5.300000000000001
54,1.0053110429317742,1.0267680928876002,0.9978277718985898,5.4
55,1.0038755579226886,1.0213281233544464,0.9710463329109872,5.5
56,1.0021946146284797,1.0166793168000348,0.948104916834007,5.6000000000000005
57,1.0010056564871375,1.0130503957153363,0.9290238372789663,5.7
58,1.0006328469013273,1.0098198617792364,0.9153899583608177,5.800000000000001
59,1.000743978113925,1.006493333614793,0.910058967570903,5.9
60,1.000614321999866,1.0030633862207605,0.9139101259669182,6.0
61,0.9996876805642626,0.9998685184004072,0.9248212848229395,6.1000000000000005
62,0.998057858284652,0.9973687465607707,0.9399158629296962,6.2
63,0.9963587074265604,0.9959353183388001,0.9569107050072505,6.300000000000001
64,0.9950487212517912,0.9957065420722158,0.9730684090718632,6.4
65,0.9939028464550668,0.9965323512025919,0.9848740328107568,6.5
66,0.9923878242551311,0.9979633608199487,0.9898731979180732,6.6000000000000005
67,0.9904925253636142,0.9993807678914374,0.9881253043054865,6.7
68,0.9889821142703361,1.0003012385790357,0.9815206388829719,6.800000000000001
69,0.9887504913965256,1.0005424767643574,0.9725272789478415,6.9
70,0.9900247794016938,1.000144878792123,0.9640536008038666,7.0
71,0.9922479092932776,0.9993006753846302,0.959551900231223,7.1000000000000005
72,0.9946120812477542,0.9983184032116258,0.9617633677398002,7.2
73,0.9966240742759881,0.9974817390516058,0.9707055843240289,7.300000000000001
74,0.9982496531340831,0.996941406176316,0.9833253839951301,7.4
75,0.9996449129657393,0.9968521172720933,0.9956461825903046,7.5
76,1.000807073478922,0.9974953567075047,1.0053728319836177,7.6000000000000005
77,1.0015166218958491,0.9990083992344716,1.0125221859579518,7.7
78,1.0016041205073196,1.0010194601971663,1.0180038564653826,7.800000000000001
79,1.0011546768724926,1.00278506222214,1.0219857516716262,7.9
80,1.000454225395007,1.0037183244314682,1.0235931657127615,8.0
81,0.9998785781236129,1.0036813355236651,1.0218946559504605,8.1
82,0.999775168015031,1.0028386195171206,1.0172442476765897,8.200000000000001
