,Li-Li,Li-Co,Co-Co,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,1.8377420795879216e-06,7.657258664949674e-08,0.0,0.5
6,1.6209140309184373e-05,1.2255835308998992e-06,0.0,0.6000000000000001
7,9.554355049941065e-05,1.0147321132465573e-05,0.0,0.7000000000000001
8,0.00044310687078045216,6.213297332941145e-05,0.0,0.8
9,0.0016613217653862703,0.0003081806528219006,6.716661147282844e-07,0.9
10,0.00515579531679112,0.0012653746909694723,7.894589504667531e-06,1.0
11,0.013552501984432341,0.004422924452253341,6.369464640862517e-05,1.1
12,0.030935633496339467,0.01333777289657777,0.0003708948965569719,1.2000000000000002
13,0.062803940041596,0.034923701228583036,0.001730009983550051,1.3
14,0.11558664920015685,0.07971424712052691,0.006704477589028342,1.4000000000000001
15,0.1952601536587552,0.1592432345041539,0.02193754541428692,1.5
16,0.30503676313050715,0.2801694096952171,0.06119661852696038,1.6
17,0.4432141030276668,0.4382851423099719,0.14657685383530653,1.7000000000000002
18,0.6023488267800505,0.6173423769043194,0.30348426390763505,1.8
19,0.7697963441679875,0.7944925735301384,0.5470075209131355,1.9000000000000001
20,0.9294772578995257,0.9488903047398617,0.864840774735679,2.0
21,1.0653758542293192,1.0680072797370685,1.2099946939477089,2.1
22,1.1661945789855708,1.1486045603058144,1.5145409650871715,2.2
23,1.2284987833298935,1.193504498716208,1.7194897722748148,2.3000000000000003
24,1.2561306170986146,1.207819565486471,1.7997693198720313,2.4000000000000004
25,1.2567806765235612,1.1972437670537321,1.7670765052494783,2.5
26,1.2384444512414026,1.1681115381312732,1.6540991939453598,2.6
27,1.2075275999088628,1.127347263351632,1.4965861003552028,2.7
28,1.168789865063515,1.081432956781144,1.3239337690896105,2.8000000000000003
29,1.1264442638676353,1.0354118456324797,1.15751072212899,2.9000000000000004
30,1.0849296919773825,0.9929694083852624,1.0117862288691724,3.0
31,1.0481134839235062,0.9569667822487593,0.8953384598141721,3.1
32,1.0179531422028811,0.9294166881260555,0.8114330424520905,3.2
33,0.9946621207499102,0.9112321291438442,0.7590825559033266,3.3000000000000003
34,0.9781933129657242,0.9026177773027315,0.7349820532702632,3.4000000000000004
35,0.9687762026731108,0.903713011630014,0.735169756181512,3.5
36,0.9657862986099425,0.9143547010210369,0.7554052921349098,3.6
37,0.9669414955078629,0.933074915706224,0.7909935641377638,3.7
38,0.9694358487239809,0.956717839428991,0.8370081122292655,3.8000000000000003
39,0.9715325823979658,0.9813911336332302,0.8885992823786383,3.9000000000000004
40,0.9725697322862528,1.0039391986047081,0.9410510556667062,4.0
41,0.9722402757014997,1.0228156639672399,0.9900707955183531,4.1000000000000005
42,0.9707999863295526,1.0379271348285102,1.0323054324695546,4.2
43,0.9693251165676057,1.0497041690198987,1.065332271808602,4.3
44,0.9687269229900513,1.0580522516084108,1.0872382597307446,4.4
45,0.9688146830478465,1.062036572090815,1.096734134176559,4.5
46,0.9690228049175131,1.0607024557077671,1.093898588913694,4.6000000000000005
47,0.9695856789686383,1.0542887619500558,1.0806212091534495,4.7
48,0.9710967268233424,1.0445468300293965,1.060226618532203,4.800000000000001
49,0.9731685934016825,1.0338112195638685,1.0366367545578712,4.9
50,0.974536513394007,1.0238401254897556,1.013470199317489,5.0
51,0.9745434023702967,1.0154423856990071,0.9932774492576073,5.1000000000000005
52,0.9737530748679041,1.0088034543882447,0.9772630495521124,5.2
53,0.9729142595551411,1.0038476252083177,0.9655863790100181,5.300000000000001
54,0.9719996188228727,1.0003564987659002,0.9577870931981974,5.4
55,0.9706098192386255,0.9980194989640634,0.9531099131313971,5.5
56,0.9689379897483811,0.996622327800135,0.9508679560949291,5.6000000000000005
57,0.9678791527461322,0.996228583374747,0.9507589097745895,5.7
58,0.9682435709738774,0.9970398059791518,0.9529070901649365,5.800000000000001
59,0.9701378853606895,0.9990682163575303,0.9576688993247132,5.9
60,0.9730403585291555,1.0020032417814715,0.9652342703123584,6.0
61,0.9761918000049921,1.0053343035007647,0.9750994504648334,6.1000000000000005
62,0.9789821367894832,1.0084992535045758,0.9858816245479147,6.2
63,0.9812119926286214,1.010987587745962,0.9958679240156091,6.300000000000001
64,0.9829973858040509,1.012477734502309,1.0038214723500833,6.4
65,0.9843972652965636,1.0130073425075572,1.0092884445040753,6.5
66,0.9853371507349641,1.0130172878661041,1.0123969745535244,6.6000000000000005
67,0.9858987836921874,1.0130859760993332,1.013621447702044,6.7
68,0.9862783879942044,1.0135035651889444,1.0136043652279927,6.800000000000001
69,0.9862498850077954,1.014157796969355,1.0128632858289839,6.9
70,0.9850817707762358,1.014848495274038,1.011500806639442,7.0
71,0.9824188533538504,1.0155081575811413,1.0092372806692982,7.1000000000000005
72,0.9790656430514556,1.0160568056486428,1.0057709325647461,7.2
73,0.9764665725374377,1.0162791418618358,1.0010874590286254,7.300000000000001
74,0.9753271968157841,1.0159912965159572,0.995409145810275,7.4
75,0.9749505338156257,1.015199162421876,0.9890287816825288,7.5
76,0.9739763239924875,1.014020767600448,0.9824347704675496,7.6000000000000005
77,0.9715814567118299,1.0126076873355803,0.976521748996106,7.7
78,0.9679501909237105,1.0112195116158609,0.9722857419707003,7.800000000000001
79,0.9640005037996576,1.0101939425346365,0.9701251555948125,7.9
80,0.9609390669087113,1.0096756581251096,0.9696273441557217,8.0
81,0.9597665318984407,1.0094693359463465,0.9701471836639428,8.1
