,Si-Si,Si-Sn,Sn-Sn,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.6000000000000001
7,0.0,0.0,0.0,0.7000000000000001
8,0.0,0.0,0.0,0.8
9,0.0,0.0,0.0,0.9
10,6.045455191863678e-07,0.0,0.0,1.0
11,8.879644470285436e-06,0.0,0.0,1.1
12,7.322377619314258e-05,2.2035684174343108e-07,0.0,1.2000000000000002
13,0.00042906307444551305,4.168465840565959e-06,0.0,1.3
14,0.0019973427558275746,3.4396984534929007e-05,3.6422618469988596e-07,1.4000000000000001
15,0.0076629025575286995,0.00020504154202987906,3.3747816518947966e-06,1.5
16,0.024660116205988056,0.0009665473195636257,2.4089485021533613e-05,1.6
17,0.0672908549955797,0.003748172076537087,0.0001347849901154226,1.7000000000000002
18,0.1570398156390627,0.012218706824776436,0.0006166148196301998,1.8
19,0.31603626490169107,0.03392556041709854,0.0023833794262873615,1.9000000000000001
20,0.5530541567924898,0.08110508242595758,0.007936329959771784,2.0
21,0.849150234930194,0.1685667321125085,0.022895864409593458,2.1
22,1.1555703320833102,0.30740769413405944,0.05733675880184989,2.2
23,1.4106807462905606,0.4966484682024959,0.12492429918045067,2.3000000000000003
24,1.5671407332019531,0.718344761870917,0.23809123904216067,2.4000000000000004
25,1.610936628718529,0.9411199108829092,0.4003612158472678,2.5
26,1.5611966882730124,1.1314781895551114,0.6006293866405822,2.6
27,1.4550834946481563,1.2662589273722358,0.8138808946399123,2.7
28,1.329875242942022,1.3387595096763476,1.0089982410703398,2.8000000000000003
29,1.2116129349505738,1.3563915774934552,1.1604807490439146,2.9000000000000004
30,1.1129316380374685,1.3339790052933727,1.258415802435753,3.0
31,1.0371261491736028,1.287728892692093,1.30961713700518,3.1
32,0.9832177237331594,1.2315516873952028,1.3278961583591,3.2
33,0.94852038502489,1.175317022993347,1.3223701236600547,3.3000000000000003
34,0.9290373487967859,1.1247271585191465,1.295177875048047,3.4000000000000004
35,0.9199802523245536,1.0822593729232097,1.2480050548188149,3.5
36,0.9171542444728736,1.0481352846686858,1.1870956851556806,3.6
37,0.9180881323680464,1.0211348579158266,1.1219096339381383,3.7
38,0.9220333300403739,0.9999189985896885,1.0615453134980504,3.8000000000000003
39,0.9290737936320694,0.9842868704535018,1.0122875683779247,3.9000000000000004
40,0.938883296099943,0.9748014435615958,0.9758101124477983,4.0
41,0.9498780942334556,0.9710984490746253,0.9490923291534554,4.1000000000000005
42,0.9596714534660206,0.971235141151812,0.9279001810443886,4.2
43,0.9666621121547909,0.9728947562383079,0.910948286520403,4.3
44,0.971057900185775,0.9747443932741593,0.9001413157767417,4.4
45,0.9741763721352629,0.9766650708162485,0.8970079781446816,4.5
46,0.9770336936175613,0.979339501238517,0.8998328159045057,4.6000000000000005
47,0.9798856129655863,0.9838169926760367,0.9043464556866098,4.7
48,0.9827256791532752,0.9910041850944207,0.9068665804000878,4.800000000000001
49,0.9855976004512124,1.0009862523005246,0.906771211599846,4.9
50,0.9883529508048376,1.0125969531664523,0.9064142653093992,5.0
51,0.99053725333205,1.0237183196807946,0.9091638431946083,5.1000000000000005
52,0.9917558047394356,1.032197108319115,0.9170893862985673,5.2
53,0.9921052360724805,1.036792011522864,0.9293429008380402,5.300000000000001
54,0.992127204035948,1.0376310942854658,0.9424315424877262,5.4
55,0.9922890065892493,1.035946267128416,0.9529290793081009,5.5
56,0.9925568321967954,1.033229442300886,0.9598982683351436,5.6000000000000005
57,0.9925188893693779,1.030416601351856,0.9641779448758351,5.7
58,0.9918565185641646,1.0277385709801006,0.9664457767040595,5.800000000000001
59,0.9906576776616268,1.0251828789437987,0.9675009413663753,5.9
60,0.9893835062347148,1.022895351786288,0.969511781783084,6.0
61,0.988554831217691,1.0210134715949064,0.974929542834876,6.1000000000000005
62,0.9883501269416808,1.019308554139352,0.9839530141571984,6.2
63,0.9884572939001336,1.0173503119686536,0.9940419585345963,6.300000000000001
64,0.9884072713724146,1.015064690063654,1.0019281765242416,6.4
65,0.9880212430017624,1.0128938604753148,1.0055741057721206,6.5
66,0.9874318936430321,1.0113374657236214,1.0046025920577935,6.6000000000000005
67,0.9867827323284147,1.0104317066834119,0.9998211826590095,6.7
68,0.9861098324143934,1.0097895675036448,0.9927059074727487,6.800000000000001
69,0.9855107643004376,1.0090704370273516,0.9848914733454902,6.9
70,0.9852841863379858,1.0082080296183886,0.9776229311043418,7.0
71,0.98580334854501,1.0072577726038643,0.9717953986213884,7.1000000000000005
72,0.9871917897478534,1.0063519711285844,0.9686308366537695,7.2
73,0.9890763164664975,1.0058458210308447,0.9696928101770305,7.300000000000001
74,0.9907557923205141,1.006251975220285,0.975152001572014,7.4
75,0.9917436226088604,1.0079268132104624,0.9821361518163277,7.5
76,0.992169959662572,1.0107887852425577,0.9863574367844192,7.6000000000000005
77,0.9926246794135378,1.0141834346935619,0.9862494580429636,7.7
78,0.9936479041804821,1.017080288938641,0.9843729576291333,7.800000000000001
79,0.9953453112791886,1.0187361054256348,0.9839300675473924,7.9
80,0.9973272849929075,1.019316980203889,0.9848950399462039,8.0
81,0.9988920301606671,1.0196854538961277,0.9844329468573201,8.1
82,0.9993725134827296,1.0204420393391036,0.9803598978323275,8.200000000000001
83,0.9985134463292887,1.0212351274038245,0.9733397930536389,8.3
84,0.9966383733430029,1.0210687751490193,0.9660549037184707,8.4
85,0.9944739195522113,1.019247305087442,0.9609466794651977,8.5
86,0.9927430518824334,1.0159883437601323,0.9587604422838044,8.6
87,0.9917965500442287,1.0122187227351522,0.958653354427439,8.700000000000001
88,0.9915552196089317,1.0089094799031324,0.9592272123854043,8.8
89,0.9917239629335901,1.0065628646354334,0.9596260520255114,8.9
90,0.9919950241372257,1.0050890569112805,0.9601100132115122,9.0
91,0.9921083050311612,1.0040402458698297,0.9617991194230445,9.1
92,0.9919079004160387,1.003068719987038,0.9656734061102448,9.200000000000001
93,0.9914646496154524,1.0022663139539545,0.9716374042309666,9.3
94,0.9910574231413732,1.0020082145182312,0.9784485386058965,9.4
95,0.9908859024619604,1.0024542471009719,0.9843219783481261,9.5
96,0.9908073307628482,1.0033368093698547,0.9875038359085138,9.600000000000001
97,0.9904619287059154,1.004223089360548,0.9867779344762455,9.700000000000001
98,0.9896878422849357,1.004827687221138,0.9822443687545058,9.8
99,0.9887429217063896,1.005095397724521,0.975972058338701,9.9
100,0.988101874372529,1.0051511784383753,0.9714416176952659,10.0
