,Li-Li,Li-Si,Li-P,Si-Si,Si-P,P-P,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
7,6.535752470547933e-07,0.0,0.0,0.0,0.0,0.0,0.7000000000000001
8,6.55957144549638e-06,0.0,0.0,0.0,0.0,0.0,0.8
9,4.3750235967262256e-05,0.0,1.2720971504094156e-06,1.2720971504094156e-07,0.0,5.088388601637662e-07,0.9
10,0.00022221435126008036,2.8366981208975405e-06,1.4876255061789458e-05,1.2833832414743234e-06,2.382826421553934e-06,9.218378259989753e-06,1.0
11,0.0009142648603090641,2.491340499009117e-05,0.00010500078994491005,1.2569649623820016e-05,3.122107033278953e-05,7.487837082600507e-05,1.1
12,0.003122102989061877,0.00015231849798877552,0.0005536761689698658,9.032379727250353e-05,0.00022308548132667511,0.00044688933967714303,1.2000000000000002
13,0.00901607928257791,0.0007283880614976191,0.0023539568624378563,0.0004958507057277082,0.001191514288429559,0.0020805827898588577,1.3
14,0.022256965140968508,0.0028273230991646098,0.008298727778882386,0.00222742654763374,0.00507807992127362,0.007943364065136923,1.4000000000000001
15,0.04746117410467339,0.009151124725059783,0.02464422234891942,0.00838469276819947,0.01782170900732049,0.02533634567562962,1.5
16,0.08844254805969105,0.02521928943365609,0.062482995467891045,0.02666751916206964,0.05223237538832999,0.06804934140834983,1.6
17,0.14630415911020767,0.06021316888286855,0.13700338035966875,0.07199903076063378,0.12911628813181553,0.1548318058368243,1.7000000000000002
18,0.2195439899445464,0.12615679358555035,0.2629621844314412,0.1659825498968604,0.2716469308726244,0.3002484919563551,1.8
19,0.3065813181529801,0.23397623674245993,0.44678351805155647,0.3292065237642702,0.4908478843410595,0.5001825681569736,1.9000000000000001
20,0.4073296122059883,0.386697599752752,0.6786603220242101,0.5668809819438095,0.7693737162833431,0.7238854740941875,2.0
21,0.520548825788119,0.5738777722771269,0.9303523990821279,0.8561906543734363,1.0585201270569526,0.9240195111726325,2.1
22,0.6396430546303868,0.7728948248139731,1.1633338503261854,1.147169205132417,1.2967588586595895,1.0597436975173495,2.2
23,0.7528873072590508,0.9576166380156609,1.3448567036549397,1.3811941385842623,1.4389126286663914,1.1143899845799032,2.3000000000000003
24,0.8490105462728801,1.1078899804521765,1.4606170270771568,1.5170276271276104,1.4746745146636298,1.0967225241054916,2.4000000000000004
25,0.9225179897876559,1.213579973669131,1.514284898481944,1.5470227996140447,1.425834138429249,1.0311125238456473,2.5
26,0.9742647637052257,1.2734987644556883,1.5175298706418867,1.493779345817518,1.3293696163459359,0.9464104316172712,2.6
27,1.0085137673412972,1.2929358519293375,1.4821079052640758,1.3930452750285833,1.2202356123525113,0.8675166269168982,2.7
28,1.0299010396474042,1.2812657814919433,1.4188771778208482,1.2767971448845359,1.1220352770849904,0.8098392452651391,2.8000000000000003
29,1.0415055206396149,1.2494143216618787,1.3395103742266985,1.1657382170223924,1.045407396319547,0.777569624307946,2.9000000000000004
30,1.0441152328881256,1.207525207570805,1.256235709240082,1.07061423699207,0.9906625912836037,0.7668592286867364,3.0
31,1.0373626471608495,1.1633525455619733,1.1793026152508623,0.9963367365893091,0.9527164031085164,0.7718701960490733,3.1
32,1.022168744880671,1.121529719921631,1.1145669661626334,0.9444615280523598,0.9265829187007917,0.7886674457541621,3.2
33,1.002100687522798,1.0838737463694261,1.0630578708398262,0.9137440763052364,0.9101847225671844,0.8142463376049426,3.3000000000000003
34,0.9821612376924086,1.0506848454238475,1.0224575023282327,0.9004209634052948,0.9032843662371064,0.8440536739500839,3.4000000000000004
35,0.9662185633906203,1.0222832601005216,0.9895330509193221,0.8991695245487638,0.9054903224002898,0.8726667195661084,3.5
36,0.9551487341952918,0.9996594909693034,0.9626916362994679,0.9045761150329777,0.9156110195431149,0.896730367093662,3.6
37,0.9468886346163824,0.9838619441026853,0.9432307709724548,0.9124768709576064,0.9314393154636451,0.9157842316684461,3.7
38,0.9383326264683752,0.9749601437239334,0.9338627937254403,0.9206937684432989,0.9494422783601589,0.9304360506970026,3.8000000000000003
39,0.9278447512557289,0.9719449375626256,0.93555426960467,0.9289541151038218,0.9655989041687258,0.9413136387396774,3.9000000000000004
40,0.9167738711564881,0.9736531213903304,0.9458250148070655,0.9380731522357155,0.9774590696486395,0.9495278555632924,4.0
41,0.9089176367232702,0.979289346075035,0.9601872791125072,0.9486379530824174,0.9852687183383952,0.9563266409717822,4.1000000000000005
42,0.9082439982671098,0.9878953006477466,0.9748943255632193,0.9598453574959628,0.9908965932221905,0.9621412017025314,4.2
43,0.9165081797090303,0.9978560863005314,0.9882227490792417,0.9695259860245512,0.9959750761416141,0.9669296330854658,4.3
44,0.9322668813909648,1.0073661053589673,0.9998320023128225,0.9756712669106036,1.0011154364651167,0.9710878622261435,4.4
45,0.9513579937966029,1.0153040631494767,1.0096239946370196,0.9781907669798551,1.0061840639315578,0.9753346438765746,4.5
46,0.9686508223864214,1.021448718262344,1.0170740872914368,0.9789770871359323,1.010693233687448,0.9801251816925971,4.6000000000000005
47,0.980579554789554,1.0259579323482773,1.021200337284905,0.9801268253184814,1.0140662377540095,0.9855504819734224,4.7
48,0.986869614451405,1.0288390353331576,1.0213685266692094,0.9822316164763167,1.0159971109825958,0.991482592101387,4.800000000000001
49,0.9898609110325853,1.0299077365149143,1.0183776654843169,0.9842782682348985,1.0166641817372206,0.9976966795992265,4.9
50,0.992048937416123,1.029028993372109,1.0142435401789895,0.9848440396054516,1.0164897395842374,1.003935288082115,5.0
51,0.9942427728406514,1.0262354230423385,1.010404982821004,0.9833262318446714,1.015809718183674,1.0097122865390165,5.1000000000000005
52,0.9955951416528617,1.0218853917733037,1.006531031154121,0.9804461897687164,1.0148283877558502,1.014274694655518,5.2
53,0.9945539874141434,1.0171119257933938,1.0015839154821642,0.9780401213066684,1.0136498645517134,1.0170054672042936,5.300000000000001
54,0.9898868528827705,1.013764283107228,0.9958138695814633,0.9781904731432803,1.0122889959294084,1.017551563490443,5.4
55,0.9817792983571992,1.0130022740331106,0.9910887638771948,0.9817795757639126,1.0109494458009884,1.0153558566308098,5.5
56,0.9721609959810832,1.0139031559628704,0.9889990395464656,0.9874526873536102,1.0103483652372494,1.0097962524615547,5.6000000000000005
57,0.9633993430906868,1.0142673251224437,0.9889802995398246,0.9923611701845287,1.011382467812279,1.0012519982053991,5.7
58,0.9568523890801784,1.0128814327614575,0.9888887578372404,0.9943634143945348,1.0141243935378437,0.9914996220062576,5.800000000000001
