,Li-Li,Li-S,S-S,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,2.342784253176497e-07,0.0,0.0,0.5
6,2.5377141199524355e-06,0.0,0.0,0.6000000000000001
7,1.5400253330203103e-05,8.798456417485069e-08,0.0,0.7000000000000001
8,7.36459185220128e-05,1.4243634452901036e-06,1.5466036671360468e-07,0.8
9,0.0002820615746894026,1.2501971628094247e-05,3.7485160050519084e-06,0.9
10,0.0008878010550643354,8.52322168384241e-05,4.2540842019424084e-05,1.0
11,0.0023363388815915024,0.00044774417216937855,0.0002895978844565416,1.1
12,0.00528313584991482,0.0019374541395401346,0.001472391034265527,1.2000000000000002
13,0.010605764019636334,0.007080456997551382,0.0060382346423175776,1.3
14,0.01962035146493582,0.022063850604424732,0.0203758616009772,1.4000000000000001
15,0.03452708320915756,0.05896175676940108,0.05698245642068152,1.5
16,0.05869936308491194,0.135970331821747,0.13291030361845238,1.6
17,0.09615954060555844,0.27275536375304515,0.26060988409456914,1.7000000000000002
18,0.14993798320092297,0.48059120138921557,0.43399054710767354,1.8
19,0.22025521780980223,0.7516861961885276,0.6219201373785062,1.9000000000000001
20,0.30425906532747243,1.054872147505119,0.7794856520308108,2.0
21,0.39768431367955326,1.3426613982330922,0.8710225459592984,2.1
22,0.4963761581671829,1.5681567723683634,0.8869054464616555,2.2
23,0.5961587432892489,1.7026611574262898,0.8434241347322005,2.3000000000000003
24,0.6923419378720892,1.7431325538465392,0.7702886582644426,2.4000000000000004
25,0.7804678134214006,1.7067531665370232,0.6963023696769737,2.5
26,0.8575575369522254,1.619708698631188,0.6404229770630586,2.6
27,0.9223361958555122,1.5079650770383581,0.6102182011139365,2.7
28,0.9743924213289487,1.3919629519256858,0.6054168941802023,2.8000000000000003
29,1.0136175425324778,1.2842787966986902,0.6222774133173277,2.9000000000000004
30,1.0406285098967052,1.190145919331537,0.6559969272192623,3.0
31,1.0570759070005558,1.1102734291808811,0.7014794396628135,3.1
32,1.0650817050140713,1.0439907983795862,0.7538955999418248,3.2
33,1.0667825770939376,0.9908825693060892,0.809198303459651,3.3000000000000003
34,1.064521395399277,0.9506656118986471,0.8640734488053401,3.4000000000000004
35,1.0607128546368703,0.9224204328603712,0.9157012679511278,3.5
36,1.0570518936988873,0.9043817934829226,0.9620621421142986,3.6
37,1.0541377598019694,0.8942814432221317,1.0025374356222776,3.7
38,1.0518946985896565,0.8896667486006494,1.037726978791276,3.8000000000000003
39,1.0500942611960091,0.8882607071636713,1.068124049722918,3.9000000000000004
40,1.04850159209564,0.888630980434128,1.092744269436033,4.0
41,1.0468752402658366,0.8905389572149656,1.1095244370378974,4.1000000000000005
42,1.04502067098753,0.8943379429170651,1.1176572000362262,4.2
43,1.042924365607395,0.9000050091123685,1.1193373814363419,4.3
44,1.0407746251338181,0.9068887116706507,1.11855714664935,4.4
45,1.0385632862397847,0.9143297178328366,1.118021223950511,4.5
46,1.0355647648408304,0.9223112978161447,1.1174045612594938,4.6000000000000005
47,1.0306362872676902,0.9313804540726099,1.1144862245666207,4.7
48,1.0233361563047574,0.9420036699252665,1.1075756821321545,4.800000000000001
49,1.0146064445434666,0.9540044278646698,1.0967925517209973,4.9
50,1.0062216835516542,0.9664943351816214,1.0835302481225813,5.0
51,0.9995204533630834,0.9783414971431085,1.0692295772915714,5.1000000000000005
52,0.9945268814819719,0.9888860162559449,1.054754612400837,5.2
53,0.9902285753704191,0.9982372091253225,1.0406058786177645,5.300000000000001
54,0.985719842566491,1.0067983912848137,1.0272998052180242,5.4
55,0.9810380554438588,1.0145683694162464,1.015374929255909,5.5
56,0.9768899091845473,1.021049681753353,1.0050666390561709,5.6000000000000005
57,0.9737791204759813,1.0257981249832615,0.9960967533851536,5.7
58,0.9715905908915002,1.0288338587640808,0.9878667454920942,5.800000000000001
59,0.9700279139405359,1.0304939662377695,0.9799555016964265,5.9
60,0.9692270379262484,1.031128201522905,0.972557420226215,6.0
61,0.9697430873178652,1.0310128477976626,0.9664539906852578,6.1000000000000005
62,0.9719765262224188,1.0303259018753907,0.9623960647945532,6.2
63,0.9757072969705064,1.0290921892312324,0.9604026642205267,6.300000000000001
64,0.9801280632357277,1.0273158443773176,0.9596732879443262,6.4
65,0.9843115063715894,1.025194003975821,0.9592293406727794,6.5
66,0.9876804423132495,1.0230014434297727,0.9586413664544228,6.6000000000000005
67,0.989987027288348,1.020774072645965,0.9580787987109615,6.7
68,0.9909876993080275,1.0183069162477758,0.9578276160308031,6.800000000000001
69,0.9905608596604025,1.0154439849133108,0.9581699069301649,6.9
70,0.9892877701645424,1.0122245842353925,0.9597834637642596,7.0
71,0.9884973931460247,1.0088457286485975,0.9636608277704307,7.1000000000000005
72,0.9893135730787749,1.0056484762017457,0.9701291798745524,7.2
73,0.9916953899844191,1.0030544492561737,0.9780423600695053,7.300000000000001
74,0.9946005724411507,1.0013610034747649,0.9852724750792166,7.4
75,0.9969812340379247,1.0005830089760555,0.9901713395173709,7.5
76,0.9984073435961923,1.0004090363925078,0.9925363543707743,7.6000000000000005
77,0.9988659723002454,1.0002471228937881,0.9932817075275007,7.7
78,0.9984190038872036,0.9995436465115718,0.9935767343201162,7.800000000000001
79,0.99732112952392,0.9982909540398328,0.9944667819301244,7.9
80,0.9961676785167557,0.9970700224185908,0.9967828781903513,8.0
81,0.995555577451018,0.9964515142259804,1.0007132519310866,8.1
82,0.995701152738033,0.9964922641233073,1.0054013099909436,8.200000000000001
83,0.9965317782820068,0.9968198984238764,1.0092892364647201,8.3
84,0.9978955406589427,0.9969935935784451,1.0110582911804664,8.4
85,0.9994557692287647,0.9967613653077876,1.0104215829284273,8.5
86,1.0005952196044372,0.996126429501347,1.0082554643347388,8.6
87,1.000710463249741,0.9952131459574998,1.0060288395950054,8.700000000000001
88,0.9995968765993689,0.9940900810257242,1.0049570580743736,8.8
89,0.9975145673712171,0.9928298945200469,1.0053950554674569,8.9
90,0.995079292358546,0.9917001757730921,1.0067442977509191,9.0
91,0.9931286363572731,0.9910763357842789,1.007989886305093,9.1
92,0.9924199635352287,0.9910841881538766,1.0085830069381978,9.200000000000001
93,0.993187187719683,0.9914485487578552,1.008812110366968,9.3
94,0.9949299194363516,0.9917398397965749,1.009256637333742,9.4
95,0.9966998675758905,0.991692687197176,1.010094789614567,9.5
96,0.9976925896498565,0.9912858156316103,1.0110822538950779,9.600000000000001
97,0.997671700543061,0.9906444870708416,1.0119585311126436,9.700000000000001
98,0.9969516459975089,0.9899461408838353,1.012645434590032,9.8
99,0.9960742824267176,0.989370549136678,1.0131420737881076,9.9
100,0.9955067277053471,0.989052388949067,1.0134149979151643,10.0
