,Li-Li,Li-Si,Li-P,Si-Si,Si-P,P-P,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
7,8.120957654411198e-07,0.0,6.767464712009333e-07,0.0,0.0,0.0,0.7000000000000001
8,7.040266590892478e-06,0.0,7.98172154824665e-06,0.0,0.0,0.0,0.8
9,4.178255760723933e-05,1.0537574811087192e-06,5.2531559172245334e-05,0.0,1.975795277078849e-06,0.0,0.9
10,0.00019638244398265863,1.0396083135176166e-05,0.00026652072892744685,1.7623606020857636e-06,4.8131015662348944e-05,0.0,1.0
11,0.0007514484231044367,6.99008790864112e-05,0.0010982241031018433,2.3355016049136957e-05,0.000364866204982015,0.0,1.1
12,0.002404989899721089,0.0003621515822063037,0.0037648631987502513,0.00022208220469133636,0.0020182980953497892,0.0,1.2000000000000002
13,0.006616234742063831,0.0015257424400892331,0.010998769144893413,0.0013532200645667975,0.008796001220490188,0.0,1.3
14,0.01605098549890302,0.0053918318002246935,0.028063858138656694,0.006420849075577292,0.03113288650847107,0.0,1.4000000000000001
15,0.03500546686999556,0.01627788957131959,0.06408479200023137,0.024956944001140825,0.09086844525984869,0.0,1.5
16,0.06935332360324756,0.04254502220408149,0.133469769695852,0.08023968929793977,0.22133914597621349,0.0,1.6
17,0.12529543541036317,0.09718215341163956,0.2559281722192658,0.21478835950852504,0.4552223663107118,0.0,1.7000000000000002
18,0.2069019576788068,0.19548563705975563,0.45205470783693014,0.48176200671728286,0.7992463031050552,0.0,1.8
19,0.31378454095548247,0.34883444237713535,0.7323738796194976,0.9132183058261402,1.2099168705807257,0.0,1.9000000000000001
20,0.4404377672203082,0.5567711444347865,1.0834081933989594,1.4785018214366077,1.5939827148727312,0.0,2.0
21,0.5774775358820695,0.8025715917224077,1.460940050783496,2.068604945543961,1.8454733346462033,0.0,2.1
22,0.7139193659751362,1.0562637826457502,1.8002921114216268,2.5321072644355027,1.8998176873702348,0.0,2.2
23,0.8396339759772856,1.283735378234281,2.0419736935356987,2.7475216743413045,1.7655872277653097,0.0,2.3000000000000003
24,0.9472362453679388,1.4567240767326881,2.156538923930393,2.6838850418380575,1.5116066034584597,3.122682691820712e-05,2.4000000000000004
25,1.032860919275692,1.5597870090740016,2.150892684227815,2.406662180634419,1.2243167140937639,0.00022040332816443276,2.5
26,1.0958319627602424,1.5929930084707338,2.054405382015226,2.028889133827696,0.9682355908512258,0.001159308617337092,2.6
27,1.1375461844218648,1.5695561302956658,1.9007654452890392,1.6506886944541568,0.7712224239033655,0.004763532494691288,2.7
28,1.1601191795483161,1.5088770249267018,1.7196665825754975,1.3293051694784321,0.6341242154724397,0.015444292651571868,2.8000000000000003
29,1.1657681325774718,1.428838791529632,1.5363323635028678,1.0837890195249442,0.5493933145204266,0.039771036986181986,2.9000000000000004
30,1.1573986973959287,1.341824024654047,1.3703818379219073,0.9119941717900447,0.5121671839811544,0.08220144257983317,3.0
31,1.1392348682315276,1.2551591357441734,1.2327544226650016,0.80274829083257,0.5174492593401099,0.13877800710414775,3.1
32,1.1160995395652247,1.1734904172277216,1.1246820390673873,0.7418707865699125,0.5517872942839226,0.19701119515767168,3.2
33,1.092004615793955,1.1005930369715526,1.0405924379411962,0.7159347586974519,0.5937557759304614,0.24598378174133398,3.3000000000000003
34,1.069556598891155,1.0396568297992577,0.9734531800626928,0.7141588862148885,0.6261121911067387,0.28616012335846347,3.4000000000000004
35,1.049985366633205,0.9925655096195257,0.9194245836007906,0.7279880718612535,0.6464230891709871,0.32663711732044104,3.5
36,1.0332125707107747,0.9594639170825889,0.8790972658684226,0.7503296377636378,0.6643743446134373,0.3752006571552918,3.6
37,1.018519940888642,0.9391646102973339,0.8551426015269051,0.7764032737134418,0.6899551307368402,0.43481021560422073,3.7
38,1.0057328899969578,0.9297398020774272,0.8490340125679603,0.8040278349547735,0.7252167317864632,0.5058236165742483,3.8000000000000003
39,0.9955072963614648,0.928789529091285,0.8593319645648113,0.8314531667069122,0.7657436798460177,0.584697632204723,3.9000000000000004
40,0.9883325265648492,0.9337512604669976,0.8818013795652029,0.8551331209296895,0.8067408183264488,0.661651653041808,4.0
41,0.98375830017795,0.9423326452975197,0.9105854829101233,0.8702186788120888,0.845782859515016,0.7258549524673026,4.1000000000000005
42,0.980910668035881,0.9526389409826319,0.9398824162168607,0.8735999384038629,0.8811843402014858,0.7737518168063305,4.2
43,0.9794576320043529,0.9630794450759729,0.9656039673810592,0.8670891798323699,0.9106847223160442,0.8091466633827225,4.3
44,0.9796998578050362,0.9725896138487767,0.9860697096922258,0.8574475639110697,0.93184790521674,0.8352795949059474,4.4
45,0.9817201568402372,0.9809494001120395,1.0011769995317574,0.8522513667640441,0.9424571667078504,0.8488588905314087,4.5
46,0.9847300382440819,0.988414676799182,1.0108140146334041,0.8553803181983802,0.9415613207064885,0.8428462303987798,4.6000000000000005
47,0.9874851303977679,0.9949348050172342,1.0144130044182988,0.8662582200422266,0.9319239170864642,0.814786418903861,4.7
48,0.9892535084681016,1.000031001584632,1.0123528773949213,0.8819508592800455,0.9204941249161795,0.7706542637203161,4.800000000000001
49,0.9902075521519719,1.0033209945569983,1.0071750440455058,0.8989063376841856,0.9145143168254335,0.720551336564962,4.9
50,0.9910095906054578,1.0048198122977208,1.0027486141958952,0.9139021911639975,0.9171024397896382,0.6746760494917382,5.0
51,0.9922126526406994,1.0048368411749806,1.0022279644685166,0.9252271891519996,0.9269742494377942,0.6446051655674849,5.1000000000000005
52,0.9939601030928087,1.0038897036308667,1.0063814810175347,0.9332895120088814,0.9410338895766653,0.6427300029664856,5.2
53,0.9959572505987199,1.002600678951875,1.0129955310249585,0.9395086822734523,0.9559768905673505,0.6761227889342307,5.300000000000001
54,0.99760685735912,1.0013201540603254,1.017971680789318,0.9444692709990873,0.9683941192408282,0.7436291691797767,5.4
55,0.9983579354235578,0.9998680061291071,1.0178783411910135,0.9475638232145207,0.9754401858585849,0.8402244419608289,5.5
56,0.9982076069480014,0.9979262817207938,1.0120411712282222,0.948527261182392,0.9768997634993146,0.9583996549650181,5.6000000000000005
57,0.9978848658227207,0.9955239676195614,1.002483744795627,0.948575028174963,0.9764080468850893,1.0818207495041021,5.7
58,0.9983112909585274,0.9929048431296882,0.9921765349903594,0.9493506288970561,0.9794869052619093,1.1851409363976897,5.800000000000001
59,0.9998131226321102,0.9902976937925583,0.9836317058863442,0.9512744982228352,0.9900037653669902,1.2493541647213307,5.9
60,1.0019052484215705,0.988201506640696,0.9786877537515091,0.9536523310616069,1.0088595486063228,1.275468218065797,6.0
