,Li-Li,Li-Si,Li-N,Si-Si,Si-N,N-N,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,1.9699418128411007e-05,0.2
3,0.0,0.0,0.0,0.0,0.0,0.00030711352724426054,0.30000000000000004
4,7.200079725296424e-07,0.0,0.0,0.0,0.0,0.00200436839248487,0.4
5,4.69504175406141e-06,0.0,1.5337447935542678e-07,0.0,3.0674895871085355e-07,0.00980553582175488,0.5
6,2.3843389424180825e-05,0.0,3.5128081212774374e-06,0.0,8.348079865568494e-06,0.038161738665777184,0.6000000000000001
7,9.614565491678413e-05,0.0,3.0564703525446525e-05,0.0,0.0001114558148986983,0.11886244764528726,0.7000000000000001
8,0.0003053262859450168,0.0,0.00019625735563909066,0.0,0.0008099016358699728,0.2970584309100226,0.8
9,0.000786018256710014,0.0,0.0009722719782993115,0.0,0.0042957287466520175,0.5975020232035412,0.9
10,0.0017137064252169569,1.7600194884057924e-06,0.0039532349786469525,6.400070866930155e-07,0.018183605855128928,0.971200765868411,1.0
11,0.003436120147971458,1.7220876657040334e-05,0.013487885989413148,6.471013618010673e-06,0.06304309766170646,1.28281088026739,1.1
12,0.006938647316478943,0.0001101258888916704,0.039060297160551,4.498953703071354e-05,0.18029648605300894,1.3875341288871845,1.2000000000000002
13,0.014484405392886037,0.0005432254929860195,0.09673233604081793,0.00024371090944937782,0.4273044903094349,1.2427376392687826,1.3
14,0.02977566370019582,0.0021708909942829914,0.2062775730456314,0.0010783731105640797,0.8434863893758267,0.9376216211885389,1.4000000000000001
15,0.057119021326729254,0.007213367215299031,0.3817486602347823,0.004014935638749696,1.3952197286522277,0.6134758539304094,1.5
16,0.10005037992276972,0.02029583862598562,0.618970511895644,0.01283889943142176,1.9486814586932,0.36728410878883677,1.6
17,0.1604625012366492,0.04916241270037005,0.8891943525050884,0.035613095669711145,2.3211599303360666,0.22262931518743845,1.7000000000000002
18,0.2385424501872314,0.10408263106340872,1.1462063871972232,0.08605297929794978,2.389984345957641,0.15949578638264603,1.8
19,0.3325558548451277,0.1951979485128102,1.344503078478367,0.18148547715710947,2.1671537628583173,0.15104257621328718,1.9000000000000001
20,0.43790873090812454,0.3280963680370543,1.4577523632624079,0.33512120054257827,1.7757621036798081,0.1799572292064854,2.0
21,0.5470960746728482,0.4994006765678741,1.486642090315049,0.5451739766720244,1.3619289144681084,0.2385565170385765,2.1
22,0.652261908632215,0.6950290775381923,1.4527588740198318,0.7895510974983995,1.0227386854142648,0.3238030313303329,2.2
23,0.7487255598608274,0.8931035403284463,1.3845205030938852,1.032980628463653,0.79004527763108,0.43313209909284467,2.3000000000000003
24,0.8355984877110139,1.070879521964016,1.30520525929783,1.2424385078351745,0.653086522119838,0.5619735804487848,2.4000000000000004
25,0.9127562722696277,1.2120089300620231,1.2287515555882653,1.3989024991550585,0.5867754118395896,0.7025568337458237,2.5
26,0.9781611527973866,1.3098967778270763,1.1616777918445509,1.498690750664908,0.5679542636458218,0.843858450302247,2.6
27,1.0288306648319285,1.366227723147707,1.10638493770461,1.5477976487754435,0.5794590169703048,0.9729781298001229,2.7
28,1.0635868521350096,1.387440901570091,1.0629384179657153,1.5556911668110562,0.6089024949305273,1.0780867176100124,2.8000000000000003
29,1.083670040980314,1.3819403596858078,1.0293999440144261,1.5317435634252625,0.6475113469048006,1.1517008507749356,2.9000000000000004
30,1.0907803650648544,1.3583516385600398,1.0026001575216903,1.484098715326367,0.6897634352744196,1.192197289775448,3.0
31,1.0858795842587539,1.3241134310683886,0.9801461302651672,1.4195295936324475,0.7326653515330912,1.2030904736334502,3.1
32,1.0706457316085463,1.2846166760605016,0.9619850394500272,1.3435530072313953,0.7748757285416007,1.1914107909376634,3.2
33,1.0489153158102573,1.2433704087726032,0.94968259858362,1.2607114517562832,0.8163826339273272,1.1659054441139367,3.3000000000000003
34,1.0252826370068548,1.2023457995038924,0.9442002689236988,1.1750648474130692,0.8579977076514912,1.1348009692120782,3.4000000000000004
35,1.002553630927377,1.161731490958115,0.9445998576960688,1.0910826249495593,0.9000233374657994,1.1037605618232573,3.5
36,0.9815954479235112,1.1202705833627002,0.9487205666395413,1.0142487856626232,0.9414005722645696,1.075423852116763,3.6
37,0.9633254106434596,1.077212715506971,0.9546747380709866,0.9499745712506584,0.9804569032020332,1.0506556598341508,3.7
38,0.9495358440211991,1.0341208880436896,0.9616344238340849,0.9013546782495625,1.0161322851807475,1.0298741137848295,3.8000000000000003
39,0.9417553658592213,0.9944877125860931,0.9695563543417104,0.8682438103819234,1.0479955265654861,1.0132037079174459,3.9000000000000004
40,0.9401015499532647,0.9620082379718964,0.978535586725329,0.8490803591961017,1.0751405909204752,1.000061928866596,4.0
41,0.9430989192163944,0.9393810709062301,0.9883574461307791,0.8433059286972904,1.0955915500504625,0.9894043228511846,4.1000000000000005
42,0.9483346355627734,0.927717781239942,0.9982571877264321,0.8511042673296837,1.1070855002769877,0.9806017276269925,4.2
43,0.9538847288735988,0.9260334651111417,1.0069387243750385,0.87072134321146,1.1084155487634788,0.973890507370812,4.3
44,0.959191246720186,0.9313040746132468,1.0131014711189592,0.8972175866828315,1.1002390386921048,0.9697809750029348,4.4
45,0.9640794983112108,0.9397264789049085,1.0161810551885853,0.9246031704718918,1.0850409676332258,0.9680102029001786,4.5
46,0.967599252790735,0.9485826685505566,1.016520004808015,0.948952830749783,1.0663385467568076,0.9673457610632242,4.6000000000000005
