,Li-Li,Li-Ti,Li-Si,Ti-Ti,Ti-Si,Si-Si,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
6,1.3239157835460588e-06,4.96468418829772e-07,0.0,0.0,0.0,0.0,0.6000000000000001
7,1.2092848602720998e-05,4.967297381978753e-06,0.0,0.0,0.0,0.0,0.7000000000000001
8,7.451200049613468e-05,3.0382009902201575e-05,2.534057554443628e-07,0.0,0.0,0.0,0.8
9,0.00035835858113210107,0.00014381453687973102,2.7747638460603367e-06,3.928227627649638e-06,0.0,0.0,0.9
10,0.0014039957455794939,0.000546460175775236,2.0315394479358177e-05,4.433600306510366e-05,3.0033274719331886e-07,4.004436629244252e-07,1.0
11,0.00459478824983687,0.0017028944939990293,0.00011404303108836412,0.00028729104462358484,4.204671524298414e-06,5.486428378854473e-06,1.1
12,0.012855716905070938,0.004412728853164912,0.0005298718281544926,0.0014026131892100697,3.3837325719554215e-05,5.0822425413467124e-05,1.2000000000000002
13,0.03145212652105879,0.00969604551182802,0.002069652994420804,0.005492907455044577,0.00019739081858979963,0.00032093972310295356,1.3
14,0.06853447312880523,0.018542486374115815,0.006971434505730422,0.01754187928926083,0.000925007689918032,0.001579022749333591,1.4000000000000001
15,0.134793938254836,0.031913425354589194,0.02047696546648278,0.04611185843506383,0.0035965123231393604,0.00636382041805395,1.5
16,0.2411826685221219,0.05132972351349211,0.052690252067175036,0.10080890501108392,0.011847000375101153,0.021419503069122166,1.6
17,0.3944512406401616,0.07963372328761012,0.1189484989956067,0.1857393764564439,0.0335050251412194,0.06062047695235708,1.7000000000000002
18,0.5919046923247065,0.12097629025631594,0.23604244038863736,0.2938378257803741,0.08225002468609338,0.14507377849538783,1.8
19,0.8181155656610947,0.1796204046798568,0.4137427413785434,0.4098613374878408,0.17690268049029523,0.295439250421635,1.9000000000000001
20,1.04610327078041,0.2580956803266509,0.6461688013944342,0.5225348985615151,0.3360305733639192,0.5160773503922702,2.0
21,1.2448666029649176,0.35542131076426625,0.9099260436367781,0.6350196611694442,0.5677109626440651,0.7809184033307347,2.1
22,1.3918909389135312,0.4659735457296257,1.1709399473219146,0.7628812713687391,0.8587396070322311,1.035995115829945,2.2
23,1.4829747068071513,0.5799070856989027,1.3948827765957135,0.9216718673654224,1.1710712742987361,1.2228373449037433,2.3000000000000003
24,1.5307325460559105,0.6856543469993313,1.5556964202280896,1.115664803448572,1.451202787611934,1.3080519003772337,2.4000000000000004
25,1.5527807559937326,0.7735039690129283,1.6412171329102316,1.3350589417414276,1.6495419207629087,1.2973441179843632,2.5
26,1.5599065326977792,0.8382214659055809,1.6556905005170728,1.5591407332278928,1.7381270879897015,1.22517243019224,2.6
27,1.5524418141469174,0.8794692249223269,1.616694016050479,1.760354712433791,1.7162231480606625,1.1312113060127584,2.7
28,1.5252733950920896,0.9004985269308289,1.5465594936621132,1.9092056311683179,1.6041804016008896,1.0423387644255822,2.8000000000000003
29,1.4767395026782744,0.9062532328542746,1.4639365201973418,1.9819791092784453,1.433743586507602,0.969247805463895,2.9000000000000004
30,1.413941737553764,0.9016103521735725,1.3802280444183277,1.9689033550519563,1.2397835330738707,0.913190589675246,3.0
31,1.3494452113171755,0.8903403985193976,1.3001907392736103,1.8773554298277888,1.0529989381481195,0.8738839822681452,3.1
32,1.2930214128347828,0.8752832774460284,1.2247936111678817,1.728160520351811,0.8941017553958455,0.8528887050228061,3.2
33,1.246945173823577,0.8592637533764074,1.1551089214059957,1.5481769780974424,0.772308976063635,0.8518054095121826,3.3000000000000003
34,1.2076400196456274,0.8452876458296491,1.0943148183756581,1.3633722131159507,0.6884746813077339,0.8685138226627228,3.4000000000000004
35,1.1700392037613294,0.8354344974715259,1.0457202916050086,1.1941354750700583,0.6394502430579793,0.8958240462772286,3.5
36,1.1313591387968789,0.8299385829077325,1.0098840951054215,1.05302885494342,0.620772983779808,0.9246012068316468,3.6
37,1.0934116000484702,0.8279997643273557,0.9849885347982462,0.9450657690332775,0.6274766339059199,0.9488854700518922,3.7
38,1.0617457168584863,0.8293123785155602,0.9694495775391313,0.8699199095001732,0.653882810112594,0.968056217331266,3.8000000000000003
39,1.041172992097109,0.8341914028739028,0.9629142062687578,0.8245069869037593,0.6934018343725119,0.9841004420334161,3.9000000000000004
40,1.0316312551769362,0.842521260239977,0.9648607793033017,0.8045635715799938,0.7395838661772139,0.9979962618225826,4.0
41,1.0287476697496012,0.853548134345854,0.9732129117542251,0.8051595744435345,0.788315560505227,1.0095516756982745,4.1000000000000005
42,1.0279481533255377,0.8666747393538818,0.9846993979205881,0.8211631349884141,0.8389104877047914,1.019435635235162,4.2
43,1.0274278353276896,0.881721992145564,0.9965330775992403,0.8482451474920261,0.8922357872133607,1.0294659228013883,4.3
44,1.0278676069311414,0.8985889599470418,1.0078618552143213,0.8834125249871879,0.9472090445407808,1.04057045749079,4.4
45,1.0302350225569188,0.9173782099042693,1.019668607119591,0.9240229268465793,0.9992459826688954,1.0514361894108426,4.5
46,1.0336994672630686,0.9387213145327448,1.032863955754106,0.9664846010057592,1.0424438893048764,1.059645232682351,4.6000000000000005
47,1.035514812595966,0.9630627767128668,1.0460636919422694,1.006639262202803,1.0733268759018153,1.063588872803035,4.7
48,1.0331586291265122,0.9892070924882227,1.055558063364291,1.041393060621911,1.092425006361499,1.062751098692977,4.800000000000001
49,1.0263459820454255,1.013891551785058,1.0581081777193204,1.0692187931315122,1.102650581496709,1.0567877333066404,4.9
50,1.0165269276001343,1.0331501983217202,1.0537725437661392,1.0889284746297851,1.1067231563069453,1.0452773113205658,5.0
51,1.0049297623535558,1.0444231752024586,1.0457288795723882,1.0987235255368417,1.1059761285861882,1.0285288100175016,5.1000000000000005
52,0.9921142083148662,1.0478238042155492,1.0375360958088098,1.0971319763185536,1.1007738114907408,1.00809566792521,5.2
53,0.9794408009392178,1.0457810218647652,1.0306636977136563,1.0847255182928623,1.0914191250632144,0.9862038808616379,5.300000000000001
54,0.9695490732132673,1.041522686425131,1.0241718107597075,1.0645036603494105,1.0787999045303616,0.9647761386039303,5.4
55,0.9642471112533041,1.037570246460111,1.0163540100041768,1.0406417323562516,1.0646072695548454,0.9450001480538598,5.5
56,0.9623872759942617,1.0350138221236747,1.006697333303689,1.0169002521100374,1.0509625538848653,0.9277199685907189,5.6000000000000005
57,0.9607359368784674,1.0336063834727638,0.9964025724410631,0.9956368735310336,1.0394800470990517,0.9140454269793107,5.7
58,0.9568064068215151,1.032488776761696,0.9872737434657183,0.9775629125561127,1.0305181373529335,0.9051825335651322,5.800000000000001
