,Si-Si,Si-Te,Te-Te,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.6000000000000001
7,0.0,0.0,0.0,0.7000000000000001
8,0.0,0.0,0.0,0.8
9,0.0,0.0,0.0,0.9
10,6.203165215548535e-07,0.0,0.0,1.0
11,6.3337851494006555e-06,0.0,0.0,1.1
12,5.857999318911371e-05,3.3497092163962104e-07,0.0,1.2000000000000002
13,0.0003856375413156929,7.349369296589995e-06,0.0,1.3
14,0.001949467338132886,6.636646211750803e-05,0.0,1.4000000000000001
15,0.008101739502126254,0.0003979572399267778,7.598584233791023e-07,1.5
16,0.028157849744481312,0.001870496681572087,9.142035856409603e-06,1.6
17,0.08209620652709251,0.007163583787349538,6.983150757489428e-05,1.7000000000000002
18,0.20121409572106239,0.022738037910039352,0.00038084789081709627,1.8
19,0.4163764689908359,0.06050402582245158,0.0016660458069409502,1.9000000000000001
20,0.7328713049751839,0.13643739569435542,0.006014102194764075,2.0
21,1.108781685105171,0.2638102006342684,0.018152223254421788,2.1
22,1.4615388769531283,0.4429291497645321,0.04623697417988077,2.2
23,1.706475278803788,0.6545804434784169,0.1003965037376179,2.3000000000000003
24,1.7998816743671449,0.8642254612390715,0.18811525881548483,2.4000000000000004
25,1.7541595599880933,1.0362301304359127,0.30882795903789395,2.5
26,1.61929745588055,1.1486312901098288,0.4521929423218972,2.6
27,1.4515653605408034,1.1988018825659876,0.6020057488583874,2.7
28,1.2920472844205753,1.1990495195979116,0.7422337637877577,2.8000000000000003
29,1.161525754810408,1.1682710775769243,0.8602351169721167,2.9000000000000004
30,1.0653862692645144,1.1250332148230264,0.9471890797253296,3.0
31,1.0006784509197977,1.0833644529969348,0.9999198453833269,3.1
32,0.9613357408954584,1.0508533589831444,1.0240012917982495,3.2
33,0.9408870073920079,1.0288803843458285,1.0323905629624692,3.3000000000000003
34,0.9334622048385594,1.0147522292500248,1.0383034875933275,3.4000000000000004
35,0.9341662788909926,1.0047556965571645,1.0489969548187774,3.5
36,0.9393621062096658,0.9966179014677368,1.0646663593389192,3.6
37,0.9466861507907215,0.9902705269809428,1.080258597265117,3.7
38,0.9545644467177713,0.9869196572993633,1.0884893990574895,3.8000000000000003
39,0.9615984894621789,0.9874904315226849,1.0842432090104996,3.9000000000000004
40,0.9665474434020529,0.991749260270037,1.0679157178437284,4.0
41,0.9688330764423113,0.9986752646463154,1.0447187940915892,4.1000000000000005
42,0.9687415702495668,1.0073819854206394,1.021197807900064,4.2
43,0.9671139720205664,1.017448587743505,1.0021313218593408,4.3
44,0.9650385381001667,1.0282703003818183,0.9883978158836819,4.4
45,0.96358287532853,1.0383429120623695,0.976455083267927,4.5
46,0.9631786722661163,1.0457963739885374,0.9613394493202828,4.6000000000000005
47,0.9630845527605926,1.0500154795558059,0.9416600656780589,4.7
48,0.961938243235204,1.0524192510102914,0.9215711739458269,4.800000000000001
49,0.9591182883199862,1.0550394761298811,0.9075763724883297,4.9
50,0.9553754824681545,1.0582962089028287,0.9033247827783782,5.0
51,0.9522108808270199,1.0605980548138796,0.9073176234932472,5.1000000000000005
52,0.9509896419664103,1.060246994129029,0.9155184221752561,5.2
53,0.9524791101041449,1.0572597248251001,0.9255746302321531,5.300000000000001
54,0.9565333159298537,1.053023147666962,0.9375036616433697,5.4
55,0.9619594373893146,1.0487841764503072,0.9507283057963358,5.5
56,0.9670982865861657,1.0452049937209176,0.9620772058285926,5.6000000000000005
57,0.9708794542464025,1.0430435064080943,0.9671392911417575,5.7
58,0.9733054565485629,1.0432557976156662,0.9632532121902388,5.800000000000001
59,0.9749950050741137,1.0459841302915869,0.9518171399386689,5.9
60,0.9765074006618129,1.0497704149871996,0.9382343377407063,6.0
61,0.9780155529754162,1.0521909463874395,0.9287200125244944,6.1000000000000005
62,0.9791342377663635,1.0514221763070108,0.9261115739440291,6.2
63,0.9789161896052236,1.0473070300139657,0.9288049419928222,6.300000000000001
64,0.976521218504635,1.0411101888971726,0.9337333790144502,6.4
65,0.9723559247453397,1.0344013722281786,0.9395010570592824,6.5
66,0.9684104586151849,1.0281533163311696,0.9464207093669499,6.6000000000000005
67,0.9670609078288851,1.0227095095137408,0.9547364322127916,6.7
68,0.9693225582935369,1.018203171227803,0.9638594597092528,6.800000000000001
69,0.9741405028364367,1.0145840469082203,0.9727706084309184,6.9
70,0.9792165884077574,1.0113452390778368,0.9802877239471044,7.0
71,0.9826086274874906,1.0077529069570816,0.9852033820765539,7.1000000000000005
72,0.9838792560134328,1.003567083691974,0.9870084153152975,7.2
73,0.9840010479108543,0.9993178541909457,0.9864724459327899,7.300000000000001
74,0.9842591603682573,0.9957993768332015,0.9847819441482962,7.4
75,0.9852441867025999,0.9935096976101425,0.9819985613110943,7.5
76,0.9867277915130935,0.9927236480729977,0.9772950401092763,7.6000000000000005
77,0.9881239477690819,0.9938570535335155,0.9710405855295634,7.7
78,0.988838324839021,0.997333237053097,0.9657983576087256,7.800000000000001
79,0.9884552881124953,1.0029190536334094,0.9646091326650738,7.9
80,0.9870715710701788,1.00933227699466,0.9684277404821119,8.0
81,0.9855502779049505,1.0147318983378861,0.9753871810765476,8.1
82,0.9851382735813959,1.017831503558231,0.9824484805554977,8.200000000000001
83,0.9865834247651818,1.0186616555753512,0.987860074454808,8.3
84,0.9896142891779018,1.018186846916324,0.9923020147093167,8.4
85,0.9932897833296825,1.0172377410114364,0.997777379072341,8.5
86,0.9967129900651649,1.0160571659191622,1.0054283874909655,8.6
87,0.9993370240203532,1.0146910939630762,1.0145191105707898,8.700000000000001
88,1.0008188182998388,1.0132436663872997,1.023221151341317,8.8
89,1.000920486350144,1.0116371367294963,1.029659840167622,8.9
90,0.9996283379221036,1.0095434920114559,1.0323553644483723,9.0
91,0.9972944852406983,1.0067438881678923,1.0306806601114966,9.1
92,0.994649966603479,1.0034031252318176,1.0251634761360164,9.200000000000001
93,0.992560156752302,0.9999771636517303,1.0167072168736402,9.3
94,0.9914967934854939,0.9969878742516786,1.0058117959390764,9.4
95,0.9912026512100524,0.9948378822512794,0.9933612334218118,9.5
96,0.9910522538254014,0.9936815386228461,0.9814784689667494,9.600000000000001
97,0.990750380306167,0.9934136134930445,0.9722944077587548,9.700000000000001
98,0.9905064774498713,0.9937639367931724,0.96623115672339,9.8
99,0.9905509531614798,0.9943635930176393,0.9624564820465052,9.9
100,0.9907305466460666,0.9948070917056786,0.9604885700069602,10.0
