,Li-Li,Li-Sb,Sb-Sb,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,2.1866574953766255e-07,0.0,0.0,0.6000000000000001
7,2.314796566074426e-06,0.0,0.0,0.7000000000000001
8,1.6330194533161235e-05,0.0,0.0,0.8
9,8.582433198382499e-05,0.0,0.0,0.9
10,0.0003651943269988121,0.0,0.0,1.0
11,0.0012989114230867816,6.232882445270216e-07,0.0,1.1
12,0.003922692571110177,9.207368331514621e-06,0.0,1.2000000000000002
13,0.010222898543587898,7.385708228529558e-05,0.0,1.3
14,0.02339803281703216,0.00042656703417467154,0.0,1.4000000000000001
15,0.04793012607230717,0.0019535939257941054,0.0,1.5
16,0.08944868926062267,0.007385050997664949,1.0044957869386373e-06,1.6
17,0.15406406790873856,0.023417661775923925,1.673331182342964e-05,1.7000000000000002
18,0.2465175618167023,0.06299765626635732,0.00011250550996885115,1.8
19,0.36721600275825733,0.14527765399090883,0.0005814703454176169,1.9000000000000001
20,0.5099053493806673,0.290254865244812,0.0023862415623333425,2.0
21,0.6621238807013056,0.5080804172665584,0.007975205166310723,2.1
22,0.8087705691363191,0.7882817763219605,0.022014812413265868,2.2
23,0.9368040671593554,1.0968519988609482,0.05096343847576071,2.3000000000000003
24,1.038421710356025,1.3855815869305537,0.10048493239418409,2.4000000000000004
25,1.111365064600966,1.6099901713379414,0.17137003395770586,2.5
26,1.1570970871569144,1.7453760293471077,0.25650530152318857,2.6
27,1.1787266922114816,1.7914135584071043,0.34211218114370373,2.7
28,1.1800365140659663,1.7648643009240597,0.41446947829436975,2.8000000000000003
29,1.1655841708525143,1.6884561158526312,0.46789896906438366,2.9000000000000004
30,1.14086956872151,1.5835675480930302,0.5064285850226189,3.0
31,1.1116035391137604,1.4677905058740421,0.5375680907267799,3.1
32,1.0821804073540255,1.354381551355061,0.5659719148407026,3.2
33,1.054573117855278,1.251752744622011,0.5929091629606762,3.3000000000000003
34,1.0286996972568296,1.1635647443160808,0.6181391604025952,3.4000000000000004
35,1.004010945473927,1.0899846779548814,0.6402385488330572,3.5
36,0.9809332279410472,1.0294455048796043,0.6575360664993202,3.6
37,0.9610145558317515,0.9802154265871087,0.6712657312473553,3.7
38,0.9460251839545482,0.9415268778137926,0.6868672283184525,3.8000000000000003
39,0.9371229980379919,0.9136726318452142,0.7101482160406324,3.9000000000000004
40,0.9346358747449642,0.8967528713785083,0.7421992685402498,4.0
41,0.9381379558528645,0.8894022549607175,0.77957190767897,4.1000000000000005
42,0.94641424838171,0.8890561768796993,0.8190848362639184,4.2
43,0.9574189330766063,0.8933885256871551,0.8604207152397434,4.3
44,0.9687506711450655,0.9011818291713739,0.9041850919879163,4.4
45,0.9787086249716289,0.9119326500408649,0.9495841771846574,4.5
46,0.9870545179571223,0.9249925491206357,0.9942538897362019,4.6000000000000005
47,0.9946051689506091,0.9392356320831832,1.0350602290875952,4.7
48,1.002062156763426,0.9534462935997596,1.0693304429281871,4.800000000000001
49,1.0092508498647028,0.9667568289911591,1.0961697847717293,4.9
50,1.0152789720227116,0.9785955444326303,1.1166717409945601,5.0
51,1.0192050977514713,0.9884373101145916,1.1328651455740997,5.1000000000000005
52,1.0206164465898873,0.9957796945488354,1.146456472947828,5.2
53,1.019819061026052,1.0002804310147646,1.1576783999985227,5.300000000000001
54,1.0176788336198483,1.0018736290633479,1.1643307313480304,5.4
55,1.0152260831013193,1.0008940109746738,1.1625162264177136,5.5
56,1.0130926217932585,0.9981957209204739,1.149437277816028,5.6000000000000005
57,1.0111712658502603,0.9950628695862459,1.1253833035893297,5.7
58,1.008942227221888,0.9927717922544577,1.0933031067182337,5.800000000000001
59,1.0061754266145055,0.9919864102461591,1.0582865074285024,5.9
60,1.0031980284950819,0.9923504893564266,1.0276333516575695,6.0
61,1.0005171901357606,0.9927025954635486,1.0084910174934383,6.1000000000000005
62,0.9983509869235307,0.9920664333328546,1.0030400137544997,6.2
63,0.9965485489476418,0.9907234719690586,1.0061201587238247,6.300000000000001
64,0.9949089570544962,0.9901547316521617,1.0085257670246968,6.4
65,0.9935197999453557,0.9916900794085042,1.0032848857586638,6.5
66,0.9926839653931084,0.9952418132252254,0.9898246443051651,6.6000000000000005
67,0.9925010971095849,0.9993957844370598,0.9733014073919722,6.7
68,0.9926970371497604,1.002622455588314,0.9603743550077228,6.800000000000001
69,0.9929547839474869,1.0044278106183906,0.9550291311717591,6.9
70,0.9932471414759786,1.0055268842159257,0.9573775923919229,7.0
71,0.9936582225622148,1.0070431088023908,0.9650810391283197,7.1000000000000005
72,0.9940223119466719,1.0095039671622585,0.9749360864009076,7.2
73,0.9940132960062075,1.0125093467381883,0.983620849137125,7.300000000000001
74,0.9935856507130687,1.0152164399502754,0.988374855711322,7.4
75,0.9931166030796237,1.016978112701932,0.9878868275089705,7.5
76,0.9930921747070383,1.017615986447998,0.9825092286484792,7.6000000000000005
77,0.9937515130296705,1.0174166562716724,0.9734890434556609,7.7
78,0.9949808931813321,1.0169167033300788,0.9620879156832054,7.800000000000001
79,0.9964228327867813,1.0164286918189236,0.9496973541306315,7.9
80,0.9976875980427391,1.0156897142552053,0.9387161881405492,8.0
81,0.9985551041817171,1.0140929966736756,0.9323628413990539,8.1
82,0.9990471797910246,1.0112873385206236,0.9325195779898156,8.200000000000001
83,0.9993063346912543,1.0074799579722973,0.9380156452650121,8.3
84,0.9993878917061334,1.0032006803587434,0.946222313775504,8.4
85,0.9991932108394315,0.9988932047855358,0.9562106429810904,8.5
86,0.9986634980769524,0.9948105991437936,0.9689553413100804,8.6
87,0.9980033285149646,0.9912174768766684,0.9844403771665118,8.700000000000001
88,0.9975951985231136,0.9885230596758329,1.0003629943624333,8.8
89,0.9976767583147036,0.9871586202838586,1.0143241613486507,8.9
90,0.998182151405749,0.9873270028881619,1.025737289378091,9.0
91,0.998849472067528,0.9888392421479394,1.0347874057439312,9.1
92,0.9993938796691597,0.9912012255986743,1.04095587788203,9.200000000000001
93,0.9996378171054245,0.9938555280148725,1.0440665666100548,9.3
94,0.9995529486307221,0.9962978287341541,1.046128010358244,9.4
95,0.9991886480587576,0.9980489080179425,1.050312946892266,9.5
96,0.9986311692938934,0.9987324009485665,1.0576350777786474,9.600000000000001
97,0.9980649989088645,0.9982660472061744,1.0658113456887455,9.700000000000001
98,0.9977295359552624,0.9969423982709508,1.0718683564731921,9.8
99,0.9977005907915814,0.9953615037113291,1.0748869446861868,9.9
100,0.9977983553187036,0.9942821848943738,1.0758560491463103,10.0
