,Li-Li,Li-Ta,Li-Si,Ta-Ta,Ta-Si,Si-Si,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
7,3.7596403271196665e-06,0.0,0.0,0.0,0.0,0.0,0.7000000000000001
8,3.112467729316113e-05,0.0,2.7536428177145984e-07,0.0,0.0,0.0,0.8
9,0.000185402859811343,4.878426029999566e-07,2.2834432766312605e-06,0.0,0.0,0.0,0.9
10,0.0008543574803041128,4.268992264302707e-06,1.7195311026766737e-05,0.0,0.0,2.1757177818979547e-07,1.0
11,0.0031990696713187225,2.7154302892471837e-05,0.00010230283418794106,0.0,9.763608882755364e-08,3.3714679878153135e-06,1.1
12,0.009939615968584224,0.00013463864153109763,0.0004931427651642833,1.7623314033373436e-07,2.487115248365173e-06,3.333205193079448e-05,1.2000000000000002
13,0.026185319588018455,0.0005445391044946642,0.0020136255400082666,2.9075196181272797e-06,2.6089483837871224e-05,0.00021438747486963005,1.3
14,0.05983710680080834,0.001855871092463205,0.007061106097446353,2.6477600874838703e-05,0.00018404050027186116,0.0010760640623652755,1.4000000000000001
15,0.12114085821543343,0.0054370304769447006,0.021308757299308572,0.00016326437741294585,0.000986403763971963,0.004411331355137775,1.5
16,0.22105333768777558,0.013901212226102876,0.05537943695359564,0.0007961277317625565,0.0042877275649712,0.015080169785000782,1.6
17,0.36777765081705605,0.03135290533259359,0.1243186528419721,0.0031954482421105036,0.015554197159239875,0.04344995986730856,1.7000000000000002
18,0.5616209821695142,0.06289597073061454,0.24259406904633757,0.01077903377107757,0.04770450116920127,0.10632258898789763,1.8
19,0.7910457354170329,0.11309286460025118,0.41522183294780723,0.030982234705016057,0.12468578799253813,0.22267472958363188,1.9000000000000001
20,1.0340609213309002,0.18383292118249386,0.6301123189753831,0.07685467771250117,0.27967701622993696,0.40238414925033067,2.0
21,1.2649097856528204,0.27275760585018893,0.8583073709232152,0.166603359489339,0.5423525220709501,0.6329654665599158,2.1
22,1.4609894266243446,0.3734307171236071,1.0642933703404625,0.3193810077769649,0.9168778060505995,0.8756678294152065,2.2
23,1.6064185598521947,0.4773617838563729,1.220441673608745,0.5471740493084177,1.3641965859479777,1.0787943203996404,2.3000000000000003
24,1.693656984605197,0.5765061617463954,1.3156477285388746,0.8454643287306127,1.8056615693164926,1.2020304750524449,2.4000000000000004
25,1.7246932802643018,0.6645669992744787,1.353821725886416,1.1878799780744274,2.1517111369650923,1.234757969213082,2.5
26,1.7102829262540815,0.7371054515915048,1.346834310030067,1.5300841154695497,2.339288578458243,1.19602378906239,2.6
27,1.6658070053218972,0.7917035517861715,1.3084584238074106,1.8232174009723114,2.3543517555233193,1.1189019727504002,2.7
28,1.605807024057302,0.8282917439630807,1.2511652972632592,2.029836937976394,2.227809964858656,1.0326635615360924,2.8000000000000003
29,1.540923458961836,0.8487357691807237,1.1847009782055198,2.1330023205183872,2.01275290902789,0.9544029882136623,2.9000000000000004
30,1.4778285881476332,0.8559044214397655,1.1159225311379366,2.1358035849848283,1.7607951576729541,0.8909301171735712,3.0
31,1.4198139752601766,0.8532544246087981,1.0494411153584238,2.055563589467868,1.5097476746883438,0.8437780866819582,3.1
32,1.3670733932317758,0.8446285071353564,0.988252043765385,1.9163039120739997,1.2827269163324155,0.8123537291258223,3.2
33,1.317848020645998,0.8333409575901579,0.9344501546986258,1.7409881140401848,1.0921018404228835,0.7956099239749282,3.3000000000000003
34,1.2709134095529477,0.8213280211696463,0.8901399645143595,1.5475795432008195,0.9428161079138966,0.7930413399694383,3.4000000000000004
35,1.2276431275869883,0.8094341761242041,0.8574648267336701,1.3516684198941908,0.8339887585677271,0.8041231501474392,3.5
36,1.1913711766491757,0.7979970424354645,0.8374127264969528,1.1703253997751786,0.760548482447891,0.8267164269757462,3.6
37,1.164386825639412,0.7869835433434911,0.8289371417987569,1.0198337019774872,0.7160668519254111,0.8567800981599609,3.7
38,1.1458468334853393,0.7767055303698536,0.8296810492984842,0.9090346727412572,0.6955193154684919,0.8898166529981962,3.8000000000000003
39,1.1327925770611584,0.7690254388435852,0.8374797764684575,0.8365550604074093,0.6959414078211121,0.922130526524694,3.9000000000000004
40,1.1227726562439706,0.7671936542023917,0.8509968867062034,0.7950807821793748,0.7149559980310773,0.9510149808704053,4.0
41,1.1150292455898614,0.7740372374969425,0.8692274760475261,0.7776561012734131,0.7493065928309064,0.9748521143011873,4.1000000000000005
42,1.1095499455264057,0.7905050667553426,0.8909181817122662,0.780317111365435,0.7949778827339727,0.9935818784281818,4.2
43,1.1057619780732484,0.8155667443837609,0.9146946490314423,0.8007635268894564,0.8480988224443553,1.0089147554670932,4.3
44,1.1025245748861432,0.8467039774133359,0.9393750016539162,0.836419260951969,0.9050580982531818,1.0237342317957017,4.4
45,1.0988734117911099,0.8805436540798665,0.9636912672522621,0.8840722351086481,0.9618854931314431,1.0406126020311466,4.5
46,1.0940653674779417,0.9137221866361492,0.9857707750501857,0.9406577244676926,1.0141626870489064,1.0600159376351346,4.6000000000000005
47,1.087165407015291,0.9436566657132567,1.0033343582520393,1.0032326587577898,1.0579624274743955,1.0796650658769895,4.7
48,1.0775624586860497,0.9688898904885237,1.0147403615427166,1.067165133515266,1.091038055523305,1.0958464895395241,4.800000000000001
49,1.066002138417571,0.9890874384038462,1.0200029927570162,1.1245323206459652,1.1133131071961078,1.1054381630406047,4.9
50,1.0543755052989965,1.0046020418471433,1.0208123997221585,1.1659725218232644,1.12646802405439,1.106934387344931,5.0
51,1.0441008522765394,1.0157906707967916,1.0194760854725924,1.1853611501319208,1.1329775495451055,1.1003376507780038,5.1000000000000005
52,1.0348675130438838,1.0228007235887258,1.0177043920791122,1.182569118386887,1.1348538212830246,1.086822154728398,5.2
53,1.0252258098255587,1.0259098994151346,1.0160858508685786,1.161880699448801,1.1325794967547014,1.0683925298819368,5.300000000000001
54,1.014552848672907,1.0257576418793726,1.0143210335587969,1.1290062413634205,1.125103713400764,1.0472505384530526,5.4
55,1.004199011876247,1.0232284309679267,1.0118963718254872,1.08989087333093,1.111154922324657,1.0251566483125547,5.5
56,0.996216610155667,1.019364997628862,1.0087583487139313,1.0504416024859322,1.0908257394867682,1.0033246721503577,5.6000000000000005
57,0.9909463652796928,1.0153893731680081,1.0054691594317586,1.0152275244056415,1.0660601171694686,0.982644942696214,5.7
58,0.9863880508545748,1.0126073553817159,1.002827645166086,0.9859197750468404,1.0396782785252707,0.9637315252845883,5.800000000000001
59,0.9800716210483701,1.0120483255603883,1.0015171641086624,0.961420600564036,1.013899674870295,0.9469695489874843,5.9
