,Li-Li,Li-Si,Li-Rh,Si-Si,Si-Rh,Rh-Rh,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
6,6.496826504066408e-07,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
7,5.65132748758172e-06,0.0,4.2445933159900543e-07,0.0,0.0,0.0,0.7000000000000001
8,3.646086239325033e-05,0.0,5.876655520403238e-06,0.0,0.0,0.0,0.8
9,0.0001780585480526752,1.101538057782886e-06,4.50132194009053e-05,0.0,0.0,0.0,0.9
10,0.0007147404876239081,1.2193908649227964e-05,0.0002478689313681359,0.0,6.877813243502402e-07,0.0,1.0
11,0.0024025861543552542,8.352761690432943e-05,0.0010931080344970293,1.0582088599421183e-06,1.2333279988333049e-05,0.0,1.1
12,0.006909855319570139,0.0004341868282812864,0.003980556875816773,1.5018173284044266e-05,0.00010992699963112065,0.0,1.2000000000000002
13,0.017305548363936944,0.0018271115724424782,0.012155245225262823,0.00010963375880679883,0.0006761625188658636,1.2993653008132822e-06,1.3
14,0.03830663172192558,0.006391009114409449,0.03157041488003293,0.0005982308913103306,0.00326054599538171,1.3603271324808197e-05,1.4000000000000001
15,0.0759469122883094,0.018913574893810285,0.07083990394834616,0.0026060157748552847,0.0128811319015164,9.6342042024396e-05,1.5
16,0.13640364880584582,0.04803772228898293,0.13970311701919255,0.009359802036926112,0.042503334348471665,0.0005158880964873747,1.6
17,0.22417032344263296,0.10595387048167566,0.24633664286277718,0.028176532781286363,0.11840578243720763,0.0022274056746669686,1.7000000000000002
18,0.3402062310837359,0.20501373952273463,0.3941889897345346,0.07195514429635898,0.28070184574111706,0.008015408844264374,1.8
19,0.4806563551869748,0.35117469238668825,0.5788175432063926,0.1574583822992432,0.5703681478688344,0.024429297221594506,1.9000000000000001
20,0.6364012445243195,0.5374708079662839,0.786044808000361,0.29790598541723223,1.000366240263089,0.06360785016940547,2.0
21,0.7938039104364097,0.7430675182709209,0.9939558089623084,0.4914062722978559,1.5255930950984902,0.14244887849737012,2.1
22,0.9370091633117278,0.9405957966008783,1.1792139331534708,0.7130731960796357,2.0397300515866337,0.2763130408498612,2.2
23,1.0513913691693697,1.107087343312224,1.3238231086935588,0.9202770778453013,2.414493362447235,0.46828884021622663,2.3000000000000003
24,1.1273681062683332,1.230425176890002,1.418019089569652,1.0717041109156629,2.56065540290485,0.7011302597559841,2.4000000000000004
25,1.163471026096642,1.3085024571600865,1.4595374926263167,1.147590302767264,2.4673262427027747,0.9395962797907426,2.5
26,1.166576232382085,1.344977898140856,1.4523628642757735,1.1557047428931262,2.1948792453229955,1.1431881941282513,2.6
27,1.1483302300211093,1.34591521493439,1.4057544361529986,1.120392348086707,1.835823304787425,1.2814020739291814,2.7
28,1.1200000684989468,1.3183807339499802,1.332136457944845,1.0665169468237123,1.4748965497087525,1.3432204898201903,2.8000000000000003
29,1.088830619366562,1.2702337438464204,1.2440731086827936,1.010796960836068,1.1674965619277553,1.3370739821490012,2.9000000000000004
30,1.0574656198542929,1.2101068469561256,1.1523761607188527,0.9621906826699377,0.9371336751723955,1.2828981689703065,3.0
31,1.0260708847570634,1.1469844972611594,1.0660289119428117,0.9253851108806155,0.7834875245879318,1.2026916719583236,3.1
32,0.9949644591413666,1.0891119766122264,0.9922596797830875,0.9030111928970221,0.6928977932289291,1.1153724857681124,3.2
33,0.9654782700934377,1.0422319291641162,0.935502283880332,0.8961633491843096,0.6473632532221106,1.0355560340690821,3.3000000000000003
34,0.9393171973271862,1.008059262976866,0.896616808312335,0.9039552608341701,0.6311480578320691,0.9726830809874151,3.4000000000000004
35,0.9181608810454943,0.984673078104512,0.8741382344646322,0.9228612778923999,0.634121121438365,0.9299610280794876,3.5
36,0.9036974607309334,0.9692628275623253,0.8664262235116882,0.94714813277235,0.6510856960344305,0.9052733638045943,3.6
37,0.8971551441299271,0.9609047902235462,0.8721598784679183,0.9709263095297593,0.6787501290021055,0.8945593020505019,3.7
38,0.8984735269483467,0.9604332155359432,0.8890341802341756,0.9903837891803848,0.7136387407894729,0.8953942348519592,3.8000000000000003
39,0.9061213861946613,0.9678158904843958,0.9130561421707886,1.0044720882936724,0.7523552805092403,0.908025547862092,3.9000000000000004
40,0.917749134547741,0.9806295575247337,0.9397563581826269,1.0141275614722753,0.7927673137324162,0.933136264230773,4.0
41,0.9308976187967553,0.9955583089898732,0.965930732642929,1.020977021599079,0.8342726507994407,0.9684736476819885,4.1000000000000005
42,0.9433061151194576,1.0107252453760527,0.990258383169938,1.0260416075682819,0.8770329509986794,1.007726571930958,4.2
43,0.9532078297657927,1.0259492473815095,1.0128064742938045,1.0289213038974216,0.9211204427027343,1.0429602700545069,4.3
44,0.9598962268603837,1.0410447325781298,1.0341288581072876,1.0280966034310672,0.9658875150023236,1.0683369497180828,4.4
45,0.9640499369745698,1.0546046268772769,1.0541668027635398,1.02210542295288,1.0092991050987414,1.0817300730071902,4.5
46,0.9671711426852543,1.0645695688687893,1.0714526865118161,1.0106842252751589,1.0476256732749307,1.0834771956917286,4.6000000000000005
47,0.9704040195018768,1.0694140086183948,1.0836167289504999,0.9952927931884614,1.076315030262393,1.0746301901831978,4.7
48,0.9739072003481214,1.068490794699993,1.0890268632544977,0.9788180157108107,1.092006847451635,1.0567859303335956,4.800000000000001
49,0.9772957264359214,1.0617785957421406,1.087832757868881,0.9643947953188261,1.0944380613143623,1.0327678081460048,4.9
50,0.980414454767001,1.0499593401983907,1.0812578226743115,0.9540327168109745,1.0866646096372743,1.006241383132231,5.0
51,0.9836070468638582,1.0346894012736418,1.0701974531430598,0.9481056081332806,1.0733059875206268,0.9804131634680335,5.1000000000000005
52,0.9874390991490191,1.018221412078606,1.0550505278684172,0.9459763549821152,1.0584031354524595,0.9575274460462273,5.2
53,0.992114273035764,1.002499481047672,1.0368674617209843,0.9470823367239615,1.0444310155413097,0.939253236265272,5.300000000000001
54,0.9969706004260595,0.988776711742674,1.0179320980849054,0.9515507990549125,1.0323412302965396,0.9265772300204079,5.4
55,1.0007077055558868,0.9779489559226133,1.000821580018677,0.9597753901341838,1.0219611613496504,0.9193324494290449,5.5
56,1.0024260881932259,0.9706975580943763,0.9870756139151349,0.9713838096131896,1.0126906169008778,0.9168484137391032,5.6000000000000005
57,1.002376048399706,0.9670438471647482,0.9768502475901033,0.9847372584121058,1.0043111132152291,0.9192747329395913,5.7
58,1.0015306565801756,0.9660467458726373,0.9696293416110068,0.9975093495548516,0.9972457082941844,0.9274534792085817,5.800000000000001
59,1.0007127322803964,0.9663501321631526,0.9651427589801322,1.0076371331619884,0.9921805712212474,0.9411043710533097,5.9
