,Li-Li,Li-Si,Li-Sn,Si-Si,Si-Sn,Sn-Sn,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.0,0.0,0.0,0.4
5,5.391482859210351e-07,0.0,0.0,0.0,0.0,0.0,0.5
6,4.21300523969537e-06,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
7,2.422353701265734e-05,0.0,0.0,0.0,0.0,0.0,0.7000000000000001
8,0.0001084368546533302,0.0,0.0,0.0,0.0,0.0,0.8
9,0.00039295476636312123,0.0,0.0,0.0,0.0,0.0,0.9
10,0.0011820759487409303,4.007419319658436e-06,0.0,1.265500837786874e-06,0.0,0.0,1.0
11,0.0030273079715097758,3.654311770903342e-05,1.5143943543599156e-06,1.3931080888684112e-05,0.0,0.0,1.1
12,0.006819557507450386,0.00022656683432357836,1.59400044267237e-05,0.00011379111900117944,0.0,0.0,1.2000000000000002
13,0.013988589818100026,0.0010825252883918978,0.00010550389980855802,0.0006935731837502427,3.951461799620241e-06,0.0,1.3
14,0.026890082923624402,0.004198774445248779,0.0005344477473495135,0.0033174309070273327,4.3133413450805305e-05,0.0,1.4000000000000001
15,0.04912277416419468,0.013500165139189191,0.0021914026503818047,0.013164179853813712,0.00028343498436556264,3.2941297800236783e-06,1.5
16,0.08512057155675838,0.03667573601898362,0.007464266123169046,0.04399114265184395,0.0014105417908011602,3.464954254764686e-05,1.6
17,0.13863120365999826,0.08567353806308485,0.021507198737818096,0.12430195635694968,0.005659930174319565,0.0002225135301771897,1.7000000000000002
18,0.21092160342271746,0.17485779336180254,0.05322081130978054,0.29756342420461906,0.01868911439070029,0.0010958935049761756,1.8
19,0.30030633828167747,0.31605711688740384,0.11470935609452029,0.605526969942516,0.05152426202463491,0.004358132074103714,1.9000000000000001
20,0.4032992643917346,0.511346913339009,0.21814198149390582,1.0539236245259858,0.12019344546711057,0.014295288004146643,2.0
21,0.5156725642909037,0.7469917678530474,0.370440320248966,1.5834691964872019,0.2405180058451625,0.03932553685315485,2.1
22,0.6319520225739395,0.9938252677605759,0.5681284339701506,2.079091293962489,0.4187413460639043,0.09214794992129244,2.2
23,0.7446421507245673,1.216706797136322,0.7954154707436636,2.4222572398535833,0.6432043452356436,0.18674335998765318,2.3000000000000003
24,0.8457994838160385,1.3881797136161151,1.0269490952171283,2.5491720098353086,0.883530055699946,0.33196492911896774,2.4000000000000004
25,0.9304706020821851,1.4968964731279875,1.234295823424522,2.4714493876340544,1.0997103685695577,0.5241576790978824,2.5
26,0.9979257147569884,1.546064276316631,1.3938935676198663,2.2531017689662405,1.2568133694974255,0.7434381882566673,2.6
27,1.0491083462619406,1.5459846619601805,1.4936991589233863,1.9720791294626743,1.3370212345598775,0.9581479916192522,2.7
28,1.0841906280386113,1.5080363644088477,1.5353543037205613,1.6916912967411515,1.3428913110571927,1.13692984505434,2.8000000000000003
29,1.1032581794419314,1.4432415918285648,1.5302832854472224,1.4473110398455677,1.2920505950349195,1.2606235942283595,2.9000000000000004
30,1.1077528901495153,1.3628928619925942,1.4924577346099757,1.2471432477740512,1.2079511227392625,1.325589513810427,3.0
31,1.100193952992571,1.277924928207631,1.433289429449164,1.0853788206855677,1.1121624445503497,1.3388078246173256,3.1
32,1.083497389124123,1.1971905395360816,1.3612916724248547,0.9576601964633056,1.0211910825106028,1.3118899096286436,3.2
33,1.0611409488656585,1.1265386038434342,1.284053514116621,0.8658224147138128,0.9461820558220831,1.2580474757111042,3.3000000000000003
34,1.0369813022904222,1.0689057655356344,1.2088103009014393,0.8113231998879629,0.89227457273687,1.1904435035705256,3.4000000000000004
35,1.0139746588000782,1.0244589738366991,1.1408860609169222,0.7886607186645953,0.858227651703696,1.1203159143349584,3.5
36,0.9930378130910341,0.990974823685504,1.0822808632304277,0.7867859856133821,0.8388131903291789,1.055653511839375,3.6
37,0.9735219106161938,0.9652628610121637,1.0324688954779027,0.7956824786629302,0.8290024156021707,1.0012048891047507,3.7
38,0.9551265927240981,0.9452555509591797,0.9906763684996012,0.8103919459952531,0.8263901260598118,0.959068826005965,3.8000000000000003
39,0.9394388942511104,0.9311232757407929,0.957234627722922,0.8291196026893656,0.830643610840193,0.9291757945618702,3.9000000000000004
40,0.9294116028078739,0.9242433545561812,0.9329153159857034,0.8494198963264957,0.8419103766918182,0.910013513900955,4.0
41,0.9270996963475349,0.9251015968531893,0.9177023172754957,0.8675685264989152,0.8598455335175412,0.8998312970515133,4.1000000000000005
42,0.9317544238940386,0.9323349914199842,0.9106503434540364,0.8814277872252505,0.8832043323869204,0.8974244629614533,4.2
43,0.940112612869559,0.943491316985537,0.9105283218720339,0.8926902415414064,0.9097502546931454,0.9019282306166538,4.3
44,0.94880675702243,0.9560811367180521,0.9160243643548541,0.9047411136756541,0.9367159896990985,0.9120382124430169,4.4
45,0.956632754977272,0.9681209381982172,0.9255533080998147,0.9183273533144289,0.9617618522148417,0.9254453493798921,4.5
46,0.9643762882838893,0.9785311510025269,0.9374776210377191,0.9308328841609705,0.9836844516710571,0.939238480322969,4.6000000000000005
47,0.9727974562362229,0.9873931797951375,0.9506154875720841,0.9397830304242865,1.0023737175769356,0.9515521051375516,4.7
48,0.9814504316979226,0.9956658598458746,0.964192726137646,0.9453542405524926,1.018024193052313,0.9627207387087001,4.800000000000001
