,Li-Li,Li-N,N-N,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,2.02803196661156e-05,0.2
3,0.0,0.0,0.000503250004102714,0.30000000000000004
4,0.0,0.0,0.00353364959270893,0.4
5,0.0,1.0169651823345502e-07,0.018008804718460798,0.5
6,0.0,4.521385975996137e-06,0.07264339678003562,0.6000000000000001
7,0.0,4.4567551105025685e-05,0.2334852026480828,0.7000000000000001
8,2.1483389476817368e-06,0.00028737823330614987,0.5991367885244157,0.8
9,1.7101348379849692e-05,0.0014207841743078863,1.2302344369118954,0.9
10,0.00010212958100097083,0.005690343664695668,2.0270247816298257,1.0
11,0.0004682489316715763,0.018889846812571533,2.688921306465755,1.1
12,0.001738088879027321,0.052617446580836676,2.8829139827027284,1.2000000000000002
13,0.005343884942453715,0.12425812821011968,2.509867018739297,1.3
14,0.01384159104403143,0.2513345363217951,1.7852370400760247,1.4000000000000001
15,0.030710918039442387,0.4402681144532787,1.047396203798531,1.5
16,0.05933334478781979,0.6764667705812063,0.5170396954299901,1.6
17,0.10155451035473582,0.9254371484379275,0.22774856631199328,1.7000000000000002
18,0.15700134108814556,1.1469945361668212,0.10929750407770837,1.8
19,0.2238087531313928,1.3127443289185656,0.0846514954873251,1.9000000000000001
20,0.2998430085789167,1.4143737322485799,0.10822941080881943,2.0
21,0.3832207540647393,1.459628234331765,0.16055051909647802,2.1
22,0.47223735783060483,1.4628264713834263,0.232649818228224,2.2
23,0.5650380731681386,1.4378266674576072,0.31688182425496497,2.3000000000000003
24,0.6587807142602774,1.3957168820702004,0.40534987654088905,2.4000000000000004
25,0.7488817822665524,1.34498735278857,0.49178849030976207,2.5
26,0.8296198851412073,1.29168727998221,0.5732753341639163,2.6
27,0.8959919938833668,1.2390886394900564,0.6500893572774661,2.7
28,0.9455775648866246,1.1880990757423098,0.7239278397895746,2.8000000000000003
29,0.9793137729573443,1.1390297662111428,0.7957101981293518,2.9000000000000004
30,1.0006769787403618,1.0930670683568064,0.8644955426494506,3.0
31,1.0137349771120818,1.051935372650356,0.9281642969239869,3.1
32,1.0217184281051186,1.0168108633114534,0.9848135003828766,3.2
33,1.0270941873445842,0.9881206284302243,1.0334209698674186,3.3000000000000003
34,1.031947923314096,0.9660014075143911,1.07351149800898,3.4000000000000004
35,1.03753150368228,0.9504292178917364,1.1046230193389794,3.5
36,1.0436931275036088,0.9408426801188123,1.1263747428181277,3.6
37,1.0490659412845746,0.9358073517711963,1.1389928464755614,3.7
38,1.0519009142613305,0.9333677234834216,1.1435063249626376,3.8000000000000003
39,1.0513025143937353,0.932043852959419,1.1413745524411503,3.9000000000000004
40,1.048191579554622,0.9314981588633641,1.1340948795059194,4.0
41,1.0447083909498913,0.9322633465531076,1.1231229114510741,4.1000000000000005
42,1.042241242843715,0.9350407393297814,1.1098689270976014,4.2
43,1.0403808774464285,0.9401363611237169,1.0954301482191604,4.3
44,1.0380359670526558,0.9471238241673635,1.0802355560185943,4.4
45,1.0348560492622152,0.9550024420644242,1.0641226478688282,4.5
46,1.0311664577895536,0.9629380137926319,1.0470430673775928,4.6000000000000005
47,1.0270283007904668,0.9708122315598768,1.0298084306462687,4.7
48,1.0217835851435535,0.9789114569252284,1.0140202183560865,4.800000000000001
49,1.0144454971252563,0.9872019647405239,1.0010832196575996,4.9
50,1.0047057885814572,0.9950564549013635,0.9912198759707902,5.0
51,0.9939108851597795,1.0016698805074915,0.9835233803806229,5.1000000000000005
52,0.9848329874567942,1.0066894702623668,0.977009439717819,5.2
53,0.9800232530133483,1.0104048616540708,0.9715394021675204,5.300000000000001
54,0.9801912313237485,1.0132752434314345,0.9677537291506277,5.4
55,0.9838643475492527,1.015441494487635,0.9662654036901981,5.5
56,0.9881594407170508,1.0168473880574114,0.9669853821093134,5.6000000000000005
57,0.9902367020704438,1.0175796166742885,0.9690847659384462,5.7
58,0.9888404589778059,1.0177917594740178,0.9714302919797898,5.800000000000001
59,0.9847775926221042,1.0174565436801168,0.973125167086545,5.9
60,0.9799156628089195,1.0164456269164432,0.9739418801318706,6.0
61,0.9758457103297172,1.0147278844330672,0.9744061206961776,6.1000000000000005
62,0.9733579649257955,1.0123586714197388,0.975396807646692,6.2
63,0.9725843086139604,1.0094282221035766,0.9775131701479594,6.300000000000001
64,0.9731554136470929,1.0061668236501222,0.9806910272788073,6.4
65,0.974429359762235,1.0030064475238896,0.9843157570363302,6.5
66,0.9760948689383937,1.0004014758856508,0.9876921381146595,6.6000000000000005
67,0.9785259945474151,0.9985656612595265,0.990511337306897,6.7
68,0.9821239790700851,0.9974017770565986,0.9929490805413795,6.800000000000001
69,0.9863782396328263,0.9966539607137452,0.9953479102124031,6.9
70,0.990010344515334,0.9960877114821641,0.997858891867255,7.0
71,0.9920488957229086,0.9955311449531676,1.0003338278813987,7.1000000000000005
72,0.9923787548825908,0.9948478275215402,1.0023875169541931,7.2
73,0.9913900262819153,0.9940577034064236,1.0035422486019676,7.300000000000001
74,0.9896723545921877,0.9935024703085499,1.0035373423726055,7.4
75,0.9880423385466907,0.9936741169610214,1.0026382939766398,7.5
76,0.9873204247795786,0.994713018718181,1.001508246293387,7.6000000000000005
77,0.9878360154214393,0.9961530809578193,1.0007067258096483,7.7
78,0.9892285118191051,0.9973256850414612,1.0004201294742425,7.800000000000001
79,0.990755975934357,0.9979983672265519,1.0006439310195847,7.9
80,0.9917672306663624,0.9984737787960818,1.001378931805383,8.0
81,0.991929887286894,0.9990316724929659,1.0025120520758113,8.1
82,0.9911636644407552,0.9994600458717037,1.0036731784507649,8.200000000000001
83,0.9896423657763399,0.9992478676343821,1.0044551229058254,8.3
84,0.9880040055664825,0.9981130869804854,1.004758023853191,8.4
85,0.9872282536545799,0.9962094850718057,1.0047540718257826,8.5
86,0.987940265726044,0.993933860782553,1.004609353680511,8.6
87,0.9899102717651944,0.9917101773224476,1.0044444755596473,8.700000000000001
88,0.9923363684259897,0.9899202035150937,1.004433317020904,8.8
89,0.9943710692390199,0.9888313102504197,1.0046973966483264,8.9
90,0.9953101585384194,0.9884760184873375,1.005160556272692,9.0
91,0.9946934809422898,0.9886819771449128,1.005639119552023,9.1
92,0.992601794597494,0.9893265159066815,1.005982222988962,9.200000000000001
93,0.9898500693192754,0.9905062848113821,1.0060406150547065,9.3
94,0.98773170419698,0.9923487004847753,1.0056424096473642,9.4
95,0.987370393260461,0.994723082817352,1.0046882768608243,9.5
96,0.9891970527340609,0.9972539316146084,1.003137549689925,9.600000000000001
97,0.9929408397017659,0.9995406627452958,1.0009152892147828,9.700000000000001
98,0.9978181201204926,1.001293404478279,0.9981078229042515,9.8
99,1.002533376422249,1.0023882403326314,0.9953076000170779,9.9
100,1.0054790794496884,1.0028799200270948,0.9935154777865056,10.0
