,Li-Li,Li-Rh,Rh-Rh,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,1.6523418902021273e-07,0.0,0.0,0.4
5,1.3590447823959606e-06,0.0,0.0,0.5
6,8.279125926604522e-06,0.0,0.0,0.6000000000000001
7,4.174047491243081e-05,0.0,0.0,0.7000000000000001
8,0.0001728423521198107,4.0663101204192977e-07,0.0,0.8
9,0.0006155721805843192,6.685797166569616e-06,0.0,0.9
10,0.0019332800342937184,5.082458444582015e-05,0.0,1.0
11,0.005410785988258166,0.00028481837515464275,0.0,1.1
12,0.013511372626819508,0.001276990178204954,1.4573655471582769e-06,1.2000000000000002
13,0.03008677790081541,0.004723625424935964,1.8425863332311545e-05,1.3
14,0.05994739223946867,0.014711410444556908,0.00013324294474131775,1.4000000000000001
15,0.10780464156961607,0.03919317601710921,0.0007225391792139435,1.5
16,0.17702184867797016,0.09059858941781651,0.003148626437442466,1.6
17,0.268610582285501,0.18401775691097552,0.011346795138297207,1.7000000000000002
18,0.3807028677464646,0.33191609618914797,0.03442911416591459,1.8
19,0.5085265315827407,0.5365221044662204,0.08892219087658644,1.9000000000000001
20,0.6446724280853937,0.7838207908833447,0.19709919349055274,2.0
21,0.7796614097588822,1.044027705208395,0.37738953673002523,2.1
22,0.9033767161078312,1.2802659763839053,0.6279648367082288,2.2
23,1.0073597052845362,1.4615773713551634,0.9144388406868855,2.3000000000000003
24,1.086650387545717,1.5725892885307942,1.1765246554047306,2.4000000000000004
25,1.1400575316116373,1.6145010110174292,1.3553738416583891,2.5
26,1.1692110350654024,1.5992925619181542,1.4225245363006334,2.6
27,1.1774069429789864,1.5431789129441063,1.3881496909347448,2.7
28,1.1687342171417494,1.4623303356658073,1.2862938288395966,2.8000000000000003
29,1.1475805962324168,1.3701619255438178,1.153845673465229,2.9000000000000004
30,1.1183551043720381,1.2760875391667035,1.0185235911905426,3.0
31,1.0851631313928083,1.186348517439326,0.8974986454366569,3.1
32,1.0515883325205777,1.105511411797526,0.8001770863121214,3.2
33,1.020734503168972,1.036642677051457,0.7303478278288685,3.3000000000000003
34,0.9950150480411765,0.9806764448755881,0.6870392462940048,3.4000000000000004
35,0.9755573646607134,0.9368693991363952,0.6655340845971947,3.5
36,0.9620927987755138,0.9044104594068565,0.659992202165845,3.6
37,0.9537004743586027,0.8833758837047231,0.6667998542236618,3.7
38,0.9496034484754167,0.8740067409110098,0.6856000524449056,3.8000000000000003
39,0.9493822865007407,0.87552698015308,0.7168803040186357,3.9000000000000004
40,0.9528270741749085,0.8859664552913337,0.7588930973212402,4.0
41,0.9596572085876524,0.90284764012187,0.8068737218556045,4.1000000000000005
42,0.9691571797078553,0.9236852481454191,0.8547757055344851,4.2
43,0.9800728965617233,0.9461073601531703,0.898138114916696,4.3
44,0.9909047576601887,0.9681219132353599,0.9363695921804202,4.4
45,1.0002688619096682,0.9884943003077553,0.9724327437978165,4.5
46,1.0071698461736278,1.0065974412847734,1.0094934769762631,4.6000000000000005
47,1.0113051106589734,1.0216356472370467,1.0473676273190335,4.7
48,1.0131319823540392,1.032141600561698,1.0820038698373835,4.800000000000001
49,1.0134001862779773,1.0366797918499209,1.1080656833193638,4.9
50,1.0126224445919922,1.0352536427251673,1.1219120557417825,5.0
51,1.011136416542169,1.0298455580607895,1.1225013215755806,5.1000000000000005
52,1.009439654844599,1.0232889632619202,1.1107625636310194,5.2
53,1.008015255654277,1.0175070939210997,1.0896398973169912,5.300000000000001
54,1.006859955442553,1.0128203361798644,1.0642445329177257,5.4
55,1.0055239682619894,1.0086256702748502,1.0400619941298084,5.5
56,1.0036330707853223,1.0043302106285061,1.0204575506885547,5.6000000000000005
57,1.0011973498073,0.999746855838015,1.0061624835309027,5.7
58,0.9985138237431497,0.9951251803170164,0.9962150411808709,5.800000000000001
59,0.9959571323950284,0.9910596992438054,0.9885039019652626,5.9
60,0.9938004620493583,0.9881801699141712,0.9805471236070916,6.0
61,0.9921271378338079,0.9867467497785745,0.971494977779004,6.1000000000000005
62,0.9909534696982943,0.9865753583088867,0.9634853316156956,6.2
63,0.9903846640473731,0.987321266463268,0.9600875360587023,6.300000000000001
64,0.9905344908890538,0.9886686092880025,0.9629146852172378,6.4
65,0.9913201320230621,0.9903186254488334,0.9697878518422062,6.5
66,0.9924247669737807,0.9920137694073917,0.9763794023559365,6.6000000000000005
67,0.9935219090154037,0.9936361186327523,0.9798613933811744,6.7
68,0.9946076498017409,0.9951996672294153,0.981174592894598,6.800000000000001
69,0.996049273084984,0.9967764453635055,0.9836917142712718,6.9
70,0.9981308539089857,0.9984511813890141,0.9895169222954762,7.0
71,1.0005520979703406,1.0002744785182534,0.9971092646196351,7.1000000000000005
72,1.00251055882945,1.0022334825177674,1.002592471974609,7.2
73,1.0033055846537364,1.0042379678416304,1.0032206941456405,7.300000000000001
74,1.0028641841664625,1.0060847002206368,0.9993941295062675,7.4
75,1.0017543289480608,1.0075379959517756,0.9936330186962936,7.5
76,1.0007041840957653,1.0085321509253886,0.9881476755721115,7.6000000000000005
77,1.0000925026149128,1.0091464585302257,0.983467800060959,7.7
78,0.9998605199406536,1.009282423341464,0.9790254278872941,7.800000000000001
79,0.9997494983480467,1.0085897854589665,0.9746465672893095,7.9
80,0.999502253041329,1.0069521422139394,0.9711644342885687,8.0
81,0.9989911855005806,1.0049037490122847,0.9695054270277376,8.1
82,0.9983665571348123,1.00328044669809,0.9695804390889518,8.200000000000001
