,Li-Li,Li-Rh,Rh-Rh,r
83,0.9979778287997038,1.0024768547488112,0.9705878451195995,8.3
84,0.9979632621496634,1.0021979296248331,0.9722030772874805,8.4
85,0.9980068142382416,1.0018479785384187,0.9747419384713448,8.5
86,0.9976448509720582,1.0009651432887043,0.9780001494671531,8.6
87,0.9967317806870217,0.9992906931109192,0.980656534890765,8.700000000000001
88,0.9955102624895521,0.9966939783406544,0.9814884315798688,8.8
89,0.994380091392869,0.9932835784804197,0.9808637205552136,8.9
90,0.9937401514439063,0.9896356803938121,0.9802794903277512,9.0
91,0.9938868619718805,0.9867667651546516,0.9804610465562141,9.1
92,0.9948141082362226,0.985629060751993,0.9806072059620209,9.200000000000001
93,0.9961332281991693,0.9864847959968264,0.979703198416356,9.3
94,0.997347696850398,0.9888435532302976,0.9780625354445631,9.4
