,Li-Li,Li-Ni,Ni-Ni,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,8.056440691565438e-07,0.0,0.0,0.5
6,7.18307727311795e-06,7.718472091125615e-08,0.0,0.6000000000000001
7,4.3632327985442874e-05,1.175672283853517e-06,0.0,0.7000000000000001
8,0.00020689948957022407,9.77691387154514e-06,0.0,0.8
9,0.0007960204805412544,6.107903073499252e-05,4.1877384909636564e-07,0.9
10,0.0025487436198591267,0.00030378925057555667,7.399947688518301e-06,1.0
11,0.006944394335730637,0.0012560132263494982,6.442995369811494e-05,1.1
12,0.01645754369573357,0.004416321255218908,0.00039343532931302897,1.2000000000000002
13,0.03463607805731166,0.013372351922015403,0.0018859834210417166,1.3
14,0.06590198407748282,0.03515300427229773,0.007419785047267362,1.4000000000000001
15,0.1150151198472172,0.08074987585042107,0.024425931264461555,1.5
16,0.18619971897139198,0.16322518889656593,0.0680247291908844,1.6
17,0.28196059905813586,0.2927663149771364,0.16161799725654732,1.7000000000000002
18,0.4015762059770024,0.47055789489892885,0.3301610578666329,1.8
19,0.5396645491446759,0.6851546164524648,0.5845901784509255,1.9000000000000001
20,0.6859712499111845,0.9137889036369474,0.9049336338091373,2.0
21,0.8274581241440087,1.1280027549037923,1.236772577986543,2.1
22,0.952129862273097,1.3012946501240084,1.5098134387894666,2.2
23,1.0522602703757982,1.4162472407397213,1.6696148053300004,2.3000000000000003
24,1.125007205645549,1.4682892268428607,1.7008514573412918,2.4000000000000004
25,1.17080975943064,1.464366315685752,1.6270792787253048,2.5
26,1.191803649856582,1.4182528388281308,1.4913475739704873,2.6
27,1.1914875565714698,1.345940023483728,1.334742534583284,2.7
28,1.1746787531558898,1.2625531478664302,1.185497335535721,2.8000000000000003
29,1.1466481312041141,1.180249845883197,1.058468739443773,2.9000000000000004
30,1.112115420972646,1.1067911060792242,0.9585798900542813,3.0
31,1.0751979592575736,1.0453257061356405,0.8846243461262364,3.1
32,1.039768046662304,0.9958570090412163,0.8326572132271772,3.2
33,1.009036589158807,0.9575800801471273,0.798378647142594,3.3000000000000003
34,0.9846994580128758,0.9302796329742922,0.7786496344251298,3.4000000000000004
35,0.9668850967186526,0.9139815917673408,0.7722891465185727,3.5
36,0.9548943748516074,0.9079834336377297,0.7794124534279915,3.6
37,0.9478586572463173,0.9106027887909632,0.7995606666249786,3.7
38,0.9450479366296303,0.9196701836750015,0.8303082712160438,3.8000000000000003
39,0.9460108372727034,0.9330860147175553,0.8672641224319555,3.9000000000000004
40,0.9504161907784023,0.9490157966038214,0.9052946907697836,4.0
41,0.9575828272969339,0.9657862923265046,0.9405263459399485,4.1000000000000005
42,0.9662692719185133,0.9818986522022539,0.971684223887219,4.2
43,0.9751549633976576,0.9963721870940859,0.9990982167125051,4.3
44,0.9835502863225699,1.0088938606722135,1.0224156366768593,4.4
45,0.9914745962161146,1.0193735065352467,1.039945008579246,4.5
46,0.998995408536256,1.0275045533157272,1.0501232372105007,4.6000000000000005
47,1.005637430482176,1.0328963562057647,1.0529578753870148,4.7
48,1.010577095662257,1.0353675896549093,1.0499568546433848,4.800000000000001
49,1.013359122674292,1.034934396530305,1.0429709773966183,4.9
50,1.014262563386036,1.0317584944915053,1.0331990463667928,5.0
51,1.013906601017972,1.026246138954356,1.021279322107267,5.1000000000000005
52,1.01263954072105,1.0190377827300947,1.0082468269634661,5.2
53,1.0104948042409172,1.0109214026141475,0.9960606800102894,5.300000000000001
54,1.007624438355794,1.002910605806193,0.9869752575943375,5.4
55,1.0045150154732378,0.9961726298120627,0.9824373534515335,5.5
56,1.0017073167349149,0.9915368623833151,0.9825116041056997,5.6000000000000005
57,0.999419130505633,0.9890742745751431,0.9859525766686723,5.7
58,0.9975548035356957,0.9882408357389278,0.9905870788443473,5.800000000000001
59,0.9960194226866488,0.9883671461614502,0.9938939726562923,5.9
60,0.9948562650894062,0.98902276104823,0.9938845318380536,6.0
61,0.9941191904981708,0.9901420421510997,0.9901051618884135,6.1000000000000005
62,0.9937456962410605,0.991890929936321,0.984042067305764,6.2
63,0.993490538412268,0.9942876870926224,0.9782319619725266,6.300000000000001
64,0.9929647003259644,0.9969682277793077,0.9744436749743123,6.4
65,0.9919612973147004,0.9995148175998383,0.9724706958010599,6.5
66,0.9908471954718764,1.0019281633409343,0.9707608896047344,6.6000000000000005
67,0.9904825476901099,1.004482809045597,0.9681943494711731,6.7
68,0.9916197873204492,1.0071537426508221,0.9650447424181587,6.800000000000001
69,0.9943002853764307,1.0094968451546447,0.9624044930984127,6.9
70,0.9977272635914161,1.0111221294970285,0.9612453124628502,7.0
71,1.000700694249507,1.0120464661368063,0.9620470595673691,7.1000000000000005
72,1.0022827141514798,1.0125298671816565,0.9646875590742718,7.2
73,1.0022322404029667,1.0127100568854581,0.9684639070012107,7.300000000000001
74,1.0009568815021097,1.012495469687971,0.9725856371216821,7.4
75,0.9990989595999242,1.011759502543091,0.9766950559089647,7.5
76,0.9971783219340301,1.0105213080738276,0.9806213546842466,7.6000000000000005
77,0.9955693313837392,1.008927092813269,0.9837760618712792,7.7
78,0.9945773354331165,1.0071715225158882,0.9852102635923241,7.800000000000001
79,0.9943306578352968,1.0054806453798333,0.9842560724147307,7.9
80,0.9946789351068439,1.0040348281060159,0.9809306209728474,8.0
81,0.9953032214324559,1.0028010378137615,0.9759591852313834,8.1
82,0.9958514397688842,1.0015474958350503,0.9706526224267337,8.200000000000001
