,Zr-Zr,Zr-Si,Si-Si,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.6000000000000001
7,0.0,0.0,0.0,0.7000000000000001
8,0.0,0.0,0.0,0.8
9,0.0,0.0,0.0,0.9
10,0.0,0.0,0.0,1.0
11,0.0,0.0,1.973705172742539e-06,1.1
12,0.0,0.0,2.7241775929042398e-05,1.2000000000000002
13,3.30476608237503e-07,7.711120858875068e-07,0.0002134197949277932,1.3
14,3.961674684569914e-06,1.0749488012957258e-05,0.0011844886330599422,1.4000000000000001
15,2.3000524610708014e-05,8.456135726832782e-05,0.00521501569264018,1.5
16,0.00010870527642798517,0.00048795518402307606,0.01884739694038268,1.6
17,0.0004124540697289229,0.002249201994361999,0.05653904907640121,1.7000000000000002
18,0.0012854846548052356,0.00856768748387348,0.14181388716019822,1.8
19,0.0033958338141177303,0.02749777188204568,0.2996231646546819,1.9000000000000001
20,0.007957425987415733,0.07515124941854709,0.5381370547239981,2.0
21,0.01737640224929104,0.1761837204355205,0.8312821183056168,2.1
22,0.036458749787273446,0.3566105144081746,1.1208580415267655,2.2
23,0.07335573795123015,0.6275163484626577,1.3431040110018735,2.3000000000000003
24,0.13867029407526052,0.968373842884312,1.460421512274735,2.4000000000000004
25,0.24188004121618983,1.325812410632415,1.4740567677047198,2.5
26,0.3861985057440309,1.6342174036302464,1.4131559390276993,2.6
27,0.5646987163092856,1.8438184020463142,1.314546717057885,2.7
28,0.7607573427172848,1.9353154734236215,1.2078321798162306,2.8000000000000003
29,0.9533927915571697,1.9163831974326897,1.1101111790602685,2.9000000000000004
30,1.1236250241884878,1.8112741577593305,1.0277771122547623,3.0
31,1.2573576045920194,1.6522068828447134,0.9614529968382028,3.1
32,1.345304836459732,1.4721777581771405,0.9105056227929595,3.2
33,1.3837443456811676,1.298040659466372,0.8748739928589995,3.3000000000000003
34,1.3762140911180958,1.1463938767529613,0.8543940024000354,3.4000000000000004
35,1.332870830161173,1.0241224858312488,0.847748288607296,3.5
36,1.2671372973240989,0.9316840827677746,0.8525836247641203,3.6
37,1.1918172652850705,0.8661936314831269,0.8661305395968916,3.7
38,1.1159178897143136,0.8233170701384116,0.8852732330366715,3.8000000000000003
39,1.04361261971905,0.7984458867036119,0.9065714149438626,3.9000000000000004
40,0.9769175990794848,0.7875046477817907,0.9271496621900093,4.0
41,0.9198044336761788,0.7874520140283515,0.9457334747909867,4.1000000000000005
42,0.8786452858621097,0.796486018852275,0.9624202713219678,4.2
43,0.8581377114675912,0.8137176472299918,0.9774536576594296,4.3
44,0.8578327178037387,0.838354393149715,0.9905992312479324,4.4
45,0.872964583318956,0.8690443330618198,1.0016600658111274,4.5
46,0.8973610192152092,0.9037541040580225,1.0110883194786198,4.6000000000000005
47,0.9255829316435872,0.9398132691101873,1.0198417830443807,4.7
48,0.9543422982948377,0.9740355489608238,1.028651579065124,4.800000000000001
49,0.9830973409648609,1.0033765794336211,1.0372687348427305,4.9
50,1.0126585935620738,1.0260483501624482,1.0442988633028762,5.0
51,1.0424204031891298,1.0420968366526746,1.0480151054039832,5.1000000000000005
52,1.0686545885749799,1.05272856585876,1.0476274070552827,5.2
53,1.0854509097915692,1.0589352151514546,1.0437730484504562,5.300000000000001
54,1.0881347484929844,1.06081022844113,1.0377673264520506,5.4
55,1.077035518259682,1.0581675618018533,1.0305877552290232,5.5
56,1.058277346060947,1.0516269821119328,1.0226684022326773,5.6000000000000005
57,1.0400206236288472,1.0429393707215584,1.0143801353295177,5.7
58,1.0269333251948545,1.0341246743515047,1.0062667311839617,5.800000000000001
59,1.0175904437559848,1.026167641658516,0.9986955059683892,5.9
60,1.0066734546702232,1.0186710533263117,0.9916092312013103,6.0
61,0.9899982534765595,1.0109310001061866,0.9849137587866589,6.1000000000000005
62,0.9682886947858114,1.003152739269958,0.9790206470326156,6.2
63,0.9463924836672158,0.9964076304497277,0.9748041886061677,6.300000000000001
64,0.9290910035054617,0.9916289733345908,0.9730285519611485,6.4
65,0.918537068204644,0.9889265413047472,0.9738300105022614,6.5
66,0.9154091058515212,0.9877853838165486,0.976640335971558,6.6000000000000005
67,0.9203416951415638,0.9877269696008933,0.9805531320367055,6.7
68,0.9330029559697718,0.9886494270596632,0.9847879340226692,6.800000000000001
69,0.950757181451375,0.9905935244801628,0.9888624382250636,6.9
70,0.9692835615950179,0.9933996091048918,0.9924529326916126,7.0
71,0.9844796976559584,0.9966972975569445,0.9952532666129371,7.1000000000000005
72,0.9938283418258715,1.0001077177806874,0.9970777527825444,7.2
73,0.9966941287849763,1.0032941427945232,0.9981075005842307,7.300000000000001
74,0.9941478295403802,1.0058607442211098,0.9989103640951137,7.4
75,0.9885506903989332,1.0074466723880005,1.000038581594509,7.5
76,0.9826446826272812,1.0081309349738679,1.0015904920943026,7.6000000000000005
77,0.9784842628602556,1.0085994772869382,1.0032623321489762,7.7
78,0.9771366926005843,1.0095726855724643,1.004811686686883,7.800000000000001
79,0.9791898242736661,1.0110331871916096,1.006306287475949,7.9
80,0.9849732736660664,1.0122159618365763,1.0078648355210074,8.0
81,0.9939741911275475,1.012373996533775,1.0092573039671366,8.1
82,1.004321385083693,1.0114036780046216,1.009912873667302,8.200000000000001
83,1.0131362025825421,1.0097700443694493,1.0093712427658845,8.3
84,1.0174371749071562,1.0080107902505695,1.0076428323889595,8.4
85,1.015105724040995,1.0063764988313657,1.0051246825393183,8.5
86,1.0057859802322355,1.004804651929613,1.0023530298979861,8.6
87,0.9914567672112624,1.0030883166263926,0.999854391943632,8.700000000000001
88,0.9759292855319156,1.0010785503115511,0.9979853487092265,8.8
89,0.9630859741369155,0.9987941323310233,0.9967625826393512,8.9
90,0.9551267671591283,0.9963372127484948,0.9959345749433763,9.0
91,0.952203178314344,0.9937329204203741,0.9952335756696157,9.1
92,0.9532520780949494,0.991005652670089,0.9944413225765204,9.200000000000001
93,0.9569562221590369,0.9884802791083064,0.9932543974199527,9.3
94,0.9623112648843918,0.986904087705338,0.9913803488439973,9.4
95,0.9687041346288884,0.987127428307383,0.988896793116398,9.5
96,0.9755875019628507,0.9895690538366285,0.9863547756220375,9.600000000000001
97,0.9823026905129063,0.9938873313030263,0.9843887320336485,9.700000000000001
98,0.9883133649450598,0.9990181058863545,0.9832601882853799,9.8
99,0.9931475036110413,1.0035342089964923,0.9827992503972669,9.9
100,0.9959895313694903,1.0061549422887504,0.982678041964162,10.0
