,Li-Li,Li-Hg,Hg-Hg,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,5.755037720100911e-07,0.0,0.0,0.6000000000000001
7,4.25408373062985e-06,0.0,0.0,0.7000000000000001
8,2.342868515184931e-05,0.0,0.0,0.8
9,0.00010238085632406696,0.0,0.0,0.9
10,0.0003601853734598369,1.1749868678539361e-06,0.0,1.0
11,0.0010528346392204813,1.551248161316255e-05,0.0,1.1
12,0.002644233445759126,0.00011368458136220532,0.0,1.2000000000000002
13,0.005944659170534654,0.0006180956008661316,1.7265113160302739e-06,1.3
14,0.012431826492343858,0.00268925261872806,1.702638535231947e-05,1.4000000000000001
15,0.024762562473960966,0.009662189363108089,0.00010870031850429046,1.5
16,0.0472012110064128,0.02912804360598978,0.0005413551876807635,1.6
17,0.08548224869258404,0.07453514054565526,0.002174556320490361,1.7000000000000002
18,0.1455704730989226,0.16361768055856604,0.007263884586302529,1.8
19,0.23124639974687414,0.3113890366930527,0.020539394103889018,1.9000000000000001
20,0.3415166608607936,0.5195363161909154,0.04981074197611649,2.0
21,0.46963799281315566,0.7692758704845203,0.1047010014750118,2.1
22,0.6048334132005037,1.0248575615690954,0.19248372989042017,2.2
23,0.7358807808227464,1.2472490893237236,0.3124935652565785,2.3000000000000003
24,0.8542868073286645,1.4089786794624064,0.45356949160183846,2.4000000000000004
25,0.955182794522926,1.5008653802338958,0.5977298753402125,2.5
26,1.0363989981277353,1.5292948841722263,0.7276059355326612,2.6
27,1.097659181491407,1.5094677219222745,0.8320394066847285,2.7
28,1.1404879662951415,1.4593576800284107,0.9074081099771596,2.8000000000000003
29,1.1676751081793217,1.3952390460342,0.9558036813014845,2.9000000000000004
30,1.1817894023568578,1.3286211275108333,0.9816072906414884,3.0
31,1.1839803155118498,1.2655171182603517,0.9881919120904255,3.1
32,1.1744210118842409,1.2079539953442973,0.9772151213149513,3.2
33,1.1541711700730237,1.156035474194486,0.9513285596271748,3.3000000000000003
34,1.126703799781109,1.1093957744948828,0.9169398612766209,3.4000000000000004
35,1.097227443404316,1.0680920448634588,0.8825485847355953,3.5
36,1.0699887714249947,1.0329640613911837,0.8539036283185937,3.6
37,1.0462854439041673,1.005066546274451,0.8322630605710967,3.7
38,1.0251280976153325,0.984421900415162,0.81807771752467,3.8000000000000003
39,1.0053822547041305,0.969532052498178,0.8148211274090964,3.9000000000000004
40,0.987196320848313,0.9585253881417402,0.8272948648866579,4.0
41,0.9719513739295148,0.9505537496272003,0.8558331296896698,4.1000000000000005
42,0.9612083628066318,0.9458186753257474,0.893590996122264,4.2
43,0.9555908658962515,0.9446828692564144,0.9308054991005361,4.3
44,0.9544989489968162,0.9471680695817704,0.9611729878318235,4.4
45,0.9567024491555753,0.9529323376649845,0.9831419004271441,4.5
46,0.9610001730120813,0.9610957971338648,0.9965622875305822,4.6000000000000005
47,0.9663907436586873,0.9701215830811288,1.0009792082871538,4.7
48,0.9720373526370348,0.9782095195776224,0.9974798064339527,4.800000000000001
49,0.9773760756349288,0.9840296650656664,0.9898083991358989,4.9
50,0.9821247435592572,0.9872444346372738,0.9823773820490515,5.0
51,0.9859486364012815,0.9885735068661732,0.9781419425690813,5.1000000000000005
52,0.9883130657152832,0.9892748324760698,0.9788535186886048,5.2
53,0.9890639809279603,0.9902254314794735,0.9858813200565284,5.300000000000001
54,0.9890341208828536,0.991500821860635,0.9991816794003949,5.4
55,0.9895815698576896,0.9929697364851278,1.0160486780355673,5.5
56,0.9913947621935622,0.9947888023345859,1.0325102085770022,5.6000000000000005
57,0.9939801601859233,0.996858402777166,1.046146159239533,5.7
58,0.9963567369564768,0.9983973014598464,1.0566596242196309,5.800000000000001
59,0.9980358679311945,0.9987416154600135,1.0640713477649966,5.9
60,0.9991901189687995,0.9982489249828439,1.067902570361324,6.0
61,1.0000673905495567,0.997849964129444,1.0682746636171712,6.1000000000000005
62,1.000574263471316,0.9978055091105176,1.0661273256757664,6.2
63,1.0004213887961422,0.997329466497565,1.0617668221903924,6.300000000000001
64,0.9993599259561272,0.9955718067048983,1.0545890474265567,6.4
65,0.9972964334881597,0.9928152337613558,1.0448271671306002,6.5
66,0.9945055250697747,0.9904530524116761,1.0345843922612337,6.6000000000000005
67,0.9916517112548896,0.9896624152973494,1.0266685431680422,6.7
68,0.9892813422093246,0.9903630278270047,1.0228213364810517,6.800000000000001
69,0.9874104475006622,0.9917181044243579,1.0229494695874777,6.9
70,0.985816952573226,0.9932034933261471,1.0255174195213923,7.0
71,0.9845251200292939,0.9947808778641061,1.0283592789758993,7.1000000000000005
72,0.9838373407798217,0.996566140385973,1.0288126156879722,7.2
73,0.9840334976603988,0.9988941751936559,1.0236438541090136,7.300000000000001
74,0.9851080380520142,1.002240038957213,1.010434315254233,7.4
75,0.9867504264343667,1.0064935755104458,0.9900149926619093,7.5
76,0.9886085563022509,1.0106507840453636,0.9671314838216923,7.6000000000000005
77,0.9904986141270183,1.0136623254345671,0.947871364892946,7.7
78,0.9922857095312255,1.0152765688939427,0.9358382843376349,7.800000000000001
79,0.9937550236519839,1.015772573471858,0.9303978510771148,7.9
80,0.994760818945654,1.0153079957509419,0.9279085182449659,8.0
81,0.9953380419920499,1.0139743028838626,0.9241491087666198,8.1
82,0.9954838780594248,1.0121570679766843,0.9166762920417225,8.200000000000001
83,0.9949876731954023,1.0103036660357743,0.9067111616966697,8.3
84,0.9937056344690678,1.008472629500057,0.8990684149058741,8.4
85,0.9919497057817009,1.0065972718684657,0.8990087334324737,8.5
86,0.9903770820119528,1.0051546166213143,0.9082362690434369,8.6
87,0.989425609666198,1.0050757028391517,0.9235116413156451,8.700000000000001
88,0.9890175255642348,1.0067536607231884,0.9388485897356283,8.8
89,0.9888724476493829,1.0093249748923763,0.949482844063718,8.9
90,0.9889171449469686,1.0111136732988726,0.9547537714995575,9.0
91,0.989315473592042,1.0107820435690293,0.9578578077006358,9.1
92,0.9902591174542795,1.0080880182525025,0.9627231308108287,9.200000000000001
93,0.9917341103200622,1.003740157904789,0.970362709902052,9.3
94,0.9934171083947747,0.9987337414848515,0.9778247936868398,9.4
95,0.9949071434319564,0.9938784120287922,0.98129841989008,9.5
96,0.9960484738171679,0.9897739084482479,0.9807350965521174,9.600000000000001
97,0.9968623336192045,0.9868712532855518,0.9806787617097583,9.700000000000001
98,0.997301796386141,0.9853080335620704,0.98564969416456,9.8
99,0.9973484015883253,0.98477098880434,0.9948807083202049,9.9
100,0.9972246862586062,0.9847044062363735,1.0023595061938861,10.0
