,Li-Li,Li-Fe,Li-Si,Fe-Fe,Fe-Si,Si-Si,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,4.5686071668137075e-07,0.0,0.0,0.0,0.0,0.0,0.4
5,3.368383867090331e-06,0.0,0.0,0.0,0.0,0.0,0.5
6,1.8338864586472517e-05,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
7,7.915225283810336e-05,1.4619542933803866e-07,0.0,0.0,0.0,0.0,0.7000000000000001
8,0.0002744708539821519,2.2382347165987068e-06,2.56984153133271e-07,0.0,0.0,0.0,0.8
9,0.000788363289377963,1.6634662741828177e-05,2.4724869759387106e-06,1.365839651255032e-06,0.0,0.0,0.9
10,0.001951284192891854,9.381242428959028e-05,1.664975598410405e-05,1.743446002459442e-05,2.944213507502166e-06,0.0,1.0
11,0.004388617329822246,0.000425976108459609,8.844438656152875e-05,0.00013838142020673074,3.970046658789972e-05,9.111903490597976e-07,1.1
12,0.009494011261389419,0.0015988161755709433,0.0003907012215175917,0.0007748472228293805,0.0002939326294270521,1.3671790776658197e-05,1.2000000000000002
13,0.020399405197833256,0.005090980413414665,0.0014718131492591374,0.003474775203906978,0.0016080278055773047,0.0001136986955004137,1.3
14,0.04315312436460414,0.013937653002535473,0.004840854197409613,0.012846836714469461,0.007006086017537923,0.0006532644095079385,1.4000000000000001
15,0.08701695396924727,0.0331399492951098,0.014089756191553098,0.039753553201678365,0.025131070842646017,0.0029651177172805693,1.5
16,0.16233180703073335,0.06897347553152038,0.03645546793880681,0.10396659187310305,0.07531507816374268,0.011027682279336669,1.6
17,0.2757142031120339,0.1266907884683317,0.0838216357440844,0.23203800164713176,0.19023009600494406,0.034063803545825694,1.7000000000000002
18,0.4254774983085704,0.2076410631967798,0.17104904914047053,0.44679366749429134,0.4079456879232852,0.08807268454433119,1.8
19,0.6011424695208194,0.3081060806934126,0.3100253080401019,0.751430518317457,0.7482355523853282,0.19216842700090983,1.9000000000000001
20,0.7871158402701413,0.4207420963751023,0.5010669728932612,1.1188460629138872,1.1835987018324505,0.3573721432852244,2.0
21,0.9666542039475103,0.5367276639588399,0.7273046586005394,1.4962490254032457,1.6317381408036868,0.573476513282657,2.1
22,1.124034358910196,0.6467852107487941,0.9575603433357056,1.8239999889458447,1.9872649641362896,0.8060597345804579,2.2
23,1.2469413683135124,0.7418595413385551,1.1575300871560452,2.056588735657801,2.174355400243547,1.0097274108560903,2.3000000000000003
24,1.3302175993783785,0.8147970776152336,1.3025320055930707,2.174264778816958,2.1794738906866167,1.1487478233391564,2.4000000000000004
25,1.3775213056643063,0.8622385668367107,1.3841582885151544,2.1833440968071636,2.0441975958179612,1.210117366058021,2.5
26,1.3973879602671326,0.8850956656565631,1.4083248269014135,2.108639185645626,1.8340178161472662,1.203109761979751,2.6
27,1.3967856327456722,0.8875526172166084,1.3882964939887963,1.9810379130248121,1.6083038754061687,1.1503958473946263,2.7
28,1.3788534384546276,0.8755791118896625,1.3384357809602139,1.8254046423435393,1.4038391662381342,1.0780254024042217,2.8000000000000003
29,1.3458475475418634,0.8553192539838123,1.2718376351852099,1.6563811229883671,1.2333777210502572,1.00794839520067,2.9000000000000004
30,1.3020212857699032,0.8315657183168547,1.200238720945621,1.4835156258741884,1.0949606790527793,0.953763540606393,3.0
31,1.2531270823538747,0.8071818351812113,1.1329051959355567,1.3178379066528356,0.9834742638415525,0.9195988874749057,3.1
32,1.2042106008564137,0.783802801087087,1.074654280084032,1.172187785591746,0.896721492967468,0.9023677855782973,3.2
33,1.158264365772951,0.7630389060897332,1.0260457739971836,1.0566328339863325,0.8348854079491889,0.8964778252238373,3.3000000000000003
34,1.1165309848905174,0.7472509407176586,0.9862101943277781,0.9753490906568629,0.7976554879183824,0.8978087799887304,3.4000000000000004
35,1.0796987707008843,0.7394992295306199,0.9550650166144097,0.9275362375491562,0.7829415568145264,0.9045628027747764,3.5
36,1.0486207677301527,0.7426379899976993,0.9328907046084073,0.9093768679329808,0.787554422035956,0.915710932304074,3.6
37,1.0239701645067973,0.7580219630245886,0.9192520007682186,0.9146767194804158,0.8080940011613477,0.9294382284523328,3.7
38,1.0055932520860382,0.7847171931170001,0.9133963709873733,0.9355870280317764,0.8410278298979185,0.9435304563837706,3.8000000000000003
39,0.9924907430582595,0.8197459689868449,0.9151005630253014,0.9648988364192848,0.8823839750586219,0.9574580460203013,3.9000000000000004
40,0.9836243211911487,0.8592187901069883,0.9241055627802535,0.9980831126171489,0.9276596951411177,0.9730208470855015,4.0
41,0.9787371085404835,0.8996107367614696,0.9388097038479704,1.0327254919811133,0.9720084209574718,0.9915856249968615,4.1000000000000005
42,0.9779886957486297,0.9383233360030295,0.9561382661154306,1.0661951176594726,1.0108517479058003,1.0111046280114624,4.2
43,0.9806884707179842,0.9733772901247556,0.9729492951090492,1.0943056456637015,1.040958121069754,1.0269893131892087,4.3
44,0.9849572812956278,1.0030171504675125,0.9874969575085573,1.112192079426013,1.061065811208662,1.0356629998428382,4.4
45,0.989107737730015,1.0259088760412796,0.9996361253094304,1.1166060538515985,1.0712822241589666,1.0366899161621688,4.5
46,0.992963402960753,1.0416302631223084,1.0097651546370192,1.1081358784641688,1.0722632701655563,1.0323206439893307,4.6000000000000005
47,0.9972780157783824,1.0507234327043231,1.0177171289792835,1.0913195574366346,1.0653458213411557,1.025834591669561,4.7
48,1.0020418945783902,1.0542514350502674,1.0227270566136688,1.0717188392778174,1.0529252323847114,1.0197807498920184,4.800000000000001
49,1.005946221291957,1.0534547906632734,1.0243201415268535,1.052345225830741,1.0378605927664193,1.014878047742494,4.9
50,1.007585782120048,1.0497576254910173,1.0229135337325028,1.032863318527903,1.0222649586592993,1.0104472150418962,5.0
51,1.0066859543731244,1.044607243068677,1.0195166183223254,1.0116909464876738,1.0071370278983134,1.0059702029090396,5.1000000000000005
52,1.0038299512716395,1.0388952068203556,1.0151880267277438,0.9882049298701743,0.9932350444915012,1.0018100819053124,5.2
53,0.9994596359748539,1.0327517159659108,1.0109128142012482,0.9632746705715401,0.9818564267046144,0.9982715307699405,5.300000000000001
54,0.9938545390928205,1.0262919961699568,1.0075685516049946,0.9387788077721151,0.9743362395339605,0.9947681079717305,5.4
55,0.9878992874554866,1.0203504511474115,1.0056574409580805,0.9172312514610396,0.9710078025834326,0.9905838569856981,5.5
56,0.9829344099136337,1.0161842818707323,1.0050953472539474,0.9013100308424404,0.9710235410278174,0.9860615462411105,5.6000000000000005
57,0.9794639650956579,1.0146621429218419,1.0053145334444993,0.892823700824047,0.9729178581021556,0.9825080002939383,5.7
58,0.976504833661523,1.0159242379246018,1.0055158152907517,0.8917279482737083,0.975148229869715,0.9810493071296099,5.800000000000001
