,Li-Li,Li-N,N-N,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,1.7809479655285852e-05,0.2
3,0.0,0.0,0.0003558668135588959,0.30000000000000004
4,0.0,0.0,0.002491271442856632,0.4
5,0.0,1.5966899457849945e-07,0.01262317909801883,0.5
6,1.3767377593758365e-06,3.7258112635542474e-06,0.05078266231528238,0.6000000000000001
7,1.0416607776152604e-05,3.538611520646719e-05,0.16339995174719044,0.7000000000000001
8,5.8348736637511566e-05,0.00022428913873789606,0.42140276605885446,0.8
9,0.00025650586402198696,0.0011039045034769996,0.8730548630975341,0.9
10,0.0009088857536689597,0.004439213989711176,1.4571887297697654,1.0
11,0.0026595353719959364,0.014882394262605408,1.9664159076281469,1.1
12,0.006601751961276723,0.04214632943260312,2.1555074715021134,1.2000000000000002
13,0.014354675530808679,0.1019264373311263,1.9318212258952128,1.3
14,0.028236021201484038,0.21269869426080096,1.4299843486560084,1.4000000000000001
15,0.051483177631304625,0.38692562595375984,0.8907483232314921,1.5
16,0.08804898840786719,0.6198173750111209,0.4871650977606585,1.6
17,0.1414961104611559,0.8834994864316105,0.2611209381265592,1.7000000000000002
18,0.21330180808945176,1.1336325056015337,0.17262442249818613,1.8
19,0.30180093016258114,1.327151622297791,0.16828611020141207,1.9000000000000001
20,0.4027367224955801,1.4403023229802387,0.21255694343548953,2.0
21,0.5107890125245549,1.475301043441689,0.2870093138820859,2.1
22,0.6204375535967246,1.4531749749652334,0.38035545999098913,2.2
23,0.7258985075449258,1.4002799876792316,0.4822450834542623,2.3000000000000003
24,0.8214448150714485,1.3379657056893541,0.5829601610932365,2.4000000000000004
25,0.9027659498808812,1.2790712090618186,0.6757542579517336,2.5
26,0.9682694398011866,1.2287893104325276,0.7583465704701228,2.6
27,1.0188968434522436,1.1867909558289336,0.8317316409070085,2.7
28,1.0564929463418011,1.149792348788621,0.8972866895940329,2.8000000000000003
29,1.0824312346150091,1.1141495957274812,0.954830267106878,2.9000000000000004
30,1.097880116077708,1.0776192394483113,1.0031933481818724,3.0
31,1.104882882237051,1.040073102170947,1.0420508772575545,3.1
32,1.1063593908136071,1.0034543776083311,1.0725235777584456,3.2
33,1.104814575156473,0.9709080577202082,1.0958837066117748,3.3000000000000003
34,1.101378440671776,0.945181600115005,1.1122844428390481,3.4000000000000004
35,1.096379374385472,0.9273217841809144,1.121211791357626,3.5
36,1.0903829002544434,0.9166688548072879,1.1228322663158137,3.6
37,1.0838753069467597,0.9117970440160662,1.1184505726696596,3.7
38,1.0760959106029624,0.9113043112607958,1.1098599935084135,3.8000000000000003
39,1.0653772563114126,0.9140363483261216,1.098550755304767,3.9000000000000004
40,1.0511716770211539,0.919141318000396,1.0854013513898488,4.0
41,1.0351490286902618,0.926162331891716,1.0708737050399653,4.1000000000000005
42,1.0199026813802865,0.9349009342343757,1.0555639349787884,4.2
43,1.0071787352138264,0.9449991863181014,1.0405774857339987,4.3
44,0.997617471156461,0.9557111557425004,1.0271111728587536,4.4
45,0.991308180920595,0.9662376621670918,1.015567122118216,4.5
46,0.9878757682192403,0.9762803963951691,1.0053520013670467,4.6000000000000005
47,0.986349793598312,0.9860815585720146,0.9957248562259007,4.7
48,0.9855096742863816,0.9958454789688195,0.9867029290969199,4.800000000000001
49,0.9845708466520536,1.0052078076757882,0.9790521489066288,4.9
50,0.9834822629538092,1.0132704079738122,0.9735823936758414,5.0
51,0.9824857140680074,1.0190901310131346,0.9706150390613972,5.1000000000000005
52,0.9814176895555654,1.0222546987227172,0.9700354570295965,5.2
53,0.979621716982801,1.0231618345884883,0.9715426200865074,5.300000000000001
54,0.9765865737992433,1.0227494716268049,0.9745687952863316,5.4
55,0.9725318962944565,1.0218932200164477,0.9780595139620861,5.5
56,0.9682997157601789,1.0209880756092382,0.9807764062996,5.6000000000000005
57,0.9647439438502756,1.0200054872127808,0.9820364708504009,5.7
58,0.9622660314361435,1.0187916614511956,0.9820468395013211,5.800000000000001
59,0.9609395179353707,1.0172275703061522,0.9815502679796267,5.9
60,0.9609929869956302,1.015256431880708,0.9813685315497828,6.0
61,0.9629142214943597,1.0129994317722213,0.9822549546141134,6.1000000000000005
62,0.9669057475207589,1.0108053485691224,0.9847837232791473,6.2
63,0.972347219223783,1.0089924942120414,0.9889943830853177,6.300000000000001
64,0.9779893082928768,1.0075376948435562,0.9940882746513051,6.4
65,0.9826999019437836,1.0061191120538153,0.9986903559005647,6.5
66,0.9860157278125815,1.0044560763596981,1.0016641549985232,6.6000000000000005
67,0.9880505712331555,1.002578965857593,1.0027963417724488,6.7
68,0.9889804530163242,1.0008324941771212,1.0027363630502988,6.800000000000001
69,0.9887725499762725,0.9996303859551978,1.002324328482399,6.9
70,0.9875122783058851,0.9991026783344177,1.0019956673482946,7.0
71,0.9858553508699498,0.9989157719959082,1.0017679392524523,7.1000000000000005
72,0.9848664373524323,0.9985047249588132,1.0015967135184138,7.2
73,0.9852798113453729,0.9975795773953767,1.0015086061259817,7.300000000000001
74,0.9869531004930111,0.9963918876279447,1.001460657419475,7.4
75,0.9890387704285245,0.9954115154120341,1.0013463793717279,7.5
76,0.990641596094313,0.9947423863014303,1.0011781146802026,7.6000000000000005
77,0.9913458169612481,0.9940003937744011,1.0011270075881817,7.7
78,0.9913073396423069,0.9927687840453325,1.0013768253689708,7.800000000000001
79,0.9910064797959032,0.9910461239793308,1.0020261584183403,7.9
80,0.990931611360979,0.9892840063656636,1.003092653657655,8.0
81,0.9913595460749738,0.9881054630446587,1.0044685744200417,8.1
82,0.992255039947603,0.9879117966685976,1.005849808330082,8.200000000000001
83,0.9933517731543164,0.988659410286483,1.0068156973862057,8.3
84,0.994389760608985,0.9900170394748485,1.0070692465700406,8.4
85,0.9952267208219466,0.9916817244841631,1.006592737342864,8.5
86,0.9957591345702483,0.9934782767642228,1.0055723092958686,8.6
87,0.9959659441751646,0.9953149559922585,1.0042014836342512,8.700000000000001
88,0.9960371615246586,0.9972429504527249,1.0025684922509,8.8
89,0.996239462193386,0.9995104223425895,1.000698865022602,8.9
90,0.9965696419157787,1.0023959622510357,0.9986175681851895,9.0
91,0.9966503347433195,1.0059074607688316,0.9962796549389903,9.1
92,0.9959505808875679,1.0096430568614796,0.9934674850495138,9.200000000000001
93,0.9939895009696189,1.0130016565087658,0.9898962021322462,9.3
94,0.9904177740321102,1.0155761753650367,0.9855148081550329,9.4
95,0.9852681709991495,1.0173229391645526,0.9806592872710098,9.5
96,0.979344151441045,1.0183338997362792,0.9758458618311202,9.600000000000001
97,0.9740646946292418,1.01856029651763,0.9714835721484365,9.700000000000001
98,0.9705643764553399,1.017942129828025,0.9678633746614242,9.8
99,0.9689429672053915,1.016805974822387,0.9652691360762048,9.9
100,0.9684785248757803,1.0159074279917828,0.9639276621883176,10.0
