,Si-Si,Si-Au,Au-Au,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.6000000000000001
7,0.0,0.0,0.0,0.7000000000000001
8,0.0,0.0,0.0,0.8
9,0.0,0.0,0.0,0.9
10,0.0,0.0,0.0,1.0
11,2.2634581535977953e-06,1.5977351672455036e-06,0.0,1.1
12,3.38655180528653e-05,2.129329344060963e-05,0.0,1.2000000000000002
13,0.00026384658321635047,0.0001629499153773829,0.0,1.3
14,0.0014617870383794532,0.0009160428828209655,1.9861652733320472e-07,1.4000000000000001
15,0.006424815203450272,0.00409319748408449,1.0108610053243862e-05,1.5
16,0.02313339971526838,0.015088546563332177,0.00010176613439210733,1.6
17,0.0690765034306737,0.046594980149418125,0.0006404234453153802,1.7000000000000002
18,0.17248082519636088,0.12152158195294363,0.003071147251885282,1.8
19,0.3630903587850048,0.2693578979240744,0.011895403168048175,1.9000000000000001
20,0.6503262146697458,0.5105641391043291,0.037775892324762826,2.0
21,1.001601393762925,0.8335677921046741,0.09927546360729035,2.1
22,1.343042498497518,1.1830067328821814,0.21793591329772727,2.2
23,1.5909912779828304,1.477097909390183,0.4040613664663195,2.3000000000000003
24,1.6943769729846563,1.6479660432718632,0.6413692737316613,2.4000000000000004
25,1.6566678189050599,1.6748900248393246,0.8864683844838611,2.5
26,1.5246656875298354,1.586166807566794,1.0891700395686406,2.6
27,1.3581732969019646,1.4344630736095438,1.2189583466481584,2.7
28,1.2034569026323474,1.2694726268374563,1.2764988836817412,2.8000000000000003
29,1.0830752708838256,1.1244299890222798,1.2839843579144847,2.9000000000000004
30,1.0002260344934961,1.0154599645053217,1.266231878786921,3.0
31,0.9484298315956147,0.9455039524119006,1.2384870785790332,3.1
32,0.91873999075547,0.9085782774987005,1.2065154132069518,3.2
33,0.9027230984944105,0.8942343453825351,1.1722812399744933,3.3000000000000003
34,0.8936487906438692,0.8919880401896311,1.1372603240221733,3.4000000000000004
35,0.887712512878367,0.8945525908088349,1.1026560406172496,3.5
36,0.8845579845780986,0.8989205903310276,1.069397582826023,3.6
37,0.8857293525633154,0.9051185196316609,1.0384242427205883,3.7
38,0.8919434354136866,0.9137452707462135,1.0102744178958523,3.8000000000000003
39,0.9020368355928344,0.9245088781653018,0.9848414963282355,3.9000000000000004
40,0.9144836569355735,0.9366839309673245,0.962659261740764,4.0
41,0.9288764307433811,0.9499197804012878,0.9461360541853394,4.1000000000000005
42,0.945154012311208,0.9639342559949724,0.938016330543504,4.2
43,0.9619089940810455,0.9778389035409605,0.9383612253698235,4.3
44,0.9763950731300348,0.9903009885233509,0.9441392610933835,4.4
45,0.986479088824234,1.0003152141662255,0.951908652751741,4.5
46,0.9922706139081865,1.00774395525632,0.9599058823034419,4.6000000000000005
47,0.9954716749898679,1.013322003641204,0.9673865493887448,4.7
48,0.9971693030770278,1.0180815819930575,0.973348020297873,4.800000000000001
49,0.9968883107482279,1.02243651235406,0.9771962833756165,4.9
50,0.994256007828439,1.0257095546073194,0.9801530519296157,5.0
51,0.9909167391942243,1.026749797610573,0.9843011359724586,5.1000000000000005
52,0.9896241342557621,1.025068516924884,0.9897926882036499,5.2
53,0.9914607224103739,1.021255083610163,0.9943118902853515,5.300000000000001
54,0.9950139649494305,1.0164706226373077,0.9960841249739266,5.4
55,0.998453815963754,1.0118458621448265,0.9965615413452196,5.5
56,1.0014517321134393,1.0080780907641516,0.99929350403787,5.6000000000000005
57,1.0047556316707815,1.0050305906273196,1.0062761934509763,5.7
58,1.0085945783045431,1.0018413375763888,1.015745033527052,5.800000000000001
59,1.0119127361391886,0.9979075833882646,1.0232942237151705,5.9
60,1.012989575051844,0.9938222470680218,1.024754779028132,6.0
61,1.010869869299792,0.9911049418030587,1.0184596900241207,6.1000000000000005
62,1.006353507561924,0.9909812481972186,1.0058540035694532,6.2
63,1.0013582100450429,0.9934401118293719,0.9905974024821416,6.300000000000001
64,0.9972298080033024,0.9973890376764301,0.9768335291684915,6.4
65,0.9939555126958839,1.001697258726018,0.9676203358318481,6.5
66,0.9909551194993933,1.0060518685067845,0.964244638582972,6.6000000000000005
67,0.9881281633920923,1.0106771474718057,0.9663257257574774,6.7
68,0.9860474738771787,1.0152112739687111,0.972164776216056,6.800000000000001
69,0.9854608008053523,1.018157262079219,0.9793396647196206,6.9
70,0.9865749858555812,1.0178156036594521,0.9856238328432604,7.0
71,0.988531964998069,1.0138814513189982,0.9897613192174999,7.1000000000000005
72,0.989704448670442,1.00800475798867,0.9915638139527074,7.2
73,0.9889583866140655,1.0027241179619684,0.9913886705406207,7.300000000000001
74,0.9868325759755346,0.9998967253835711,0.9895273463097254,7.4
75,0.9852750207338912,0.9999443272860153,0.9860706101509903,7.5
76,0.9859263220979302,1.0020943533670745,0.9815005893312949,7.6000000000000005
77,0.9885482716756573,1.0050831242454776,0.9774385665074203,7.7
78,0.9911935965409218,1.0078456783475935,0.976289262337132,7.800000000000001
79,0.9920151800081369,1.0097863091140828,0.9794583657618678,7.9
80,0.9908669029819891,1.0105736663237288,0.9857417575662838,8.0
81,0.989043732108072,1.00999430022736,0.9919340853433816,8.1
82,0.9877055315998309,1.0081649682917322,0.9955094070219798,8.200000000000001
83,0.9869451579644221,1.0056387671681535,0.9966858964559447,8.3
84,0.9862846303783778,1.0030630140495567,0.9977069250731536,8.4
85,0.985505596437391,1.000794539134898,1.000388349975359,8.5
86,0.9847882574536995,0.998907500568001,1.004630608634431,8.6
87,0.9843947781006653,0.9974193604828414,1.0089146180238102,8.700000000000001
88,0.9844640540807328,0.9964363566244665,1.0115520596265055,8.8
89,0.9849254635420529,0.9962108727371627,1.011561662089563,8.9
90,0.9855279769452407,0.9971106340331115,1.0091710917662011,9.0
91,0.9861089322821529,0.9994242003616962,1.0058040301396638,9.1
92,0.986803387166503,1.0030691864530552,1.0030923795338245,9.200000000000001
93,0.9878496471843228,1.0073823125174217,1.0015386032073041,9.3
94,0.98924839627056,1.011217196167312,1.0001698287415297,9.4
95,0.9907005836051636,1.0134801093493888,0.9975605848794045,9.5
96,0.9918115324111466,1.013789530305935,0.9932648498474896,9.600000000000001
97,0.9923120087220788,1.0126716042533424,0.9883620015915864,9.700000000000001
98,0.9921915373104788,1.0111133306464009,0.9845578177316637,9.8
99,0.9917201993878806,1.009906087378086,0.9826835116538316,9.9
100,0.9913224988871296,1.0093248608298966,0.9821972517160258,10.0
