,Ba-Ba,Ba-Li,Ba-Si,Li-Li,Li-Si,Si-Si,r
60,0.9425596529715065,0.9706905228317427,0.9629704242725032,0.930146202616677,0.9929021350152859,1.0048530740768111,6.0
61,0.9387100917608665,0.9767224858938852,0.9747777208660897,0.9373639385068135,1.000767109694578,1.014605801073638,6.1000000000000005
62,0.9387672642476222,0.9832519082215697,0.9825588878579299,0.940347119819064,1.0084111434520606,1.0257120186957538,6.2
63,0.9418523700983353,0.9882250648559973,0.9877329583023897,0.9408234365168652,1.0162106144421634,1.0355063395071529,6.300000000000001
64,0.9470205527178869,0.9906043885220832,0.9922353794288046,0.942016890721532,1.0237813958312678,1.0417197234507372,6.4
65,0.9538096009191844,0.9910164244176408,0.9968946610386226,0.9451714152687549,1.0303215180081846,1.043054752634715,6.5
66,0.9619279137384237,0.9909332124458329,1.0013212160992402,0.9489428944693674,1.0349810365239611,1.0396386011657552,6.6000000000000005
67,0.9707475509929214,0.9917860350150952,1.0047761901986552,0.9519700085555042,1.037410677797388,1.0325440346519303,6.7
68,0.9792562068367084,0.9942738594765637,1.0068097958607494,0.9549991759268379,1.0383551271330353,1.0223551603676233,6.800000000000001
69,0.9863548694193047,0.9977379335770598,1.0072827696198878,0.9594968359094377,1.039395657217118,1.008645652745907,6.9
70,0.9912800586416616,1.0005937722876774,1.0062846120327233,0.9647564249791992,1.041517844824841,0.9911793840707229,7.0
71,0.9941258576271218,1.0017409253508147,1.0043869748570449,0.9679921112150062,1.043979642344565,0.9710284308340849,7.1000000000000005
72,0.9959821062148146,1.00125554428711,1.0028279653710828,0.9677498051242968,1.0450030112914601,0.9502897749765382,7.2
73,0.9981696883464344,0.9999158422273943,1.002809292131545,0.965994901663983,1.043435319911032,0.9315285134409983,7.300000000000001
74,1.0011697859151043,0.9987051982715861,1.0043682334451263,0.9662464498022713,1.0393739735466672,0.9175991226284772,7.4
75,1.0044571542354632,0.9986029712038447,1.0063616396936215,0.9704650546402511,1.0337409134518996,0.9107145281242826,7.5
76,1.0073394029822735,1.0000907553718104,1.0076572411705798,0.9778088371718575,1.0278963292061092,0.9109281048017082,7.6000000000000005
77,1.009751379722161,1.002763405322518,1.0079689779318273,0.9851674518152714,1.023126590546307,0.9159864714940289,7.7
78,1.0120985685203996,1.0057616209103264,1.0076313836196586,0.9887030907950732,1.0197960683840368,0.9229645558970798,7.800000000000001
79,1.014356509688565,1.0085135183451388,1.0070638378552565,0.9860562021280137,1.017268316214723,0.9297829463451144,7.9
80,1.0156750530814969,1.0108756494500306,1.0065457210861046,0.9778637795480244,1.0148902623873939,0.9356045372246753,8.0
81,1.015365076628103,1.0128845768938344,1.0062889110590436,0.9673583074400756,1.012742290778524,0.9406884974926564,8.1
82,1.0141731562946368,1.0147111739931867,1.0064222617663252,0.9585684217083061,1.0112589221794446,0.9459244998365864,8.200000000000001
83,1.0138529937749443,1.0166626753444403,1.0066517307043277,0.9544135340933684,1.010516417826132,0.951991341367372,8.3
84,1.015144551030355,1.0188674918818583,1.0061534967069354,0.9554153028336351,1.0101283342902172,0.9589678775977859,8.4
85,1.0166630749967434,1.0208731590547209,1.0042589541050402,0.9596225890660726,1.0096210862568251,0.9666381318889401,8.5
86,1.0161770008477062,1.0217510930846794,1.001170086437552,0.9641301846105095,1.008844654908353,0.9745483228712629,8.6
87,1.012703229860039,1.0206863281594079,0.9977347464574682,0.9672646036830445,1.0081726877244654,0.9816258672077673,8.700000000000001
88,1.0070864873596583,1.0173885664619562,0.9948272370924078,0.9695574178838973,1.0082117401101323,0.9863057556471161,8.8
89,1.0008843032693202,1.012086289702018,0.9931802037878068,0.972471781333025,1.0090967339380221,0.9873943115421989,8.9
90,0.9950932661514257,1.0055714355016474,0.9933443797178593,0.9760863797876537,1.010218865557574,0.9849074337958715,9.0
91,0.9898068132409528,0.9993963033460584,0.9952498059908708,0.9784777417123894,1.0108511327065044,0.9803271628438014,9.1
92,0.9847385129623414,0.9955155205815196,0.9978877106166674,0.9776931733377653,1.0107237169051106,0.9760301261005286,9.200000000000001
93,0.9799984434358369,0.9951224214508597,0.9998052427256123,0.9738552322141948,1.0098248196947917,0.9739951076295388,9.3
94,0.976425492628769,0.997696297378307,1.0001002049690748,0.9690132972548648,1.008137331328212,0.9745368072955316,9.4
95,0.9750870040845929,1.0013850344846549,0.9989385227991125,0.9655174884677344,1.0059239188034013,0.9761573547838376,9.5
96,0.9763577313995961,1.0043782942764239,0.9972206116216773,0.9648048381947285,1.0039068788873664,0.9769833174767871,9.600000000000001
97,0.9794806261296948,1.0059208171434277,0.9959209557098907,0.9669774373431612,1.0028497437222652,0.9765483968968255,9.700000000000001
98,0.9830008427059264,1.0062779087222924,0.9955873981557569,0.9708709607871558,1.0030084976360372,0.975907240708162,9.8
99,0.9856659866828527,1.0060974304734118,0.996086060829857,0.974681838573353,1.0039401129251577,0.9759863365652821,9.9
100,0.9869832507489457,1.0058911090138505,0.9966913520602618,0.9769283220481032,1.0047611349464012,0.9764520184070397,10.0
