,Ba-Ba,Ba-Li,Ba-Si,Li-Li,Li-Si,Si-Si,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
7,0.0,0.0,0.0,1.48908350945984e-06,0.0,0.0,0.7000000000000001
8,0.0,0.0,0.0,1.2327573826726362e-05,0.0,0.0,0.8
9,0.0,0.0,0.0,6.985807374004979e-05,1.1593210713787677e-06,0.0,0.9
10,0.0,2.5852144261455544e-07,0.0,0.0003147321543764142,1.0661980320222926e-05,2.0681715409164435e-06,1.0
11,0.0,1.6857715660163175e-06,0.0,0.0011419507590999251,7.254218713981489e-05,2.5551461351316223e-05,1.1
12,0.0,8.979859150229724e-06,0.0,0.003437301690030881,0.00038178925999279666,0.00018736925611150324,1.2000000000000002
13,0.0,3.8489918181272804e-05,0.0,0.008813858957597455,0.0016379653450460494,0.0010381990739391984,1.3
14,0.0,0.0001341834183029241,1.7305980869238838e-07,0.019936854869997665,0.005919496352955018,0.004634001501269207,1.4000000000000001
15,0.0,0.00039955606170194777,1.9201830838403714e-06,0.04119534387032847,0.018365322934024608,0.017119457915260254,1.5
16,0.0,0.0010732564543217222,1.4092632884404902e-05,0.07938982202245015,0.04932183819350791,0.05347369758051114,1.6
17,0.0,0.002719861008865682,8.140452658051018e-05,0.1429022642110737,0.11535901431785309,0.14243305532827644,1.7000000000000002
18,7.434403616016212e-07,0.006595876534641206,0.00038645779352501755,0.23755163965673273,0.23615896774406148,0.32497846392200125,1.8
19,7.030910084613232e-06,0.015104208126930134,0.0015422480775029888,0.36088127957354704,0.42608445742134027,0.6367637528168034,1.9000000000000001
20,4.4089827126964994e-05,0.03204725980373873,0.0053220323610371845,0.5009878285193252,0.6837926328444311,1.074521550979463,2.0
21,0.00021615170330580068,0.06232709541695564,0.01600021421340265,0.6432503455222693,0.9870006471907554,1.5700007813709906,2.1
22,0.0008639421205244036,0.11078986460698419,0.042109559381894514,0.7785394937343378,1.2970996388130296,2.0056766488016096,2.2
23,0.002882950087786569,0.1803843468609394,0.09733693125050562,0.9038806788751595,1.5714359496954813,2.2737018780515688,2.3000000000000003
24,0.00822320993425188,0.27076824921969384,0.1986452396131799,1.0172320675240312,1.7757868278284572,2.330992074002674,2.4000000000000004
25,0.02041899612872748,0.37852216994712085,0.3605835900252923,1.1144871593612373,1.8914872927795034,2.2061170603617537,2.5
26,0.044732494543056465,0.4985083590011351,0.5874050457528253,1.1909896310847123,1.9176885998147661,1.9658724529705114,2.6
27,0.0872013712464971,0.624963918295573,0.8667649452470021,1.2441339780603067,1.8697782323180057,1.679191318172756,2.7
28,0.15225810402534445,0.7520828607654222,1.1693234564026969,1.274540504930063,1.7721842730010737,1.398002792279876,2.8000000000000003
29,0.24012440479573946,0.8746942355374463,1.4563072110725355,1.2849481754033627,1.6480838273537617,1.151911997384362,2.9000000000000004
30,0.34644875533128433,0.988898395462676,1.691698190922051,1.278156469490648,1.5136307545190422,0.9509335798960001,3.0
31,0.46474708093953326,1.0919847200458508,1.8517617125537909,1.2570432192033212,1.3792176969060428,0.7929507039579197,3.1
32,0.5887952134711631,1.1812362202326565,1.9280709074391043,1.2264588745951297,1.2530380749356829,0.6714843146048127,3.2
33,0.7127124240291093,1.2525106927255392,1.9263164530241632,1.1929327355630353,1.1428420626749587,0.5801571614881199,3.3000000000000003
34,0.8305760306131155,1.3010422062740536,1.8633789022017568,1.1613247223395722,1.0548731023095559,0.5142245954362156,3.4000000000000004
35,0.9376979442680136,1.3250185961160283,1.7622634432539501,1.1327072481777383,0.990911047244179,0.47125225063101056,3.5
36,1.0318682895283928,1.327853377235133,1.6454467247472324,1.1058623429281054,0.9464535674446393,0.45130113525837745,3.6
37,1.1124204818862418,1.315957338928783,1.5292615166141144,1.079578474230292,0.9131050518214716,0.4547969480229719,3.7
38,1.1786199042897485,1.2950067478624914,1.4214427132446776,1.052758507258948,0.8835559863390867,0.47886666638764275,3.8000000000000003
39,1.229627120212936,1.2688973506264476,1.3228238675017154,1.0236859667265128,0.8549757641710699,0.5161680508953682,3.9000000000000004
40,1.2653549001844475,1.240419038545738,1.2322306108482977,0.9915902733615252,0.8288617756924467,0.5581085164375901,4.0
41,1.2864854984562935,1.2110270323845076,1.1503188718594215,0.9594399858369048,0.8086742093607852,0.5989332036275288,4.1000000000000005
42,1.2938079203830755,1.1805163230771123,1.0793668374689143,0.933681417110124,0.7972924688227199,0.6365488509272574,4.2
43,1.2880648494496176,1.1483096456925623,1.0210055680469432,0.9195589208405544,0.7955078848634368,0.6709011057586669,4.3
44,1.2704304095207712,1.1153476971693117,0.9751125808548315,0.9168281120412248,0.8018737284276151,0.7027393455061695,4.4
45,1.2429749163581945,1.0842413147085161,0.939878616431055,0.9205536077397606,0.8133849147171915,0.7332082574466868,4.5
46,1.2087908833080965,1.0573010357187507,0.9121308193561323,0.9254185370399658,0.8263513501952826,0.7632342858793136,4.6000000000000005
47,1.1715215466509736,1.0346632467976005,0.8886792075767406,0.9284447792758564,0.8378360506253119,0.7927705082308613,4.7
48,1.13432526147113,1.0148534754434786,0.8687240455029477,0.9287829456860315,0.8472177638166685,0.8204933963055545,4.800000000000001
49,1.0990983783684551,0.9970244598541079,0.854569088226227,0.9268577756470823,0.8558888084402546,0.8441602938072096,4.9
50,1.0667508925127613,0.9820150814606163,0.8488951992656166,0.92386786470187,0.8651110411491221,0.8620356994376935,5.0
51,1.0381512061458158,0.9712732121940244,0.8515101188521957,0.9209103324316734,0.8749876481827147,0.8750620273744553,5.1000000000000005
52,1.0146678324842018,0.9652761956310955,0.8594839272996849,0.9183303973246105,0.8854966431240344,0.887678625632002,5.2
53,0.9976057314268185,0.9629968648488909,0.8698939389180786,0.9160233984595647,0.8972364959468361,0.9052561303061722,5.300000000000001
54,0.9869175104576847,0.9625527662022366,0.8813350260370493,0.9139143413331857,0.91075958799964,0.9293829412257507,5.4
55,0.9805280823364301,0.9624264389049867,0.8932469240198759,0.9119115789998373,0.9259130561064964,0.9556419055658611,5.5
56,0.97520789256121,0.9622740528010051,0.9053390893620105,0.9101783027517693,0.9419623116521405,0.9769116629009486,5.6000000000000005
57,0.9683871681324158,0.9626037219792191,0.9180303027832801,0.9099267181690732,0.9577909467098802,0.9892392066411766,5.7
58,0.9595039343833577,0.9638929878166216,0.9322613987240205,0.9132033810482417,0.9720331023745675,0.9946051894422296,5.800000000000001
59,0.9500803458307165,0.9664363124188895,0.9479330090480462,0.9207373958775127,0.9836960844395859,0.9984092684176944,5.9
