,Si-Si,Si-P,P-P,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.6000000000000001
7,0.0,0.0,0.0,0.7000000000000001
8,0.0,0.0,0.0,0.8
9,0.0,0.0,4.7301183655181376e-07,0.9
10,4.7465423876206337e-07,2.135944074429285e-06,9.202190371973922e-06,1.0
11,4.3731508347699e-06,2.493324617500527e-05,8.192184956080833e-05,1.1
12,4.442900988214625e-05,0.00018536368621052844,0.0004930688488577114,1.2000000000000002
13,0.00027537473536563085,0.0010038213958741239,0.002322352197803822,1.3
14,0.0013403127818196507,0.004347425672645547,0.008924162453939738,1.4000000000000001
15,0.005373946820790652,0.015557460460143694,0.028470721432805633,1.5
16,0.01791445806783643,0.04655570644997026,0.0761234584482829,1.6
17,0.04998463467985536,0.11739928937173669,0.17207442561098138,1.7000000000000002
18,0.1177319613580783,0.2513074364145079,0.3319169198288728,1.8
19,0.2370195430759828,0.4606754540849136,0.5520930341447975,1.9000000000000001
20,0.41408953573992324,0.7311855772346885,0.8015095808108109,2.0
21,0.6376528708116145,1.0186163370315902,1.0300160913078868,2.1
22,0.8774376839609646,1.265517778836232,1.1911325845004332,2.2
23,1.0910076657963512,1.4273124186140802,1.2631508223128318,2.3000000000000003
24,1.2381495561845894,1.4894893558204283,1.2546173364329725,2.4000000000000004
25,1.2977900846891026,1.466989870713321,1.194035848931508,2.5
26,1.2769450376668092,1.3909140813295968,1.113867415113454,2.6
27,1.2039422129710868,1.2934701149899657,1.0386633150097475,2.7
28,1.111172697370188,1.1986596562929457,0.9812514265566619,2.8000000000000003
29,1.0219306754888975,1.119796775435648,0.9450696325037188,2.9000000000000004
30,0.9488685913399546,1.061203363350859,0.9282431994842686,3.0
31,0.8982293842202903,1.021390251732231,0.926543413671369,3.1
32,0.8717395308276681,0.9962977398804252,0.9349558252996415,3.2
33,0.8657870845876818,0.9817673046093399,0.9485748415893569,3.3000000000000003
34,0.8722254980215122,0.9746221701599792,0.9632290038854191,3.4000000000000004
35,0.8823426419582073,0.9725411126009785,0.9760265916451232,3.5
36,0.8909037883547275,0.9737317557673958,0.9855871556276291,3.6
37,0.8968374013217827,0.9769839129511196,0.9916502294995868,3.7
38,0.9008899744888071,0.9815653828306331,0.9943467140486555,3.8000000000000003
39,0.903675549479493,0.9866555930838777,0.9939679523525,3.9000000000000004
40,0.905982110221751,0.991154253126363,0.9912810696280084,4.0
41,0.9094408669674181,0.9943599845304523,0.9875459397358434,4.1000000000000005
42,0.9156947101249879,0.996546024980169,0.9839263739960801,4.2
43,0.9251161082015322,0.9985315792555417,0.9810286879198148,4.3
44,0.936633037777423,1.0007456444910585,0.9790935690965422,4.4
45,0.9484794817199333,1.002876133522996,0.9784294593423882,4.5
46,0.9588527997354197,1.0043940594618748,0.9795709395488179,4.6000000000000005
47,0.9663989839551907,1.0052971682929783,0.9830409556884658,4.7
48,0.97064193430812,1.0062338746506536,0.9887544227557574,4.800000000000001
49,0.9719794082484945,1.0079638469577816,0.9955747359045144,4.9
50,0.9713417139704836,1.01078576205138,1.0017608705457324,5.0
51,0.970133834983771,1.0142951745052273,1.0060854704838866,5.1000000000000005
52,0.9701644317264394,1.0175027428696186,1.0084226538214494,5.2
53,0.9727956644414207,1.0193538555371888,1.0093018069531134,5.300000000000001
54,0.9777515429325866,1.0194114575756108,1.0091946060086991,5.4
55,0.9828652611368683,1.0180364529412118,1.0082930895866165,5.5
56,0.9853394255089589,1.015826975367621,1.0066525941508682,5.6000000000000005
57,0.9835025497824934,1.0130430283033556,1.004316894929595,5.7
58,0.9776037389195283,1.009832352706621,1.0013609098772733,5.800000000000001
59,0.969375753313728,1.0069004240581463,0.9979573819205327,5.9
60,0.9610528647121214,1.0054796471659502,0.9944793936154961,6.0
61,0.9545912748500239,1.006287570012371,0.9915011149187748,6.1000000000000005
62,0.9513477504875588,1.008584026141979,0.989585073559684,6.2
63,0.9519231786473301,1.0105883970438256,0.9889666829735622,6.300000000000001
64,0.9559321211143031,1.0109517519166065,0.9893847713076254,6.4
65,0.9620634416312158,1.0097345186168831,0.9902901560724185,6.5
66,0.9686403247204002,1.0080103954739048,0.9913595906388822,6.6000000000000005
67,0.9742275179505164,1.0068163556420902,0.9927933445223678,6.7
68,0.9778695684992074,1.0065426999362126,0.9949912977522498,6.800000000000001
69,0.9790652621829538,1.0069573639697207,0.9979513996800288,6.9
70,0.9778066193776783,1.007478561584005,1.0010398364308226,7.0
71,0.9748347590861802,1.0074847522656112,1.0033379404557885,7.1000000000000005
72,0.9717123221477939,1.0066517354405302,1.004272434712942,7.2
73,0.9700961501073075,1.0051966499816614,1.003981439849101,7.300000000000001
74,0.9707238849518836,1.0038084069215907,1.0030583428866895,7.4
75,0.9733211224703977,1.0031836207990918,1.002016661856907,7.5
76,0.9773368028770009,1.003468617168325,1.0010890629227813,7.6000000000000005
77,0.9823835042772161,1.0041851517729605,1.000355101713614,7.7
78,0.9879616054082792,1.0047589711311833,0.9997606586795093,7.800000000000001
79,0.9930141345099891,1.0050042145959395,0.9990671208043208,7.9
80,0.9960174386632171,1.005029252101324,0.9980778149323966,8.0
81,0.9959183590522414,1.0048927390831899,0.9969768003014434,8.1
82,0.9931639775043537,1.0045015858589696,0.9962608790667495,8.200000000000001
83,0.989476090002804,1.0037075770840334,0.9962393155646467,8.3
84,0.9863507640505272,1.0023771483592814,0.9966775332068898,8.4
85,0.9839545097058608,1.0005097584016882,0.9970009570237677,8.5
86,0.9816710604893868,0.9984070332808117,0.9968087085519749,8.6
87,0.9794030587028639,0.9966457609897821,0.9961235180431847,8.700000000000001
88,0.9778272338490368,0.9958389685635103,0.9952006816358052,8.8
89,0.9774194015670433,0.9963882135917593,0.9942820200617614,8.9
90,0.9777606582977172,0.9982444664788755,0.9936279759123288,9.0
91,0.9780250952063113,1.0007285197639704,0.9936082654102079,9.1
92,0.9778807100483842,1.0027414335353648,0.9944921616376966,9.200000000000001
93,0.9777513456330499,1.0034416315423311,0.9961517808757062,9.3
94,0.9784052061297571,1.0027591751108635,0.9981321472852956,9.4
95,0.9803215876540683,1.001204191830045,1.0000464276109096,9.5
96,0.9830669318915244,0.9994017643993293,1.0018114282069805,9.600000000000001
97,0.9851424571409934,0.997957871315407,1.003495361566264,9.700000000000001
98,0.9849909668176439,0.9973643309455501,1.0050562739704356,9.8
99,0.9827028306359313,0.99761939265247,1.0062910721464207,9.9
100,0.9804271970725538,0.9980901330167128,1.0069730078782628,10.0
