,Li-Li,Li-Fe,Fe-Fe,r
82,0.9635218731930821,1.0514904292052083,0.9130933483962319,8.200000000000001
83,0.9635959006198299,1.0508724649775516,0.9112846373367282,8.3
84,0.9643533437587787,1.0504489608667018,0.9106010459650513,8.4
85,0.9654103735068528,1.0500542341519554,0.9113203660984793,8.5
86,0.9662428351923811,1.049427827054698,0.9125758606794683,8.6
87,0.966800966603083,1.0482106689949902,0.9129515803264812,8.700000000000001
88,0.967574490039235,1.0460923263746844,0.9117499470202762,8.8
89,0.9689666119894994,1.043068662290088,0.9096497838142694,8.9
90,0.9708094774021324,1.0395549316656014,0.9081919265950031,9.0
91,0.9726246967044794,1.0362311435688207,0.9087213357226978,9.1
92,0.9741760298100092,1.0337854056498026,0.911727027675276,9.200000000000001
93,0.9756735275894499,1.0326751955125453,0.9169453534328106,9.3
