,Li-Li,Li-Se,Se-Se,r
84,1.0048736732237948,0.9935363106776424,1.0361446167020596,8.4
85,1.0053115012003424,0.9913811923411778,1.0404286194245247,8.5
86,1.0046085183394469,0.9904398234586469,1.0366401223243533,8.6
87,1.0030840607171019,0.9903774366389902,1.0277878823244286,8.700000000000001
88,1.001343847616807,0.990439650921158,1.0193789692612287,8.8
89,0.9999565064788319,0.9901771048231639,1.0164171787463054,8.9
90,0.9990934742787535,0.9895970145699071,1.020282270182961,9.0
91,0.9983944764472358,0.9888739717266115,1.0276522724664428,9.1
92,0.9973940231493751,0.9881704230921801,1.0324815346374971,9.200000000000001
93,0.9961934642739302,0.9876531484041948,1.0300169019830447,9.3
94,0.9955206577914134,0.987499678061989,1.0203032117368902,9.4
95,0.9959676729866929,0.987942611178928,1.0085122331871024,9.5
