,Li-Li,Li-Si,Li-Rh,Si-Si,Si-Rh,Rh-Rh,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
7,0.0,0.0,2.857845096141395e-07,0.0,0.0,0.0,0.7000000000000001
8,1.0047111666122089e-06,1.255888958265261e-07,5.128860386075724e-06,0.0,0.0,0.0,0.8
9,1.367143068261532e-05,1.2639356542668368e-06,3.7208788627412316e-05,0.0,0.0,0.0,0.9
10,8.843128952630967e-05,1.0632959459938366e-05,0.00020252219385707892,2.976921975147285e-07,7.938458600392763e-07,0.0,1.0
11,0.0004449733596591184,6.489946482036888e-05,0.0008766766590080068,4.7911256012581635e-06,1.2479467371299789e-05,0.0,1.1
12,0.0017900510211206829,0.00031858426908574773,0.003119352990404185,3.905183067198609e-05,0.00010606048630849485,3.2150757331590693e-07,1.2000000000000002
13,0.005906415391191038,0.0013146460458031578,0.009291428133440426,0.00023572233447529347,0.0006465930555379686,4.429427503769624e-06,1.3
14,0.016257062979088063,0.004619595546745025,0.023592042892677575,0.001133222411802899,0.003101357165805081,2.904801912792014e-05,1.4000000000000001
15,0.03811633733101572,0.01397161432921949,0.05210061188204382,0.0044821066188998485,0.012238729397281064,0.00014817953020794582,1.5
16,0.07796866259479296,0.03666559630828085,0.10209318708975502,0.014968075109736101,0.04051278352108776,0.0006123627351153576,1.6
17,0.14246704256002113,0.08407527505084135,0.18091180458341172,0.042615276147898624,0.11358018660047907,0.0021017548579248895,1.7000000000000002
18,0.23695781027089932,0.1695670946961329,0.2945261578911586,0.10399660771102011,0.27139218784026586,0.006135115428096688,1.8
19,0.3627536937121379,0.302727717440171,0.445647186688524,0.21840183137062533,0.5557408172756583,0.015701919289395655,1.9000000000000001
20,0.5134910553842521,0.4818298624135241,0.6310665998228542,0.3965821527062437,0.9809891861563684,0.03618856393100379,2.0
21,0.673846317819879,0.6900391910600124,0.8386211574394272,0.6272272082011819,1.5029798938326433,0.0763712402864228,2.1
22,0.8238333934561569,0.8998003878303104,1.0458495538799648,0.873466233223322,2.015667494265179,0.14794210862025825,2.2
23,0.946827982738981,1.0831170144583273,1.223989931121608,1.0865639765014459,2.3912385923199904,0.2613802090240701,2.3000000000000003
24,1.0353712568569597,1.220773871112724,1.348401130893963,1.2284209404492767,2.5411968117007686,0.41824725388223466,2.4000000000000004
25,1.0910819509837286,1.306280680034154,1.4091120010697813,1.286713418251651,2.4540295296876162,0.6045461401515378,2.5
26,1.120005704662386,1.344545977976957,1.4125402142737922,1.274528573069618,2.187068724496498,0.7913232950629246,2.6
27,1.1273528832743351,1.3466993245125662,1.3739212902119748,1.2187039047739756,1.8293465083122213,0.9446724337121681,2.7
28,1.1157074763133716,1.3240634085912435,1.3089221104980695,1.146378724903238,1.4654273733305196,1.0405047033015853,2.8000000000000003
29,1.0877689369373735,1.2851312255966068,1.2305378417563493,1.0768422702682616,1.1550132722082487,1.074839223845499,2.9000000000000004
30,1.049503670345565,1.2361707794893764,1.1494260207547289,1.0198501797740709,0.9271848489397946,1.062362055067535,3.0
31,1.0092097908148239,1.182710421742321,1.0740048882140871,0.9777224063613941,0.7842947514339922,1.0252384252255393,3.1
32,0.9736592412438559,1.1298565740673796,1.0100193485648021,0.9485479138114206,0.7113661590887271,0.9823604038397591,3.2
33,0.9458961975643698,1.0816067365446285,0.9605418065865803,0.9291601412606366,0.6867009503087602,0.9460043415158039,3.3000000000000003
34,0.9259568190330737,1.0402214114275063,0.9262616635200166,0.9172224616772043,0.689895662787391,0.9228682553119697,3.4000000000000004
35,0.9123129476260895,1.0064750036703602,0.9060473312647646,0.9118269253260209,0.705902144869267,0.9141966792792832,3.5
36,0.9031045924992784,0.9806385961023257,0.8978548779368463,0.912726679801805,0.7260887182252797,0.9161322368326581,3.6
37,0.8973710908388047,0.9630777125185519,0.8995145622832027,0.9192234503046737,0.7475894913246547,0.9233626782300909,3.7
38,0.8953507513789334,0.9540085242037883,0.909043565787752,0.9298115307943767,0.7714897646892145,0.9336845981003089,3.8000000000000003
39,0.8973593938709788,0.9532346389376822,0.9246977951430427,0.9426447125217677,0.8002850821484676,0.9490601253617011,3.9000000000000004
40,0.9025954291827025,0.9602249617750452,0.9448269384399791,0.9562496246765374,0.8354923630273318,0.9724234738065298,4.0
41,0.9091094435855588,0.9738021552611595,0.9676168347484371,0.9700314809714881,0.8763781705884807,1.0035597331275055,4.1000000000000005
42,0.9149166069563427,0.9913657885308627,0.991245605736641,0.9840054591354898,0.9201572423315761,1.0378746394030827,4.2
43,0.9195453005483639,1.0089938770273092,1.014421893751684,0.9976988206092179,0.9630371909268028,1.068684484560489,4.3
44,0.9247716729002361,1.0230234128359148,1.036294096511067,1.009436764515982,1.0011135750698295,1.0899580323783984,4.4
45,0.9334400736205772,1.0316798850186775,1.055286803933988,1.0171913380310906,1.0309674531583604,1.0976255571494868,4.5
46,0.9471003658782992,1.0352475839833861,1.0683557210345465,1.0201674437926054,1.0504637060509316,1.090408103111584,4.6000000000000005
47,0.9645739433194198,1.0350689132418995,1.0725142395728224,1.0191523971787542,1.059551197565748,1.0702743900996388,4.7
48,0.9825292850651457,1.0324956507302565,1.0676038675437054,1.015357406794095,1.060108382703732,1.0414346242199048,4.800000000000001
49,0.997396304851208,1.0283999894324103,1.056998141209109,1.0094456059322099,1.0547414581741728,1.0085170216368216,4.9
50,1.0071080902323142,1.0232850348761122,1.045154125077866,1.0017697226628852,1.045651452492082,0.9756049737287196,5.0
51,1.0112518397426191,1.0177024478405907,1.0347522664115907,0.9932277309578589,1.034416726997276,0.9462212513110888,5.1000000000000005
52,1.0099152134709464,1.012529591112009,1.0261114197059849,0.9856972139329394,1.0223736246531498,0.9235489493132362,5.2
53,1.0034563985870502,1.008744739302785,1.0184948212048668,0.9811780807766038,1.0108944707063514,0.9104365507674093,5.300000000000001
54,0.993819511819224,1.00683077546029,1.0114304164440504,0.9800788923112925,1.001299989407516,0.9086489828747939,5.4
55,0.9845631024419879,1.0064410273644981,1.0051560528379537,0.9806334816310587,0.9944339213792047,0.9175618082527014,5.5
56,0.9782331120111214,1.0066891299289114,1.0004283455065994,0.9805541302251369,0.9902334362107428,0.9337916868749812,5.6000000000000005
57,0.9742538531560819,1.0067232311809877,0.998020961723465,0.9792266035541539,0.9878271762755049,0.9527289422062183,5.7
58,0.9701213569095983,1.0061591313883473,0.9981686795955901,0.978138420590122,0.9862839031342853,0.9705252852002477,5.800000000000001
59,0.9642078852943435,1.0051718059067523,1.000195204874243,0.9794078906764765,0.9853576445930597,0.984944772955555,5.9
