,Li-Li,Li-As,As-As,r
83,0.9986336051174839,0.9958065073209341,1.0028828445610547,8.3
84,0.9986564026879841,0.9980034959238041,1.003548530482979,8.4
85,0.9990288489327053,0.9984204987624763,1.0064398441513116,8.5
86,0.9992770046772792,0.9968824271537845,1.0124157496555228,8.6
87,0.9991010994192342,0.9945244605202085,1.0198353327034462,8.700000000000001
88,0.9985572001289555,0.9928828237487154,1.0254990849372483,8.8
89,0.9977153114193562,0.9929014647591965,1.026981853202009,8.9
90,0.996469187274394,0.9945257366901767,1.0243999150570195,9.0
91,0.9948453775840286,0.9969516997594496,1.0201626227497034,9.1
92,0.9932634182154394,0.9991784099116786,1.016943573850755,9.200000000000001
93,0.9922918587431316,1.000489116715687,1.015773856321635,9.3
94,0.9922474656203061,1.000658276242353,1.0159123392327738,9.4
