,Li-Li,Li-Os,Os-Os,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,4.5120308179309164e-07,0.0,0.0,0.4
5,3.711127810460988e-06,0.0,0.0,0.5
6,2.1944720773924024e-05,0.0,0.0,0.6000000000000001
7,0.0001041703480549656,0.0,0.0,0.7000000000000001
8,0.00040713954841379473,0.0,0.0,0.8
9,0.0013488700744694016,1.1241045636367677e-06,0.0,0.9
10,0.003924969927919543,1.1441043943705594e-05,0.0,1.0
11,0.01025097701028927,7.460596692763877e-05,4.499532117604237e-08,1.1
12,0.02431594427133632,0.0003718480622959139,7.400974016252922e-07,1.2000000000000002
13,0.05249435133076459,0.0015033400335122446,9.412106973369555e-06,1.3
14,0.10306795816557307,0.005050010011776155,8.835384040074068e-05,1.4000000000000001
15,0.1844197869049225,0.014356172613377495,0.0005762991144876165,1.5
16,0.30229040271235313,0.035141629966100804,0.0028803593836526356,1.6
17,0.4569638757149102,0.07532908256320629,0.011781606149820437,1.7000000000000002
18,0.6414219918638377,0.14362306026352395,0.0400530757214114,1.8
19,0.8412963475997696,0.24675139047423544,0.1136749129455183,1.9000000000000001
20,1.03688652849368,0.38579638729587007,0.2704185424302473,2.0
21,1.207821389444246,0.5529144758297463,0.5425225954411418,2.1
22,1.339896772653545,0.7308383523613151,0.9263412704239995,2.2
23,1.4296484383587693,0.8969772780245001,1.3632028515471462,2.3000000000000003
24,1.4820533029608998,1.0307881175102278,1.7573548990769998,2.4000000000000004
25,1.5041755741841787,1.1202129073614262,2.023938536707198,2.5
26,1.501739567766114,1.1637616518960183,2.1277520510577936,2.6
27,1.479789493864269,1.1682605829816115,2.0845728994483244,2.7
28,1.443180494942821,1.1445986240592083,1.9359040066333784,2.8000000000000003
29,1.3953222172612028,1.1038380967885435,1.7258221507880103,2.9000000000000004
30,1.338171266857309,1.0548793635849998,1.492467116536006,3.0
31,1.2748410425179613,1.0037012036605826,1.267096657674926,3.1
32,1.2113557187627313,0.9539089674763427,1.0725331070368382,3.2
33,1.154591193024837,0.9082185005290752,0.9210813247061992,3.3000000000000003
34,1.1086421665962751,0.8696574738586643,0.8148486614531371,3.4000000000000004
35,1.073687672954664,0.8412612595793593,0.7488996536515398,3.5
36,1.04794773201017,0.8247911916106321,0.7154482599452461,3.6
37,1.0298571155360714,0.820023596343791,0.7071517280135547,3.7
38,1.018232736786368,0.8251765903234239,0.7185733064067332,3.8000000000000003
39,1.0116718999362624,0.837851712096028,0.7461123058026885,3.9000000000000004
40,1.0090474979132527,0.8559493402288451,0.7871085080596592,4.0
41,1.010257091417367,0.8781974524728101,0.8385951024065379,4.1000000000000005
42,1.0154711248704391,0.9038770493684699,0.8964874071155189,4.2
43,1.023577054189253,0.931956242934685,0.955960768763789,4.3
44,1.032084619258031,0.960590804774409,1.0125241555301028,4.4
45,1.0386787754472264,0.9875446973412294,1.0626052704488385,4.5
46,1.0423378716803366,1.0110459892263326,1.1035535890214887,4.6000000000000005
47,1.0429192322285483,1.0302369631413157,1.1336784545434204,4.7
48,1.0402946385905514,1.0449133703259008,1.1521448333012934,4.800000000000001
49,1.0343019239962703,1.0550248686867831,1.1584688540188817,4.9
50,1.0253650042265299,1.0605416671280612,1.1523696122318494,5.0
51,1.0148681816006304,1.061626402814828,1.1343780563234294,5.1000000000000005
52,1.00474466391072,1.058611341424372,1.106309232892653,5.2
53,0.9965100943475584,1.051764887763779,1.0710412329413859,5.300000000000001
54,0.9905027566717163,1.0414383059619003,1.032120964595416,5.4
55,0.9860235036663451,1.028637831830427,0.9935132369447086,5.5
56,0.9820266578251218,1.0152042052435566,0.9591077307724697,5.6000000000000005
57,0.9775554464861794,1.0031594987900918,0.9318033593037456,5.7
58,0.97213733914107,0.9938776463471758,0.9127630500080995,5.800000000000001
59,0.9664243183751371,0.9878841955941914,0.9016297020000063,5.9
60,0.9619988239931627,0.9852841515814056,0.8975753966435078,6.0
61,0.9597468772867092,0.9861404375264292,0.900006158480968,6.1000000000000005
62,0.9585666500822265,0.990277555709676,0.9083059140112358,6.2
63,0.9562860685079475,0.9968215576247483,0.9213913958220753,6.300000000000001
64,0.9519088958092566,1.0042938730621052,0.93780946037592,6.4
65,0.9467448674504828,1.011392773183949,0.9559997216017075,6.5
66,0.9432924690027994,1.017700104531113,0.9743521668561954,6.6000000000000005
67,0.9430510139921154,1.0236650534362761,0.9913991502070966,6.7
68,0.9453876894233744,1.0299509325943363,1.0061692227810992,6.800000000000001
69,0.9483841083446047,1.0367413174211202,1.018115254265355,6.9
70,0.9505354525415168,1.0435096733065028,1.0265187497654218,7.0
71,0.9515879622743596,1.0492368655229363,1.0302521795851816,7.1000000000000005
72,0.951978138989649,1.0528460468655678,1.0285333388866365,7.2
73,0.9518166394190081,1.0537532236947245,1.0219508087234608,7.300000000000001
74,0.9506008943694028,1.0523087401033395,1.0125150217110106,7.4
75,0.9478585906117835,1.0496757692264893,1.0025308579481722,7.5
76,0.943886697682023,1.0470203975419126,0.9932758575677266,7.6000000000000005
77,0.9397639900298439,1.0446319749773927,0.9845884846213171,7.7
78,0.9366724812215838,1.0418206157588792,0.9756401204264247,7.800000000000001
79,0.9351272589310361,1.0377943710883097,0.96613109746385,7.9
80,0.9346637665315285,1.0327056041985352,0.9569180111368185,8.0
81,0.934343800822827,1.027747539165149,0.9497682032846352,8.1
82,0.9337101954652607,1.0241833442467672,0.9464932086262965,8.200000000000001
83,0.9331187109832506,1.0224241018457556,0.9478190428168372,8.3
84,0.9330484692435528,1.0220962863233742,0.9526379870152691,8.4
85,0.9333164080251823,1.0227620653184095,0.9584581736018623,8.5
86,0.9332442512683068,1.0243316114218297,0.9629805248160437,8.6
87,0.9326033889837843,1.02684423754859,0.9655158799605642,8.700000000000001
88,0.9321559728559853,1.0300917161396292,0.9669789006801046,8.8
89,0.9329637456264233,1.0335915406227025,0.9686976404591731,8.9
90,0.9351070235754334,1.0368702420988056,0.9713809585960235,9.0
91,0.9373666766020661,1.0396827621192197,0.9750079108564229,9.1
92,0.9384381780149755,1.0419596484489673,0.9792566590430444,9.200000000000001
93,0.9382614900212849,1.0436278903659997,0.9838330420098792,9.3
94,0.9378444015707798,1.044559175817063,0.9885092411841245,9.4
95,0.9380432969420789,1.0447396254505439,0.9930112606907291,9.5
96,0.9389693061168858,1.0444655872511734,0.9969411625452871,9.600000000000001
97,0.9404064461959085,1.0442525211028892,0.9998762943795342,9.700000000000001
98,0.9421832473974936,1.0444487592976803,1.0016105444084153,9.8
99,0.9439734344298762,1.0449585390891682,1.0023228667033492,9.9
100,0.9451463736274975,1.0453805002213266,1.0024782374110024,10.0
