,Nb-Nb,Nb-Si,Si-Si,r
85,1.0297470134742022,0.9852145284232002,1.0086083431075548,8.5
86,1.0210397625366965,0.9865859656787652,1.0073629082417042,8.6
87,1.010603153270802,0.9882728455578104,1.0061056647259248,8.700000000000001
88,0.9987474989449026,0.988964635508742,1.0046488575475006,8.8
89,0.9872454901394228,0.9883846285400278,1.0030797226350858,8.9
90,0.978542530137319,0.9871359169762183,1.001527990493589,9.0
91,0.9739741562361421,0.9861172320096919,0.9999296370524142,9.1
92,0.9728167037014643,0.985961658524472,0.9981511288829086,9.200000000000001
93,0.9734358454996394,0.9867283463702979,0.9962620263731459,9.3
94,0.9753131361191237,0.9879690001521404,0.9945256102775025,9.4
95,0.9793448077128593,0.9891813164897947,0.9931485518542178,9.5
96,0.9861658030316793,0.990335386717817,0.9921972982714247,9.600000000000001
