,V-V,V-Si,Si-Si,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.6000000000000001
7,0.0,0.0,0.0,0.7000000000000001
8,0.0,0.0,0.0,0.8
9,0.0,0.0,0.0,0.9
10,4.558446644298955e-06,6.216063605862209e-07,9.208983119795865e-08,1.0
11,4.423010238501171e-05,8.020643181015738e-06,2.4601545099946994e-06,1.1
12,0.000262996141232001,6.167148766022679e-05,2.867734983685229e-05,1.2000000000000002
13,0.0012109970349053326,0.00035489695261307284,0.00020769144864179976,1.3
14,0.004469751856815491,0.0016461376717361493,0.0011129593900559894,1.4000000000000001
15,0.013386078617389986,0.006345193747314204,0.004785620224285079,1.5
16,0.03290910296163753,0.020758349181969254,0.017003935863265675,1.6
17,0.06737951950206046,0.05828016474553293,0.050408208238458194,1.7000000000000002
18,0.11718674961095503,0.14133847405618016,0.1254328631029314,1.8
19,0.1779831302743719,0.29743453751476207,0.26369703399205047,1.9000000000000001
20,0.24500551718549174,0.545601871600836,0.47231132018041133,2.0
21,0.31947410165553203,0.8777458446969001,0.7288566716276595,2.1
22,0.4103428625903275,1.2495592919029896,0.9835094938482754,2.2
23,0.5278163779804249,1.5935297267416983,1.1824075149048587,2.3000000000000003
24,0.6725063585650632,1.847889760005415,1.2947262526243057,2.4000000000000004
25,0.8297067803199042,1.980055144526227,1.3222796163723816,2.5
26,0.9748499239651816,1.9903409637508904,1.289185109621046,2.6
27,1.085008224275589,1.9010093608781282,1.2250348139208025,2.7
28,1.1460958842802662,1.743512212681778,1.1531812319015133,2.8000000000000003
29,1.1537885007533388,1.55009929516651,1.086836271256438,2.9000000000000004
30,1.113890635717227,1.3489149084153922,1.0308095747703752,3.0
31,1.0431126015605827,1.161276126816588,0.9856465461367002,3.1
32,0.9651549168406696,1.0012048183600428,0.9511807147672456,3.2
33,0.901295294853234,0.8765276873535195,0.927736137563192,3.3000000000000003
34,0.8618076011821845,0.7900517118006701,0.9153585333613757,3.4000000000000004
35,0.8442545947506539,0.7403533981775785,0.9129622282292329,3.5
36,0.8391906962075254,0.7227644029428203,0.9185188539361806,3.6
37,0.8385344652646364,0.7306872187923051,0.9296959131578758,3.7
38,0.8402974518745182,0.7568913356356904,0.9442128158384261,3.8000000000000003
39,0.8470588284224603,0.7944209077471861,0.9599643016343159,3.9000000000000004
40,0.8614065379674739,0.8369416207403675,0.9751884080988028,4.0
41,0.8833889434676829,0.879078190123428,0.9887166435097307,4.1000000000000005
42,0.9112807284151325,0.9173411146706231,1.0003332971647119,4.2
43,0.9431017230385536,0.9507505935556586,1.0108403668584993,4.3
44,0.9766757120375684,0.9798414649432758,1.021189098102841,4.4
45,1.008856183149416,1.0048496002591345,1.0311609755858202,4.5
46,1.0354434809141564,1.0251891900858596,1.0391037078508787,4.6000000000000005
47,1.051937198680319,1.0404455249700417,1.0431227291643765,4.7
48,1.0546827033095343,1.051082419522078,1.0423965818277283,4.800000000000001
49,1.0425084262665065,1.0578683558151993,1.0375643000625296,4.9
50,1.0182609771568392,1.0608341275306952,1.030284925539158,5.0
51,0.9886463082187656,1.0590694561680014,1.0222711505960422,5.1000000000000005
52,0.9619233326504483,1.0517334998735077,1.0143210477889026,5.2
53,0.9444857403103087,1.0393676516747057,1.0062997095140067,5.300000000000001
54,0.9379227741355177,1.024243329847041,0.9980941165661666,5.4
55,0.9385758621855979,1.0094692559316987,0.9902741320358477,5.5
56,0.940495532923586,0.9976045879150203,0.9837539533846943,5.6000000000000005
57,0.9395936543993189,0.9897004865548835,0.9791255719099918,5.7
58,0.9359252104917871,0.9854108828592197,0.9764831146165789,5.800000000000001
59,0.9332600517137667,0.9839363784564632,0.975754664863171,5.9
60,0.936571484880985,0.984715443536639,0.9770117771269304,6.0
61,0.9483699201363193,0.98729201331398,0.9803695696791163,6.1000000000000005
62,0.9661896902058639,0.990958546491985,0.9856416779173766,6.2
63,0.983856236768818,0.9948077182719995,0.9921556805712877,6.300000000000001
64,0.9957884465910029,0.9980896427253506,0.9987846966395884,6.4
65,1.000383870289811,1.0004380362511638,1.004124091601374,6.5
66,1.0000676631840173,1.0017684221880119,1.007017646430686,6.6000000000000005
67,0.9990588001429248,1.0020609509886662,1.0073210597812596,6.7
68,1.0007991257428355,1.0013964150231813,1.0060458716856253,6.800000000000001
69,1.0063057461979918,1.000199478458169,1.0045031452849147,6.9
70,1.0141804996745492,0.9991748547001579,1.0033373112995272,7.0
71,1.0219984288938746,0.9988045085952497,1.0024090315412097,7.1000000000000005
72,1.0275994726475832,0.9989808500954128,1.001370332848528,7.2
73,1.0293794659965105,0.9992197327175494,1.00015272377234,7.300000000000001
74,1.0263166620827253,0.9992272499842657,0.9989567142560907,7.4
75,1.0185574412948473,0.9992639165676931,0.9979752565403034,7.5
76,1.007915383886637,0.9999137898498754,0.9972801227811703,7.6000000000000005
77,0.9973264275144772,1.0013661351888001,0.9969429042802651,7.7
78,0.9896075180123709,1.0030075583624554,0.9970898053889188,7.800000000000001
79,0.9864497233611452,1.0039373044928064,0.9977622216656588,7.9
80,0.9878641524382203,1.003869954181832,0.9988038115165476,8.0
81,0.9922393239271698,1.003324117269958,0.9999538024585499,8.1
82,0.99732289984821,1.0029765062546472,1.0010664645645462,8.200000000000001
83,1.0015425125132127,1.003038653429835,1.0022542767189955,8.3
