,Li-Li,Li-Mg,Mg-Mg,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,3.254379701886583e-07,0.0,0.0,0.5
6,2.2156578816200783e-06,0.0,0.0,0.6000000000000001
7,1.2446195456242553e-05,0.0,0.0,0.7000000000000001
8,5.4991794561507446e-05,1.6112993250551734e-07,0.0,0.8
9,0.00019777201303281813,1.050699144739478e-06,0.0,0.9
10,0.000602854743107497,6.481703392366358e-06,0.0,1.0
11,0.0016133648424332687,3.486000854043683e-05,0.0,1.1
12,0.003918168421905602,0.00015733475231902324,0.0,1.2000000000000002
13,0.008831037974622145,0.0006183785620328487,8.418216881920906e-07,1.3
14,0.018668993843958995,0.002163749210930068,1.3926716153287744e-05,1.4000000000000001
15,0.0371233827836707,0.006644813294227709,9.76331828679058e-05,1.5
16,0.06930027022178344,0.017708593239824506,0.000523790419564618,1.6
17,0.12082094137840638,0.04089670256024434,0.0022400910030806924,1.7000000000000002
18,0.19567728125453834,0.0826561155222885,0.007893142163755102,1.8
19,0.2938691127049023,0.148742094121453,0.023315251420232955,1.9000000000000001
20,0.4107597205833929,0.24280021705515256,0.058836131021484925,2.0
21,0.5388196658903219,0.364881398704734,0.12899109311528156,2.1
22,0.6702501355225359,0.5098942380022885,0.24916951687553346,2.2
23,0.7984436430831753,0.667953751943675,0.4285229366126814,2.3000000000000003
24,0.9178487335124007,0.8277167266900077,0.6613417961040565,2.4000000000000004
25,1.0233555946487698,0.9797123737004291,0.9234657012470153,2.5
26,1.1103005273949311,1.1163803266085364,1.1796788720075995,2.6
27,1.175154604638414,1.230248964758696,1.398474380546538,2.7
28,1.2163456903054404,1.3139675008809402,1.5621466927098484,2.8000000000000003
29,1.2348704308502447,1.362657016842934,1.6664227172990502,2.9000000000000004
30,1.2343507177309965,1.3760229757179905,1.7156890024840568,3.0
31,1.2200207394990605,1.35873119792333,1.7193411186661287,3.1
32,1.1970135755364704,1.319327619201176,1.6873981176301405,3.2
33,1.1691101456815083,1.2679534407345718,1.6258850539354939,3.3000000000000003
34,1.1385167172434418,1.2133021581343442,1.5383593062364278,3.4000000000000004
35,1.1064503653016715,1.16041541787246,1.4335566932849857,3.5
36,1.073973602202617,1.1109412964904224,1.3282625596317013,3.6
37,1.0423497124540588,1.0653193325415486,1.2390658077342311,3.7
38,1.0127717426547336,1.024425405762454,1.1722563512886293,3.8000000000000003
39,0.9862602350711211,0.9892489646122458,1.1236441083493802,3.9000000000000004
40,0.9641184895585116,0.9600715540189939,1.0870558522723646,4.0
41,0.9479136657469761,0.9369244463002896,1.0606086225760412,4.1000000000000005
42,0.9384007070978184,0.9202953174328926,1.0450277247223914,4.2
43,0.9346785779034352,0.9104681741153798,1.0387235060914008,4.3
44,0.9348612541545217,0.9066523046263225,1.0364672765841076,4.4
45,0.937543018389869,0.9074326479682322,1.0323396476874749,4.5
46,0.9424586655192299,0.9116796668053743,1.0229787664209251,4.6000000000000005
47,0.9498393018561532,0.9188111486136145,1.009301098746243,4.7
48,0.9592973320423426,0.9285868675478649,0.9964290466718901,4.800000000000001
49,0.9694039783658842,0.9407582201189999,0.9903071589203176,4.9
50,0.9785513544277616,0.9547013262596715,0.9925382286533134,5.0
51,0.9862965071074505,0.9694222296150021,0.9993004647219812,5.1000000000000005
52,0.9934771679850862,0.9839201470125016,1.0055519147324379,5.2
53,1.0008159030768111,0.9974042334511055,1.008567568155236,5.300000000000001
54,1.00783349541232,1.009216764190377,1.0075684887371543,5.4
55,1.0133729785356178,1.0187154638008855,1.0025476195597134,5.5
56,1.0167946580752594,1.0252717167398182,0.9940705222734331,5.6000000000000005
57,1.0183843079420178,1.0285892236152614,0.9825309646043219,5.7
58,1.0188028065293973,1.029280838586141,0.9677754642419464,5.800000000000001
59,1.0183707626185063,1.0288890419215568,0.9510105403252799,5.9
60,1.0169370634768538,1.028734774355309,0.9365063729650152,6.0
61,1.0143514403318665,1.0285990752571947,0.9297369049366085,6.1000000000000005
62,1.010847277269709,1.0268701045769741,0.9335981355325637,6.2
63,1.006846240329018,1.0221553803831045,0.9468991020943368,6.300000000000001
64,1.0025867209565997,1.0146224587180668,0.965818667399562,6.4
65,0.9982053881490279,1.005861344064757,0.9856047547549436,6.5
66,0.9941021056626893,0.997827688884265,1.00104031275558,6.6000000000000005
67,0.990943959812083,0.9919567078757369,1.007310772214428,6.7
68,0.9892681506831172,0.9887371211149193,1.0023493486593005,6.800000000000001
69,0.9892096996281583,0.9876704580376119,0.9886384041464858,6.9
70,0.9905241594384467,0.9876904215706632,0.971893668371866,7.0
71,0.9926855779888882,0.9878389086348202,0.957461582949953,7.1000000000000005
72,0.9949899476542142,0.9877309468016846,0.9480616880540357,7.2
73,0.996753615240326,0.9876509676945591,0.9442393055954766,7.300000000000001
74,0.9975691040390849,0.9883233554970872,0.9451777369693682,7.4
75,0.9974796405716138,0.9903547636662885,0.948775798308064,7.5
76,0.9969306911615399,0.993675535078854,0.9526769208057325,7.6000000000000005
77,0.9964142195512539,0.9976479748684359,0.9561234968091564,7.7
78,0.9960461898238928,1.001701652343272,0.9599149716985345,7.800000000000001
79,0.9955140096403625,1.0055158749784752,0.9645615319617291,7.9
80,0.9944928451754954,1.0086092527228023,0.9695747421788925,8.0
81,0.9931166089498136,1.0102461752759158,0.9741927765137522,8.1
82,0.9919658932999481,1.009985884904875,0.9775157745255434,8.200000000000001
83,0.9915870998202952,1.0081567115021075,0.9781984033663261,8.3
84,0.9921302887997095,1.0057613226242252,0.9752590697881461,8.4
85,0.9934491629364642,1.0040011076949933,0.9693375484821682,8.5
86,0.9952625543962472,1.0036859967857186,0.9622932030449531,8.6
87,0.9970839950885997,1.0047825159493144,0.9554607408622792,8.700000000000001
88,0.9982747562160589,1.0065329985343419,0.9489744094121562,8.8
89,0.9984393599422552,1.008169880550773,0.9427533605572601,8.9
90,0.9977148270788089,1.0094556679981845,0.937207186206349,9.0
91,0.9965880183298454,1.0104606876639053,0.9327633441080172,9.1
92,0.9954996577693168,1.0110329236008935,0.9294370411567301,9.200000000000001
93,0.9946049106711412,1.0107615037966393,0.9268550146410114,9.3
94,0.9937921176415067,1.0094386562114739,0.9240331658399585,9.4
95,0.9928970429573934,1.0074118071612477,0.919587621687399,9.5
96,0.9919452571998228,1.005429804467821,0.9132312764581764,9.600000000000001
97,0.9911876514316701,1.0041184432234838,0.9068770090340493,9.700000000000001
98,0.9908829972808012,1.0035892807038842,0.9032426369432182,9.8
99,0.991025004863728,1.003522987943196,0.9030545832719017,9.9
100,0.9912787168842161,1.003567123299523,0.9042190104792378,10.0
