,Li-Li,Li-Si,Li-S,Si-Si,Si-S,S-S,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
6,2.8566170330062593e-07,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
7,1.98716983871084e-06,0.0,0.0,0.0,0.0,0.0,0.7000000000000001
8,1.1364695489323234e-05,0.0,5.467743539738546e-07,0.0,0.0,0.0,0.8
9,5.099024018959767e-05,9.68679824341223e-07,4.534096486240079e-06,0.0,0.0,0.0,0.9
10,0.0001889615977065153,8.2606725119493e-06,3.6951823808042696e-05,2.1600962132300423e-06,3.2401443198450636e-06,0.0,1.0
11,0.0005980154829812119,5.5030424152002935e-05,0.0002307536496569894,2.5717804551917203e-05,3.760735617263129e-05,0.0,1.1
12,0.0016818166759578577,0.0002822240925839887,0.001145300301921046,0.00022655701227506137,0.00024100033743319337,0.0,1.2000000000000002
13,0.004330288771490243,0.0011905539255587059,0.004771009695471136,0.001360949728417588,0.0011864531739658594,0.0,1.3
14,0.010368881109384541,0.004252473538838185,0.01688605435440292,0.006432351968304653,0.00469750397111119,0.0,1.4000000000000001
15,0.023079639132679113,0.013100006800423655,0.05092274343324198,0.024972789564029794,0.01520854004105417,0.0,1.5
16,0.04742179606665442,0.03518601970263572,0.13104324158917482,0.08084679095333328,0.040907861539417785,0.0,1.6
17,0.08942490221242942,0.08284333567180444,0.28898718152197983,0.21920061339045835,0.09266931067629582,0.0,1.7000000000000002
18,0.15450484595826686,0.1716183631607259,0.5501914493914272,0.4997292727799977,0.17914980492608457,0.0,1.8
19,0.24521340735815284,0.3141949054306241,0.9130561576361829,0.963308103273556,0.2988681621054689,0.0,1.9000000000000001
20,0.35956910146328075,0.5116115804406104,1.3355030640773096,1.5827231601707727,0.43362952372874647,1.0712313873773475e-05,2.0
21,0.49072810343916995,0.7475823427484389,1.742996104751649,2.2405303376090946,0.55019208691708,7.983933232850935e-05,2.1
22,0.6280106552052003,0.9914871978238102,2.0581937691624925,2.770893520232269,0.6145227058475807,0.00043230393780658536,2.2
23,0.7592141459959643,1.2092176716655405,2.2342869942504224,3.043986894366953,0.6118308348699485,0.0018352608274537852,2.3000000000000003
24,0.8739359995155245,1.3747442838270298,2.2694343531192707,3.02560528140615,0.5555390939296664,0.006207403673850018,2.4000000000000004
25,0.9663548205550735,1.4761525313712254,2.1948658798322556,2.7722038911287132,0.47697889831851575,0.016953228118474495,2.5
26,1.035636137244174,1.5154558965539608,2.0508904511590815,2.384614175187684,0.40668587942070655,0.0381190567301976,2.6
27,1.0839203444729415,1.5045150930367843,1.871135904571149,1.9637503333203363,0.3623964837999499,0.07250486407218763,2.7
28,1.1138216057076553,1.4592709055565023,1.6808161087372349,1.5850663503683653,0.34738255225142256,0.12099620552750472,2.8000000000000003
29,1.1275018829869994,1.394528785287424,1.4992436762982153,1.2877631342845106,0.35543712022979423,0.18437395680768578,2.9000000000000004
30,1.1275800610662865,1.321473588613454,1.338814046177667,1.0768501123527765,0.37870638303504367,0.2644847036965952,3.0
31,1.1180594113845888,1.2480148351799782,1.203910208834225,0.9370719711460642,0.4132768291709807,0.3611153132267919,3.1
32,1.1036503501856394,1.1798512911596397,1.0942176328821918,0.8496304208332703,0.4580564750078621,0.4668098325764731,3.2
33,1.0881104875506638,1.120583288055473,1.0089807965596598,0.800994259651702,0.5097549753944907,0.5667893890828186,3.3000000000000003
34,1.0733507368521982,1.0712505874359841,0.9474109085313854,0.7824852114673668,0.561721995360406,0.6469129146551459,3.4000000000000004
35,1.059824141139927,1.0307007167329074,0.9069216151525354,0.7865400689432764,0.608443496079479,0.7037103327836998,3.5
36,1.0473818802618602,0.9972578025750641,0.8830481213419185,0.8047273711019792,0.6496567668980664,0.7468030396692023,3.6
37,1.0358652296346216,0.970361193181082,0.8709524251288421,0.828644733196276,0.6898674470824377,0.7923319891422934,3.7
38,1.0253110941462202,0.9508237751373239,0.8667516851996496,0.8525555526518862,0.7356433356407962,0.8547880744819332,3.8000000000000003
39,1.0157751508944195,0.9399142308808565,0.8682455315476707,0.875003261309021,0.7923982436193748,0.940475925350198,3.9000000000000004
40,1.0070930757869587,0.9381677962626057,0.8748593131194335,0.8972407350466668,0.8594534589596236,1.0419472381968085,4.0
41,0.9992217031739896,0.9443763044394065,0.8859349058561004,0.919918342206457,0.9265427572685051,1.1393074772837133,4.1000000000000005
42,0.9929135538228052,0.9552189472084482,0.8988630393117627,0.9414732800866069,0.9781812779467325,1.2131141778165797,4.2
43,0.98938966986767,0.9663830317216372,0.9101085424791944,0.9593221371588944,1.0045269125599232,1.2571869158318154,4.3
44,0.9890227661137316,0.9749211514612974,0.918602442042712,0.9721422308625464,1.0081214183910536,1.276826391684943,4.4
45,0.9907855981464272,0.9806794062550704,0.9268674939754746,0.9811236710734117,1.000058354501323,1.2778068870092465,4.5
46,0.9931139640245553,0.9851606495250276,0.9377557201347826,0.9890265657880954,0.9911989442164174,1.260968551681787,4.6000000000000005
47,0.9948823417248172,0.9891902094262105,0.9508143800168055,0.9975905632502828,0.9874034346141647,1.224165894628824,4.7
48,0.9956791633043076,0.9922190040608815,0.9628645272031322,1.0056918060350437,0.9900024467406051,1.1653808544028488,4.800000000000001
