,Li-Li,Li-Tc,Tc-Tc,r
83,0.9479634975758398,1.0154526234758396,0.9824537988535192,8.3
84,0.9453945315351122,1.0121976301779623,0.9769604958042961,8.4
85,0.9429889029683285,1.0097289980014075,0.9717927212765138,8.5
86,0.9411946234139378,1.0079953699730404,0.9681107395933958,8.6
87,0.940741543969994,1.0069764945381483,0.966830215349149,8.700000000000001
88,0.942631690243198,1.006727993429588,0.968206177280708,8.8
89,0.9472644768969097,1.0073346910643322,0.9718559504807817,8.9
90,0.9536943552423652,1.0088171382061604,0.977020756564847,9.0
91,0.9601788052197675,1.0109595719027684,0.9828775778505949,9.1
92,0.9654441126981739,1.0132728263457103,0.9888030711282814,9.200000000000001
93,0.9693301178548221,1.0153669630166988,0.994493590291544,9.3
94,0.9724854575637807,1.0173543959178797,0.9999269258666387,9.4
