,Li-Li,Li-P,P-P,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,8.202499668845687e-07,0.0,0.0,0.6000000000000001
7,7.790008605986742e-06,0.0,0.0,0.7000000000000001
8,4.7635297471987846e-05,2.747516978919992e-07,0.0,0.8
9,0.00022816472547773647,4.549897680265225e-06,0.0,0.9
10,0.0008841494090227035,3.8445773139971446e-05,3.039228658163349e-06,1.0
11,0.0028417793162979076,0.00023083049022673397,3.3456904185164186e-05,1.1
12,0.007741492178599087,0.0011001960553473165,0.00021994245444290794,1.2000000000000002
13,0.0182557569083699,0.0043242897578924565,0.0010964463843093632,1.3
14,0.03804184030750491,0.014309965747385505,0.0043886687538126435,1.4000000000000001
15,0.07131939626727093,0.040395256110587856,0.014435660433971665,1.5
16,0.1220745213451052,0.09832505420991627,0.039488912230093744,1.6
17,0.19307831203589831,0.2083630789149434,0.0908117095308065,1.7000000000000002
18,0.2850358133615747,0.38792732767306704,0.17741494989651993,1.8
19,0.39596868592067586,0.6402301947678837,0.2976526913071296,1.9000000000000001
20,0.5208827524475799,0.9453370941056053,0.4337645512486523,2.0
21,0.652088647429677,1.261225110557188,0.5559140367870794,2.1
22,0.7804360630802514,1.5367420611935578,0.6353817696534486,2.2
23,0.8970896809414912,1.7299547588271642,0.658201104446946,2.3000000000000003
24,0.9951971279211006,1.821828262038684,0.6298747324939973,2.4000000000000004
25,1.0709059149002988,1.8188010295319643,0.5696251193986626,2.5
26,1.1234301204317771,1.744796389363911,0.5003006144419153,2.6
27,1.1542757122222431,1.6288863672624774,0.4403586509911102,2.7
28,1.1661319151903369,1.4958742051774956,0.40003167799882805,2.8000000000000003
29,1.1620643376488209,1.362883487946928,0.3814420219781296,2.9000000000000004
30,1.1455668152556844,1.2401341952922602,0.3818409465685114,3.0
31,1.1211417098460084,1.132944250080108,0.39767755611509137,3.1
32,1.093908837617023,1.043387175608156,0.4268992428859656,3.2
33,1.0678234168072533,0.9712812392550343,0.4688672243484902,3.3000000000000003
34,1.0444981684169148,0.9151061614573429,0.5231910774886699,3.4000000000000004
35,1.0240390752997424,0.8732801348026815,0.5891970974188487,3.5
36,1.0065288878493743,0.8450315505044504,0.6663250849545216,3.6
37,0.9925029844527559,0.8299484600328559,0.7540350510214587,3.7
38,0.9826283868215535,0.8268398830161775,0.8501897302499183,3.8000000000000003
39,0.9772834536475625,0.8333787103845706,0.9493719309871543,3.9000000000000004
40,0.9761849351329692,0.846853257099676,1.0434658329376452,4.0
41,0.9783329757153418,0.8649168681161862,1.1245358097552147,4.1000000000000005
42,0.9824708159316823,0.8855905567350576,1.1878688933688255,4.2
43,0.987526781929551,0.9070072277178556,1.2332867218289574,4.3
44,0.9926543674250163,0.927486708512534,1.2642460271419098,4.4
45,0.9972388662491035,0.945805712267829,1.285011961010896,4.5
46,1.0010877847748167,0.9612754733601752,1.2970492876058772,4.6000000000000005
47,1.0043730958371768,0.9736080537676249,1.297563175503802,4.7
48,1.0071113693800247,0.9829244312173802,1.2825113749407404,4.800000000000001
49,1.0087930146147595,0.9899707696024959,1.2515582064899171,4.9
50,1.0087609887902795,0.9959802428059858,1.2096323193537364,5.0
51,1.0069620680549762,1.0018094985782737,1.1639696352581805,5.1000000000000005
52,1.0041571718124829,1.0070980857280052,1.1205138474273788,5.2
53,1.0013522591519814,1.0105997423596103,1.0823213880308207,5.300000000000001
54,0.9990436651339649,1.0116528892335512,1.049375210090067,5.4
55,0.9970308916905137,1.0112185787132781,1.0196163269759768,5.5
56,0.9949566264258665,1.0111554511397784,0.991348343391064,5.6000000000000005
57,0.9929407445237207,1.0124649741416252,0.9651173260046504,5.7
58,0.9915758766037698,1.014571754374414,0.9431046320407582,5.800000000000001
59,0.9913309015703189,1.0163477245185266,0.9268048319761127,5.9
60,0.9920817668104662,1.0174368228157857,0.9154646543056617,6.0
61,0.9932349532609259,1.0183606086041541,0.9067849336824956,6.1000000000000005
62,0.9941688245624086,1.019614685646675,0.8990874021119518,6.2
63,0.9945144200590919,1.0210291482422365,0.8926121011558481,6.300000000000001
64,0.9941921033904544,1.0219527196337066,0.8887606882829158,6.4
65,0.9933897906895064,1.0217302473410366,0.8885272580415198,6.5
66,0.9925015819447647,1.019955925016179,0.8918091227512214,6.6000000000000005
67,0.9919361080744804,1.0166504476364764,0.8978359121625014,6.7
68,0.9919129064499966,1.012429645907486,0.9058296465024147,6.800000000000001
69,0.9924240350131387,1.008306356874754,0.9151312110350902,6.9
70,0.9933118260564776,1.0051163347641314,0.9248425788723673,7.0
71,0.9943602164722644,1.003170342633946,0.9338590781848333,7.1000000000000005
72,0.9954145579007573,1.0024143312615363,0.9417203861012119,7.2
73,0.996480831786615,1.00266673690009,0.9493214725365896,7.300000000000001
74,0.997640825945368,1.003547129969159,0.9584306899994155,7.4
75,0.9988405417426145,1.0043309232282434,0.9702305389526907,7.5
76,0.9998611136686777,1.0041628589080693,0.9840043204906378,7.6000000000000005
77,1.0005524601348124,1.002611979372056,0.9972473470714277,7.7
78,1.000985623702722,1.000045281021618,1.0074940215111574,7.800000000000001
79,1.0012707941321708,0.99736648523392,1.0141775178720824,7.9
80,1.00132499719411,0.9953455644060341,1.0185893875453758,8.0
81,1.0009716582733972,0.9942491544643686,1.0222688543859813,8.1
82,1.0002536876591435,0.9940017311969516,1.0257879279196227,8.200000000000001
83,0.9995239975295399,0.9943571740867558,1.0288805703998307,8.3
84,0.9991743358277559,0.9947821511607974,1.0311858196067307,8.4
85,0.9993007594349617,0.9945585056276998,1.0326836802292994,8.5
86,0.9996494271528418,0.9933478740932506,1.0336304284142546,8.6
87,0.9998430471310166,0.9915691643173462,1.0343356494315858,8.700000000000001
88,0.999640147664805,0.9900690518754217,1.0349818724916289,8.8
89,0.9990475444162371,0.9894839742233481,1.0352841908021324,8.9
90,0.9982563062885293,0.9898809568698814,1.0341613605281617,9.0
91,0.9974542018180904,0.9908233933758702,1.0303892554720033,9.1
92,0.9966866973054477,0.9917082906083409,1.0241871705269519,9.200000000000001
93,0.9959311441327119,0.9921301030124706,1.0176198787098694,9.3
94,0.9952816174856044,0.9920281527471683,1.012596724038371,9.4
95,0.9949392013685695,0.9915855972034001,1.0088226258509638,9.5
96,0.9949662488317622,0.9910291015788577,1.0043727001976657,9.600000000000001
97,0.9951455238259366,0.9904758640589768,0.997982552490448,9.700000000000001
98,0.9951790329884738,0.9899393916523688,0.9903544027253122,9.8
99,0.9949933086270346,0.9894619556111527,0.983544422875558,9.9
100,0.9947869843774475,0.9891676024251255,0.9795823079085029,10.0
