,Cu-Cu,Cu-Si,Si-Si,r
83,0.9843636654202436,1.0022438442686776,0.9942754427182845,8.3
84,0.9842735596935174,1.0014399287310913,0.9943864836592702,8.4
85,0.9837712679832591,1.0008386183556035,0.9938662499569576,8.5
86,0.982538841271665,1.0004566355908122,0.9926133377432856,8.6
87,0.9807935017123267,1.0002413068067382,0.9907859386716279,8.700000000000001
88,0.9790469555677049,1.0003443242211527,0.9888296470613328,8.8
89,0.9778113050503167,1.0011899652630483,0.9873083579718414,8.9
90,0.977600273054337,1.003162133530199,0.986679539399784,9.0
91,0.9789402096293227,1.006237186029836,0.9872104709246133,9.1
92,0.9820680643359156,1.009924755032259,0.9890465910681581,9.200000000000001
93,0.9866695167588112,1.0135834192639457,0.9921971285674208,9.3
94,0.9920652476391377,1.0168457798688066,0.9963212390519419,9.4
