,Li-Li,Li-Si,Li-Bi,Si-Si,Si-Bi,Bi-Bi,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
7,5.198130213321616e-07,0.0,0.0,0.0,0.0,0.0,0.7000000000000001
8,4.303340515059765e-06,0.0,0.0,0.0,0.0,0.0,0.8
9,2.7623822051888142e-05,4.046987190302296e-07,0.0,0.0,0.0,0.0,0.9
10,0.00013458904282499112,4.624364101502431e-06,1.8049063240700054e-07,3.6098126481400107e-07,0.0,0.0,1.0
11,0.000539755691837973,3.47717582340917e-05,1.3389383593604537e-06,7.861607679374045e-06,0.0,0.0,1.1
12,0.0018219060358665151,0.00019575672825100608,1.0834479458799276e-05,8.295624438341076e-05,0.0,0.0,1.2000000000000002
13,0.0052746015427958875,0.0008813456708362239,6.532719799633693e-05,0.0005520874961364506,6.630268129236756e-07,0.0,1.3
14,0.013317734097370344,0.003316378815593161,0.000317851543281959,0.002804453930543878,8.673152994201043e-06,0.0,1.4000000000000001
15,0.029646298122187685,0.010570609390564721,0.001310488494916963,0.011544315490307303,6.358542666199745e-05,0.0,1.5
16,0.05865089543071936,0.0288643530122065,0.004614491211264937,0.03939383513240824,0.0003492622394008099,2.030519614578756e-06,1.6
17,0.10385990572617264,0.06813326126278046,0.013944263046112407,0.11252442359297189,0.0015408660848680175,1.7731835631260355e-05,1.7000000000000002
18,0.16612540757223632,0.14040724678186467,0.0362926869061128,0.2711860712068702,0.00563569717270807,0.00011175306917305147,1.8
19,0.2432970037200876,0.25545597223177285,0.082048771154314,0.5560634211032432,0.017404113163177082,0.0005476461558411836,1.9000000000000001
20,0.3320604653264383,0.4153295716300477,0.1630116024304634,0.9792865760842748,0.04596196845893975,0.0021805180831741843,2.0
21,0.42942369793994484,0.6108711513512558,0.2883667247159664,1.49721196784901,0.10490277927186543,0.00727553723391371,2.1
22,0.5313590968714695,0.8224923396770921,0.45995686945717223,2.011351330348682,0.2087800007989838,0.020732391424559574,2.2
23,0.6313120601303016,1.025064924209428,0.6687604392667854,2.4064023155165173,0.36528327586733556,0.05113947858367937,2.3000000000000003
24,0.7226381989394602,1.194824453267988,0.8945968530763165,2.6027664491086555,0.566488448072883,0.11030089262747077,2.4000000000000004
25,0.8023623992801723,1.3158411292455996,1.1104418839722008,2.5883507779611663,0.7861429292667907,0.2097419778683901,2.5
26,0.870667908068691,1.3837447545417303,1.2904496361305244,2.41242625375257,0.9878172909337093,0.3546123124859539,2.6
27,0.9272848393162326,1.4047929032438646,1.4178473964752663,2.1526629538145876,1.1401695932458236,0.5382969115705886,2.7
28,0.9703371687769835,1.3908659226989895,1.4886271546852636,1.8798521532055883,1.2285176688049164,0.741518019015139,2.8000000000000003
29,0.9984916577505122,1.3539430306330316,1.5097752601386112,1.63759226563691,1.2554793040901249,0.9371746341646778,2.9000000000000004
30,1.0128586758401898,1.3032805048323184,1.493695740802473,1.4400540734641063,1.2342271089947132,1.099412957153978,3.0
31,1.0167968955790188,1.2456375395305836,1.4524267516020926,1.2825036860221553,1.182234222846697,1.2128655341712655,3.1
32,1.0144161403236636,1.1865985639359151,1.3950645632392653,1.156022708435896,1.1174715666406807,1.2764188555204081,3.2
33,1.0088016878316128,1.1307945888339679,1.3285731870784707,1.0572030544389708,1.054394921817712,1.2993425604441309,3.3000000000000003
34,1.0010548163434985,1.081061157875068,1.259218922230158,0.9883377267688618,1.000208742853037,1.294009145302168,3.4000000000000004
35,0.9909394365450043,1.0383303483386206,1.1927840052968837,0.9512915545754194,0.9551154738968125,1.2704654108573374,3.5
36,0.978245697229487,1.0028309219052858,1.1338102390096543,0.9423320133178557,0.9169750823665995,1.234567365831437,3.6
37,0.9634321343975167,0.9751794934999329,1.084772684361707,0.9524446472741421,0.8857595361041705,1.1893611232816506,3.7
38,0.9476795835871281,0.9562417596433809,1.045787774364384,0.9717703864011041,0.8637050710255312,1.1382146466573804,3.8000000000000003
39,0.9329695002115813,0.9460894213336717,1.015297930078061,0.9934873949180456,0.8525096198098316,1.086514685748544,3.9000000000000004
40,0.9218339421401162,0.9434229561402052,0.991280541018834,1.0140626521223506,0.8516349915873664,1.0401027744695452,4.0
41,0.916460253055118,0.9464081635022579,0.9720394378848601,1.0311269358569357,0.8589740137117824,1.0027110374845,4.1000000000000005
42,0.9178216603841269,0.953882623172292,0.9564856996205172,1.042260820114678,0.8721061743564811,0.9756697692016979,4.2
43,0.9254373979491901,0.9650537119374639,0.9442450695927225,1.0460844072507711,0.8890184129862677,0.9593542838596819,4.3
44,0.9376045247583906,0.9780967946379892,0.9354685124010236,1.0440503984963267,0.9082979384528105,0.9533634670501269,4.4
45,0.9518990556902038,0.9901411321092161,0.9303043680983244,1.0404072343686663,0.9285662644763368,0.9554006371125346,4.5
46,0.9659696325992728,0.9991266514550527,0.9285808598325423,1.039350900737888,0.9476380863829232,0.9617073592945149,4.6000000000000005
47,0.9782260184235662,1.005078289758067,0.930100882294143,1.0417295317491235,0.9628821261321919,0.969369798817949,4.7
48,0.9879621962850809,1.0093254464089267,0.9350877723483634,1.0448585558533872,0.9727811342828077,0.9775020793493985,4.800000000000001
49,0.9951297758563435,1.0128877803229999,0.9440138163221061,1.0454606271182487,0.9777933070568465,0.9859916631539583,4.9
50,1.0001658557690272,1.0156391590608382,0.9567562255523038,1.0422774311614134,0.9797969761896906,0.9939646427717448,5.0
51,1.0036322575976775,1.0167592139878483,0.9720177624205016,1.036017469889109,0.9812929804660762,0.9999546256517751,5.1000000000000005
52,1.0057598988167762,1.0159533319072855,0.9876793289548655,1.0277494662909106,0.9847528584166905,1.0031828264637082,5.2
53,1.0066801674675223,1.0140988729236688,1.0017048182925383,1.0179534679714533,0.9914101997363217,1.0040854277621678,5.300000000000001
54,1.0070586337708916,1.012447032132361,1.0128352696311047,1.006921905262546,1.0000742449791482,1.00347310802827,5.4
55,1.007785471725645,1.0113535465840005,1.0207059938589456,0.9954962976734144,1.0077870856017064,1.0017458256544587,5.5
56,1.008918072369427,1.0100144524840622,1.0254923899177835,0.9852417976523633,1.0122227221760676,0.9993309102742718,5.6000000000000005
57,1.009537478816655,1.0072918379376972,1.0275949936781166,0.9779878231492793,1.0133738840670636,0.9971981820731927,5.7
58,1.008723770462799,1.0027370606560007,1.0276082967427917,0.9749107984321987,1.0130002586084446,0.996120028337667,5.800000000000001
59,1.0062547737967331,0.9971331693410334,1.0262769835432108,0.9756690593459107,1.0130436151847104,0.995671535517982,5.9
