,Zn-Zn,Zn-Si,Si-Si,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.6000000000000001
7,0.0,0.0,0.0,0.7000000000000001
8,0.0,0.0,0.0,0.8
9,0.0,0.0,0.0,0.9
10,0.0,0.0,1.7247366571355587e-07,1.0
11,2.7863335690899113e-06,1.8575557127266068e-06,4.633385923399752e-06,1.1
12,2.7389619381985823e-05,2.3568485685320516e-05,5.080413143684162e-05,1.2000000000000002
13,0.00018090648394557574,0.00017612968434406096,0.00034914034876426796,1.3
14,0.000911957566407794,0.0009542282264553386,0.0018003656397865186,1.4000000000000001
15,0.003712408822457464,0.004131898011390668,0.007492631926053691,1.5
16,0.012553458242284045,0.014732324771917441,0.02577608363170282,1.6
17,0.0357889991800463,0.043814402143349425,0.07397245254507243,1.7000000000000002
18,0.08692303383638036,0.10964287901435081,0.17831250793102263,1.8
19,0.18137093688736308,0.232877203491149,0.36372947185254045,1.9000000000000001
20,0.3277492275166245,0.4240391575083231,0.6335345534619349,2.0
21,0.5178751445698745,0.669947200142192,0.9528066611222324,2.1
22,0.7247522129083672,0.9317708774920364,1.2543926066882989,2.2
23,0.9138113750645869,1.1601763580621234,1.4695464375016298,2.3000000000000003
24,1.0599229243521944,1.3175071443485862,1.5614845311723666,2.4000000000000004
25,1.1557866742489684,1.3908425441511516,1.5376410523748314,2.5
26,1.2065942994796572,1.389987659169736,1.436737594410537,2.6
27,1.2206338497970415,1.3372817180065522,1.3051801754708279,2.7
28,1.2066122256986604,1.258021103498138,1.178570242181223,2.8000000000000003
29,1.175853475326151,1.1743181947472854,1.0749471947403049,2.9000000000000004
30,1.1405795311330973,1.1012959152131794,0.9979259001616001,3.0
31,1.1073875263427932,1.0453571305044125,0.9440866968192383,3.1
32,1.0741572505158314,1.0055702074784585,0.9091741425371691,3.2
33,1.0352938100606006,0.9778086637609387,0.8904294696529061,3.3000000000000003
34,0.9898909459392179,0.9588756169104588,0.885724063268947,3.4000000000000004
35,0.9438818669570179,0.9477624814265715,0.8920181730680473,3.5
36,0.9049710746770334,0.9439654037962739,0.9052665934096086,3.6
37,0.8772299338009528,0.9457141148726884,0.9217001903069229,3.7
38,0.8606154765053562,0.9505138500248379,0.9387518047994342,3.8000000000000003
39,0.8538831698546581,0.9568835122544905,0.9547509164545237,3.9000000000000004
40,0.8567395040133835,0.9646445411752277,0.9683846649081224,4.0
41,0.8692608093602836,0.9735723773034646,0.9789116664138341,4.1000000000000005
42,0.8898067284292175,0.9825706530431428,0.9866495161365393,4.2
43,0.9141903899298789,0.9903234495242289,0.9927696983242255,4.3
44,0.9372184357520285,0.996130054787846,0.9984071992688781,4.4
45,0.955304576788525,0.999830999907678,1.0038362172944586,4.5
46,0.9681454405158954,1.0014887450101326,1.008310055089881,4.6000000000000005
47,0.9781932225701996,1.0015719674526102,1.0106762463776215,4.7
48,0.9881231065835284,1.0010439288024142,1.0103590967949092,4.800000000000001
49,0.998386329762026,1.0007889100709388,1.0078444903902435,4.9
50,1.0073822294160701,1.0011321243767495,1.0042145817386856,5.0
51,1.0139553968487487,1.002077763645739,1.0003753158070392,5.1000000000000005
52,1.018942895564115,1.0036324940578958,0.9968078321447544,5.2
53,1.023606176718247,1.0056387520659034,0.9938008166646588,5.300000000000001
54,1.0268749020270853,1.007686947802924,0.9916487490927484,5.4
55,1.0250904886721488,1.0094884405169198,0.9906023541219886,5.5
56,1.0149971156739934,1.0110675390949868,0.9907034595142202,5.6000000000000005
57,0.9970263468907125,1.0124807404473455,0.9916851145584057,5.7
58,0.9758097807113643,1.0136410730672563,0.9929913807650087,5.800000000000001
59,0.9573812670578671,1.0144708508878084,0.9939775008749098,5.9
60,0.945403036949648,1.0149982281764176,0.9942973514636225,6.0
61,0.939816939380449,1.0153504049431676,0.9941258631400874,6.1000000000000005
62,0.9388233247900609,1.0157960386505176,0.9939094600900871,6.2
63,0.9415633536143511,1.0166070866461796,0.9939013792019112,6.300000000000001
64,0.9484936248427632,1.0176355938272312,0.994003585579438,6.4
65,0.9595523028562827,1.018064324460476,0.9939894392204536,6.5
66,0.9728127869202456,1.0168474906414253,0.9937535282410077,6.6000000000000005
67,0.9850657911709088,1.013627033620428,0.9933264253065403,6.7
68,0.9930861442589635,1.0092639148163474,0.9927303572523526,6.800000000000001
69,0.9943829012251411,1.0054100843947282,0.9919165476331571,6.9
70,0.9879707341902307,1.0035335138775017,0.990823231736128,7.0
71,0.9753590993260104,1.0041662427815585,0.9894013861131589,7.1000000000000005
72,0.9601856931712993,1.0067348309518034,0.987678733255428,7.2
73,0.9461656050251905,1.0100008862413745,0.9859657886222523,7.300000000000001
74,0.9355681165704762,1.0129473285815664,0.9848583141908706,7.4
75,0.9296457784844041,1.0154815951720124,0.984763179932595,7.5
76,0.9294748484938183,1.0181894242872505,0.9854312346362232,7.6000000000000005
77,0.9353218922847374,1.0212913976243796,0.9861361769085962,7.7
78,0.945451381540441,1.024038802818333,0.9863084014505079,7.800000000000001
79,0.9565643808347295,1.0253815137465991,0.9858560769861107,7.9
80,0.9657260655762324,1.025151714740084,0.9849472670551311,8.0
81,0.9715472114454315,1.0242698511043924,0.9837711279622394,8.1
82,0.9738203597401774,1.023739114349742,0.9825918631145337,8.200000000000001
83,0.9729124760861937,1.0237074428813475,0.9818635853946106,8.3
